artist_id,artist_name,artist_popularity,artist_genres,artist_followers
27plYDXNJSOD084j39Lmlj,Palomo,59,"['musica mexicana', 'norteno', 'tejano']",1133973
4ofCBoyEiGSePFAG500xev,Regard,70,"['pop dance', 'pop edm', 'slap house', 'tropical house', 'uk dance']",212448
1A9o3Ljt67pFZ89YtPPL5X,Snoh Aalegra,66,"['alternative r&b', 'scandinavian r&b', 'swedish soul']",999864
2NjfBq1NflQcKSeiDooVjY,Tones And I,71,['australian pop'],3011478
5qOORCmdl34SsKnB8o4aaF,22december,54,['aesthetic rap'],31859
0bAsR2unSRpn6BQPEnNlZm,Aimer,69,"['anime', 'anime rock', 'j-pixie', 'j-pop', 'j-poprock']",2229982
37czgDRfGMvgRiUKHvnnhj,Öwnboss,67,['brazilian edm'],66889
5FxD8fkQZ6KcsSYupDVoSO,Omar Apollo,72,"['bedroom pop', 'bedroom soul']",804061
4Hbj47VXZN7Brcs057firv,SeptembersRich,51,[],549
3b8QkneNDz4JHKKKlLgYZg,Florida Georgia Line,76,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",5240006
0ZVsDtaeXZtLz3qyVFViX4,Hypno Carlito,35,['drill'],3772
2hlmm7s2ICUX0LVIhVFlZQ,Gunna,84,"['atl hip hop', 'melodic rap', 'rap', 'trap']",5247957
7jZM5w05mGhw6wTB1okhD9,ATB,64,"['german dance', 'german techno', 'german trance', 'trance']",355637
6rIaHuCIUu32uj2CjlEBN3,Mike Dimes,62,[],173335
1tG7s7S4sq2eFFW0QZyLbm,Sheff G,70,"['brooklyn drill', 'new york drill', 'nyc rap']",866670
7kgwMm8d2igABad4wfEKti,Nature Of Sweden,58,['rain'],635
1Zi1c8sWZTy5rDiN3lAuEj,Ashley Kutcher,56,"['alt z', 'gen z singer-songwriter']",92877
3P2dL1jA3FykjGry2EcZEf,Billy B,51,[],9381
0iDx4sYtJ0FfXi5tdGGXTA,Drip-Drop,54,['rain'],204
0Ya43ZKWHTKkAbkoJJkwIB,The Wombats,64,"['liverpool indie', 'modern alternative rock', 'modern rock']",1045176
07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,81,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'urbano latino']",21534843
1qUjOF5fzrpoNycD36b2jZ,Nate Ruess,65,[],225505
0f2YkMXwFNJNSX7MymevKE,Kaash Paige,68,[],347618
1vSN1fsvrzpbttOYGsliDr,Tori Kelly,66,"['pop', 'post-teen pop']",2111639
1NHCwCMqV9oNQJXl16IltL,SSGKobe,54,"['pluggnb', 'rage rap']",217361
2FXC3k01G6Gw61bmprjgqS,Hozier,80,"['irish singer-songwriter', 'modern rock', 'pop', 'pov: indie']",5657119
07VmOvmuBp9G0gb8BTrpn0,Mike Jones,59,['dirty south rap'],550723
4A4qYy2jK9DDN1OHV0nLkH,Código FN,64,"['corrido', 'corridos tumbados', 'musica mexicana', 'norteno', 'sad sierreno']",726258
7zHhscQ9kdR9fNGAffWz6z,Blue Man Group,42,['laboratorio'],61538
1whQB3WyMZqY9Era5Ozn6J,Diggy SW,33,[],85
25uiPmTg16RbhZWAqwLBy5,Charli XCX,75,"['art pop', 'candy pop', 'metropopolis', 'pop', 'uk pop']",2849548
5XJDexmWFLWOkjOEjOVX3e,Eladio Carrion,86,"['trap boricua', 'trap latino', 'trap triste', 'urbano latino']",3627145
5WU8v5r46LwBAwXGGCQygh,Satchy,29,"['bedroom soul', 'experimental r&b']",15091
4YEl33ar2WlUSF94Yh9CCf,KA$HDAMI,59,"['aesthetic rap', 'dream plugg', 'pluggnb']",286045
1c70yCa8sRgIiQxl3HOEFo,Cherish,66,"['atl hip hop', 'girl group', 'hip pop', 'r&b', 'southern hip hop', 'urban contemporary']",592933
63GIj2yhFvX1Bzphb9JgVb,Fenix Flexin,64,['cali rap'],88274
3RtNN1VnooWEn3KQk03DUL,Noriel,74,"['reggaeton', 'trap latino', 'urbano latino']",7011271
6Wt2zqLZOrA36sooqmAvFH,La Force,34,"['canadian electropop', 'montreal indie']",6915
2W6WP4pHQTFlbr2z9S4n54,Kordhell,78,['drift phonk'],709321
1TlELkGydPWokADoHCm4d5,Baby K,28,[],414
7wlFDEWiM5OoIAt8RSli8b,YoungBoy Never Broke Again,84,"['baton rouge rap', 'rap']",11047797
540vIaP2JwjQb9dm3aArA4,DJ Snake,78,"['edm', 'electronic trap', 'pop', 'pop dance']",8503094
7FY5V3XMwlNBPitEjXowHQ,Darius Rucker,67,"['black americana', 'contemporary country', 'country', 'country road']",2417582
24zj84GShUIcBQYq6VpOYW,Duke Deuce,53,['memphis hip hop'],133708
5FkUhnHQ0KC63549LHHtst,Skillibeng,59,"['dancehall', 'jamaican dancehall', 'traphall', 'trinibad']",268703
1fux65HMCBvfJHqlBc4Nno,Casper Magico,69,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",2219563
2p4aN0Uxkk3iT3HK0cJ2cJ,Tokischa,68,"['rap latina', 'trap dominicano']",418783
4exLIFE8sISLr28sqG1qNX,Travis Barker,71,['rap rock'],419030
6p2442ymrT9lZEuCZJdYcH,Ivy Queen,64,"['latin hip hop', 'rap latina', 'reggaeton', 'trap latino', 'urbano latino']",2198888
0YinUQ50QDB7ZxSCLyQ40k,Mustard,73,"['cali rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",1062305
0i1Qvyl514tYAXRoFoVtPm,Kholby Wardell,53,[],3683
7qmpXeNz2ojlMl2EEfkeLs,Nicky Youre,72,[],147000
6P5NO5hzJbuOqSdyPB7SJM,Ashe,69,['alt z'],1397493
2SJhf6rTOU53g8yBdAjPby,SoFaygo,64,"['glitchcore', 'plugg', 'rage rap']",582870
2WgfkM8S11vg4kxLgDY3F5,StarBoi3,52,"['slowed and reverb', 'viral rap']",27368
1u9z4r9MRMjVc4t2bI2z4W,Adio,52,['rain'],159
2Ju0kEPJxYUo0XM2PNUGeL,Jarina De Marco,44,['dominican indie'],14366
574ERIqzZ5yZU9JhIf3Ysf,Angie McMahon,49,['australian indie'],99869
2sG4zTOLvjKG1PSoOyf5Ej,Brandi Carlile,66,"['acoustic pop', 'ectofolk', 'folk', 'indie folk', 'lilith', 'modern folk rock', 'new americana']",738144
4NEQrC4AlByMUOmOp9H5hZ,Julián Mercado,55,"['corrido', 'musica mexicana', 'norteno', 'nueva musica mexicana', 'sierreno']",334406
4kYSro6naA4h99UJvo89HB,Cardi B,80,"['pop', 'rap']",21506235
7okSU80WTrn4LXlyXYbX3P,Clinton Kane,67,"['alt z', 'gen z singer-songwriter']",879881
6veh5zbFpm31XsPdjBgPER,BIA,69,"['rap latina', 'trap queen']",448455
4UrIphY7uGLwD0rRd6NIi9,Lambo4oe,61,[],12194
47RTTEHKmO94V6qGq5xhbn,Jason Joshua,46,['souldies'],15420
0RESbWvOMyua0yuyVrztJ5,Key Glock,76,"['memphis hip hop', 'tennessee hip hop', 'trap']",1576801
2WInxWtfee6mRhUQUmIRAH,Strick,45,['atl trap'],35406
758sHPdw5FpB5ZM8f5MpXe,Maxo,48,"['chill abstract hip hop', 'experimental hip hop']",33525
6icQOAFXDZKsumw3YXyusw,Lil Yachty,78,"['atl hip hop', 'melodic rap', 'rap', 'trap']",8992071
2YOYua8FpudSEiB9s88IgQ,Yung Gravy,70,"['meme rap', 'minnesota hip hop']",1583649
5aZ9qg0JKmlUwZMpBXyJ4v,KolossalKocks,30,[],606
0eVyjRhzZKke2KFYTcDkeu,The Alchemist,72,"['alternative hip hop', 'drumless hip hop', 'hip hop', 'instrumental hip hop', 'west coast rap']",459353
1CbA4z6JauNQnHzOErDQL6,Luci4,65,['sigilkore'],193125
