,album_id,album_name,album_tracks
372,5VSn8u1jIci2CsaFVteugr,Level 1,"['3ZRth7zCVepYVlgngczm7g', '2u1uLBI8IhNICSst4AX5s7', '2bam1MXYR8KASXCY0yxcB0', '5hQAqbChM1gAixM2hW6jBK', '5zfWpCbbEeauS68FKmMwU0', '3VTeYFQJIRJTV1uW7GNmoB', '0MdSnyRx7VKpIkIPZUAcr6', '5QG0VpoOLReTmqdXYMsfsd', '6zh9FuXJ8jOiOrSVrKtkdt', '6NbAq7GsybFBjQUr1JUONn', '5Z4P72iP63saxRiQPhxPx2']"
373,7fVQOHTYv5BberF0LmN2Tb,Moonlighter (Original Game Soundtrack),"['2BfVdtGIsNDvAAgEyQB7Tr', '66TZomaQSwk6mCRDLfUqy6', '4KY49qAIEyotLgjbZDfwoo', '0uywJuCmIHL8V8MVXRNL8O', '70YZdpGQQbZIPJMznwXhz6', '66PRqj2PhTFUQbrsj7Or1B', '1X9zG05SC7QhVvDLyD1ZzY', '2w4DCzFTCfQSONsUmb9LTk', '5gRa0l1TwsN1ycC6lfaSuU', '4rOGzhyaEvxsOkIlFhWuA4', '6BOEaVcim8kT6YJRRlD3AP', '42StXFSmub6aEvb85c6zLZ', '3s75wtcAmD9bqJpejqDS2P', '7HNJr1dnlLVpVXJGz8RNBI', '6VLqCtC9SgUO7M0Tr7RyrZ', '5ZdOmEOez8u3DNpjDOT8TF', '5X6MW85MJ0XWbyZesLCffw', '6IH4Ym3olgrfXvz0dZyCqU', '1gCdH9zx2BMceFuOTGjNqH', '6AAks2IE4xGTgr9tvpiMpo', '3xqea4p7dvUV2SDBQnXsZ8', '28X088gcQpuAJkusuDSaKT', '7ENtjpGLsO4lBCOlNwd6mA', '3YQO2dR8jQwLkg5V57DstC', '7iU0VP42JN3ZtV0XNDuGqc', '2WnY3UggaygvMvuYKmgHTj']"
374,2BFIzedNNcNH01s1hPd7BG,Owlboy (Original Soundtrack),"['0Uy1ICLY9Yf2zx2tm5MYOr', '4tjNqufUxCDX7LSSZFJNKV', '5nB8PjhS3iwbvWxVJgegFs', '1jBicXmWAALLqw1eTSQzVd', '4uXDdfNNLx7ogwLZ3XLAiQ', '7qR36AIBPH96cDE6DDWJZ7', '0JzsSpWmmU8yGsCkHeYc2g', '1TaqSwUfSLXgPY44sbBRbq', '59pBU5VqwQ2G0uNIxrqrC5', '79zmHFVTb0sOiFBEiJuOYv', '3VBTbsEGDEyliDWMmIBTbg', '5K7mat5fcb5pYTMGl9OTfh', '6MkgedaO5rpEqNb35UyDi7', '56nTW7pnxBkyDoWi0u2Y5D', '6rx8m54Qv1N181n0j2zLhC', '0qM2IxQPUeHvpbQE94gpI7', '6WVz5C9bjpkoyAgEku3yZD', '0xvsUcdTHR66x9XNuTcP15', '0JUShtZlRa990y8nHOjvo7', '3oMKKi0izgRT1cdJbwBNhR', '2gfJ9UHXA4NwiturCVmiyN', '1yPkLsiTnR3VYpTAvtPJ7X', '00BVOf0cUUAV9Ieaisr8mi', '6tNA6lEViYUjkNbQDhviFl', '21QKHdpRutFBAVxQHR0sXq', '4sgNAoFcuVLCQpfRDtbMHB', '0b4Ekb72WgHe55YU3Fr4GD', '1s6CsqDT2RM37IurI2P5Zc', '3HdsZsTUCARCw8OmXnyEjy', '0GHR2o0K3zo4dKvgBErWmG', '2AASveQNdgBiQ0HA9QetSY', '3I60sXydgQX2C6Da0JbTFa', '116oZSTR3RvGhsPrE21wi0', '6bA2I0XasEyAD8KzasUiCX', '3uhZw2d4sQWRjr1RzpeWfp', '3vYw9SlbC3PvOH9xBkJo51', '185sJePEdIMw0aRUEchFXa', '6A4j5VlhyrBKPeJkxtk4QU', '6vIL9hvSkv4FZlKa6w5qgm', '6PXGG4cJdTbdQV2djBUjth', '5p5mlcahwf1eTH6cj0DJfa', '0cc2A9P4dVuHikD3zb6Vw7', '0Z95I7Iv1CaSKAZwhY01Pc', '4RZ9AsBXFQH3Wxleqvkl3o', '0NKuswtrUBJO0FH9af8CbS', '4AT5SFpMEkfS12mAYDO6Iz', '1rf65O0XEw42mjyBxLF06G', '6M1YMUD6sW8IlC8ENCQ091', '2yZBxCZrkehWJZ8wNqGGSd', '1C4iXcVxE2zbdUFhJY7KKn']"
375,6t4gSUaC3GZoUac8gpOFtn,Firewatch (Original Score),"['1k8lE3IG2RTNdJaYH7erHq', '3KGKyh2nfCX0EwCMZedMfv', '6hMUElDv77HoMyzBsTSNqw', '4nNaBVeiRzUtL5cTSTDcrC', '66nKiDiri9jrBzGSOxBLEI', '2ELilaX7672D6hYsCnMfhC', '0YNIODx8ZJU3U1mNiXqW4y', '5h9PDN8WPv6sUbwdyqrUdQ', '7AVJ8qm3L4ByJ30ZUyGdVT', '2DN2gVCYz2v20DMGMEhHDW', '7HBPnBqfJn3OR77xeC1Zp1', '3EnXZZr7ppWkThKVG1tr7R', '5yRm85BBpggvg74AjYKDv7', '5QNBWU2m2BRLIwp9ti71eJ', '3n72MbpPkqQL1eZRvld4MR', '5I9f9NjqIcOZtn5LHUlSqu', '4V6GNeAV0Fz7bjjZydoeWV', '4RcaMrhE7zgPtDEDkeJ95Z', '419npmtntZGaff7XrT8tH5']"
376,5cIdK8l3v0B1jdtWlsvwS2,Tom Clancy's The Division (Original Game Soundtrack),"['2Lg36rCFaaJP9ZsHN6GDAm', '4shsCsVxXiTryOQFiSmkMR', '3zK4TEs7NDdZ7EE4LyZ4iS', '2wsVNiTtzKnKR0iKEdbCO5', '3IQyguaOhv8MGL0ymungcv', '6uq5K4A6uSUrNglFljtLmH', '49Gb2qkqt00v7TWYwMYdDI', '4zB7Gat8IC0eBgHZGzAzDL', '0WNjYlfwunIeIdq3HMPkml', '4xMonfxQSym8A2sZopGRXx', '05fJGoRt6xKyqOTg9EIJbQ', '2wYslCZj5RNAPChtTffu8l', '6jOp4QiAd51L3wHUJeZhGC', '1bsSmlRjj8hh0u76iiUJyS', '0q4cquXxeamgwHH8d49VZl', '1IMfXLPZvJmvuKj8w3O7tM', '0h2vlb6QhN9kAve9dWHImr', '6o01ElHLu1flDfdFo1t7kS']"
377,1bP4GU9Ev0BdGCncbhO0Ym,From Olympus,['1uZmxcni6rq2fArwpnhEIs']
378,2gZHXHax0gfK8rEYb4B741,Star Wars Jedi: Survivor (Original Video Game Soundtrack),"['2dEytUaWmd7o5BZZnbKZd6', '5HwZt7fJqeQKs0eAdVrMIo', '7BKykYUHAABt62CQeDj7rM', '5l57WzQLGXvrIUyu0Xlto3', '2LN2WD9crhLNDCF6rYwclJ', '79cEOFHnJ2or6ECEe8OOAM', '1cAAdmJfgMHng1juslGogV', '6BWffYBayDEkEnY3XAv1UI', '5ZCIneZnKQltFzZwYVQXKD', '6MHrMtEiTP4DYI7d3J9QhY', '5G9P7XSyX7bVZSodqIFc43', '5ba4e5LLcfESj0900Nynpe', '7A2XWt5HuXJOSrIXEhmOqW', '3GMxP2lRkCQk8ku5f49KdZ', '6O7QwB1JxAjIYh2vSNqb0U', '6KmrpQfewf4n2mlM9Gry1K', '6RttMjcOBklrgWxIguM59X', '4b9Nev8sOS9XjrsXmYM6Wc', '27IUc1SIMY1vIFpHGfSJO4', '4zDOsDzhepxaCHzDiMVBEJ', '01mFSzxDrPTIuEpxumXljp', '120y5HBCa6RNMkZuo2m90o', '4gcqLodO5yal5YLaSWNRfP', '1pTpGSn2617ft44ubisp7e', '71y0A23hgvtjTnQ531E26Z', '3XVLbI3lrduoAlANKSc4Ce', '4IVIdV6Gyb92coDIPrR2nu', '5FMsySSo1fXkVgBoEQ9tCq', '7fp0228qYOWCqoFLpUV0pu', '76SvwfnQgpVlhGelzmzu6W', '15OVCx43vhbMFPZ5Fend5m', '2BgcRivT391bXOXEiDCyDw', '0uCUsmRxD9aIwq0QW6smZw', '0YSX8YtjhLyaNwzBrglqom', '6g4RgzpHqNZyVnRh9HlsD5', '4vYHSVGNxEotsmi6ph3t8n', '5yHaNVuudFcdMNwFCSL6ix', '7pZ42gd7jFYJw6e83HGpFs', '6ahqVTD2yECubAmtvvZ7vn', '0RNPYURfkkgUOffmgFlHo9', '7eAsurEDlkCW5AF5ZaVqtE', '4R9HLSaPCfLeYsWoPlmIOG', '6Q2SOb3ZVThGFOFKEsOFhb', '1qbr7BPoNtScCHrAbdkvKg']"
379,10octs1G93CXaQ17ipuGUn,The Messenger (Original Soundtrack) Disc I: The Past,"['1ITWid0HbvkQHWLVdVj5ZM', '2nMJiEzDX9JzbGVbxr4QRm', '69EOwcqY6Gbf7yTIhHI1To', '6ODeTyUEkV9ECoLirg4AqH', '5kfRlJFpp174xpZMpeFogF', '16a0WKlEPxjopc5ANmT4nE', '5tRX2pgYM8fWVYWxmAVv8z', '13K5RrZo8DZBSW5lPW1Nll', '0UeJiahViw2jkmb6swbcy7', '7Dm93PAKOiMzCgzS71KYQ1', '5ZeUGCgjvhPGFRbUwNWwm9', '7kjk1EklQ3HTCwt6CAOzUW', '7Duv9Hh3LEifPCHPpq4wbf', '3AaOGYaCtWHT7kSN5W4UxA', '2QlG913h1E9jwoJFt4k34h', '2pU5hG81TvjXLvJO13dAZG', '4ljrDqcaQrpxlmM8xC5tBa', '5BDPS8vJ9gOWnipzEha3lJ', '1ON4rl1BMdsVycFMCD3XGj', '4c0d9p2OUMz3dhqZnv6cBV', '6JVG9mf25I1TksqL6oyRpo', '7DMmq7kLPWYDrUkgIczjOx', '1JURSrRqsvblFqJBqzuAMu', '6eCbsleaEFSKMVgI7J2h6l', '1jWosGKYVecdfrmdYpor2n', '6r0WsH4BkR03ZqgFCKLX00', '5Oz4kWHCauGwggDLl9ZcSW', '0etevM50FHGJGRjluSCmyi', '5WU1pVPHXUTw9QhHnZX9tw']"
380,3AieuV7WztobSMYG86Hdez,God of War (PlayStation Soundtrack),"['6ZMwwuUOx8kefl32gWOjtY', '7nEZnpwjdAw2vCRJg2Q2xG', '4w0ZGptbkHLkKZhLVTg5He', '5spc9JVbY13Gbhvf69ae6v', '0bNt9DVNAQi8CeMGSP7mQr', '4M3xwNsO3Ns8dNxklSCyjO', '51FHUASLdd5DpdFi2BAG61', '3y6ok4gZSvQkDLlu89CwlO', '1nnrvHZNMDT3hRdUpxIZ6X', '2IQonQgsFc35BU5LUgF0ld', '4GhsCIi3U4SR62l5Mlga2I', '29grCZbtbjQhxTXt5KDBAD', '3KjGNGHvTaBTjoOY5ePMvI', '0bsjCtz45sXm1GRbnyLoHQ', '6MktskkjM803NTRxctCcOY', '1DWCfz6WAwoESRO1NYXlqr', '5Cg2LlfEdszEW8pH1Pcos1', '7vtZziuSJVxPKr94ynLjYN', '6HRqeGDZRVsPpTWknoDakk', '2FSWaVneLMnzMbyfaBXWvV', '7EChT3DvnJWL32q7egzYzR']"
381,4YQsbhCYkpmueqKC4aEn7f,Assassin's Creed Revelations (The Complete Recordings) [Original Game Soundtrack],"['0FHTJAMXhBhEnoEiMwxzO1', '316wKM6ntaeEwaikfyOOY2', '11C1Ohd1BToi8pKFh2XECn', '2A7mawGAONka7j4j3EpNJA', '7E3rGmfrva7I5HKNH33XOE', '4jpRPk9S3Ounj8WNlstSxY', '2ITS4eMtEKGfJlaA6KShgd', '1U66KhFiEsjyvIehU2tiKA', '2u9OgHpy2Uy9K69M9pYnRv', '1mSWUNtjHYCB0CTY2ENL8K', '2ts2bzKxH67K1QS33vxKHz', '19wEW6R2habxhgZcvXZEUN', '3fJQtn66CFE243u6Yrsodv', '28FGilqbGZhb4QLB354JlF', '44VD3ptfR3kMyFFBVZ7OJN', '1OLjFOctGdFogVxNGlWjjd', '16pIz4CrtDjxlyo01lv8Ok', '48lY2kWha03g1FJwQ7QLUb', '2eFH1HpFcGjdGrheWkRzRE', '659dPy1S8HCfmGArjeQZf2', '5GjWUsaD83EZdwKN9jE9XE', '6tLH9Xwee340J77SXx1smA', '7ughsKm61Z76XXRzSZZoYi', '4a0CaBlbMBjhqiIjlM8jF9', '0mEAm8MIVtRzrLl2Ymdrs5', '5cpBwdLaaMGmNt2B5ATaxG', '7kH7KsBgbliOPHOHpFo1cV', '4lVy3i5TAuMdWe0j7q6VyA', '58SiGnRe7qY1aBOLKr4Efa', '0atfd9aCgtLzSQhfwmjWyR', '4gCDxZWajTxypvCFJXaYAf', '2axA2S5nrSFe66D525PY2N', '318VrFAJLxrlIpkD80CnDH', '6QLCPo8mDqEz4MOmdi7nzC', '7c9YDaXixcuoCq02zltt2u', '5HUeWA2y8QDh99qaHFpvfK', '6ILN4KNHnknmvqj6Xybcso', '36f0DyKdyJ19FLcmA9eNV8', '22UIkCD61NvGkYybvuHcx6', '5WF5Ow9GZQzfSUZvsMYPQ7', '1WZIeXkvZ94RzFi7bM8Rkj', '7hvvJzHYTQTr81j6zMTDrL', '2SPiCjFsTfOacLIfdRSyh1', '5BqOseyA01EZjEkBVc1shH', '1qBw7BDWYUjLgUpOyBKR6g', '0H7QnPgNWhw0vBpHZ0iTpi', '7Atq3pGPZB6bl8NvjtrCwe', '2CGPtmiRMw3doN4salG5YB', '1a4Jw0Kd86Z6b6GySvtmef', '1rETzeycaLQRBk3yYw1zku']"
382,1hufHkRXl1TvVwPlfI1XLb,The Northerner Diaries Symphonic Sketches,"['2djaEQHewKphzrpobPM8hh', '5hhZMTx1PDbjLNIpryXF6Z', '7FTQ0Sjko4rHaQmFgQCNzS', '3WK59vSY9UYttZntVpzLm5', '6S9b7StXnTSANNLMAb3met', '4yqK6syF3uYK83RkvkjMhT', '2NW8hcvMeQVz5UAVuhdQAT', '2aoS6PM0R1AMZtRzkzB91d', '1CrS6nV5ISKaRJeOMlYGkX', '6A3oO0FUsBBD0fYZVFbUbn', '7ezL1qB4Dui9gPF4N45Xjf', '3Xk3o7NMLloGe5izZUelSm']"
383,2OvA0J8L2giZ6vQjVl1ZiF,Baba Yetu,['3l8yXrklbueDW4AX1YVgbv']
384,5HaoWXvyhc7jFlPb0vCVfM,Into the Breach Soundtrack,"['1QygXYhg0VVbSSCIJUTWvU', '6BsFQyIkSX1OCOh1DeaqLX', '3ZRymKxDjk2jHmwsETcg9O', '3NFRj7enFPvcZMiw5sA0AD', '5kQUGpgtzFZru2msLPHmyM', '1Ku8T6ZxwDHWB9bLSchrON', '6HFMjUQUzRdKp1ZCKn9Aa0', '2HESd2Agbekb7G1w171yGk', '2fTD9d0yPcjgwoN4D6S516', '0V0FLusVZVUk6LxkdPWSRH', '0JqkQBs2CicBoEGCkcG4Qw', '4zRqfs3yAVltPTe21VFXqd', '20dAGtVNE475AwwejaybzM', '1KRx9SmpV4F3VpzNZh2CtJ', '7apEuyBOtvcF80Q52eaBfO', '358d6CuUAy3QzWUv4tLqgQ', '1uZl3OrLLKJjScguT6ItxA', '1QlDFCgVgCIsktGAnFhalK', '2VKMcWnYIwbmz6SGinERlr', '0gQkyfogpGCmmgDGQdP7zG', '3eG4ICvNEPVJfhPmpZRcHf', '2ePqT8eG8uWi8W1rk9vNii', '6PydTasG28Vo1HoSZR37EE', '4gv020Nrpou4lAoYb8fK7I', '53XaWxGnAWbWOHs86lYV2A', '5f7O7taDVmacn3El04jdt4']"
385,234mcpdkR9lNkLt3TrPtkZ,"Ea Music Composer Series: James Hannigan, Vol. 1 (Original Soundtrack)","['2TZOxfmktsxLv2UXuOlkfZ', '07HoRjru2VLSfVnP6IRVZ0', '3OTwdkNIPW8E6cuPxv6ww0', '1XkkFYuZoxbMvzK9l8AAY6', '43rU6WxW0VH4x2PUg7o4eL', '3Kr8t7XcK9xQ3rTgjnd88p', '3HkeHABdyuusPfARx9e5Ne', '54s89TYBwC18AiBby3zrMQ', '1ETzXcJb8GBfk03TB3s6cl', '0Hq9NqXtmCBTjQUugH7fzP', '3Wc0JpVHqMjXV5W9VNiWIn', '68UBdNV2r1dVcQrHgXMhKN', '2kC3Mz2L5txwj94e0Hvlw5', '0dUCCHHBId0ABKQQ1RAHd8', '6qEo368rHZfDTzKzlFpaF6', '6ayDGIzpaEjinV5XJ5koPX', '1hRjTf5INeAoozkQNBlvAa', '2pPDBH1qVq6vZABHW8FDJK', '37NyWnP9Z5qFlM3BGlnmpw', '41BmB5aZslzYQspgHuudQK', '3SKNsgiAl9oa091DRsysls', '6rCAZZg9M1ApCKEFTeCxMP', '28HZuOARQ0zREeFwz0nR7q', '3CpxeBJrUeMcKRKVzUAYfp', '5HPORuY6Nm0zz9cGqteHeC', '2qGV9PfGAWHtonPMctu3Z4', '26Rssp7tLFL5Q3DeJZ4fBz', '5x4BVmvFi1DkKSmqH9rrri', '7HbP5vjgaShRl4f7Ej9F7y']"
386,0zeuAaM080qIphRoFvxwWN,Turrican - Orchestral Selections (Music Inspired by the Original Amiga Games),"['1YWC38NBxgCMkGxyy89rxW', '1E12amNCWhE8BLoPU7alP3', '7e8xw0AKkv2mKFlx3f7N3t', '2l7QoEjmwRWytehenF998K', '0chWdpWfhxidy9KdhRoA85', '0g1iVeoxH8uhRqNsQZVfAd', '4zvglUQUmmlFpPoB9MY5zH', '25m4Z77SADHSHHDQtNdP61', '73Cw1o2mqj805RYlByeCTn', '6xgOxIoRcPcjkda1cSjeyl']"
387,3bxxma5xoyxqMaE3l4YHl5,Star Guardian 2022 (Official Orchestral Theme),['0VNqKLUyplTxCPZbIaVKls']
388,0tNUmClLcWptIcnoCXpPUC,The Last of Us Part II (Original Soundtrack),"['0NsG1b9koK74vTJ2VJUJQU', '5DgYdvipuyu3YWmo2MDWDu', '0VLEB9HAFntcswJYRRTTd1', '4HE7s0tz6olnHFWeHTxOpe', '5aWsp08r0De8hxXPKWbx0C', '2Qpgr5YojTDrLl3A0GdVGc', '1JOv8Ts9SRaXT71Ha3WWQa', '1D8lilZYQbj57yowpG6TGz', '2rLt5JXsVCe6xC9DLRkDI2', '7db6utION3Mi0dZ0a0h3pZ', '2EJl11b0FKmlIzLoIsTzzd', '4z3tU5H7lAHQsEbc8Ry1pj', '6KAf1Y6OHR34qdmgUFO5zf', '3Zh7dTqpNs3WxbY1LQCuY3', '6PG2dBfzvUCiHS9LxD6wOB', '5zCKsNN7efXhN6Nlbf93EK', '2JBwEO0itXxH6xxldiWgI7', '0nLHfsSVApMl1vs00giBxp', '32W8iiO6iDVZ2WmzW9ew5I', '4U1dCqb9Hz8877HGAJuGXB', '6eBEK53p0tDuK2YqaFLGQH', '5WGCkFCPDoi06SAXIF05bu', '2wzKP6WazL3JCyKghdn1Sx', '7vJ98xFeRRZwK9l5B0DU1M', '7n1BNq7MNazmxaBtpG2ZEa', '5ewAsWEpvdUS3dLc5lLCdu', '31LRrN5SPj1TmtbDCy7Esb', '7FJl0uqxLDfH9bhQ1Gte0x']"
389,3yRSUGyx9gDlLgVrvpvGEc,Mario + Rabbids Sparks of Hope (Original Game Soundtrack),"['2TDfV1BXTtge5wj4Fiu0oo', '3gEZH0eji7xD3fKIUTTXAN', '7ihXvxPIx3TRxzBumpGm1W', '0gHy3x98YTXQC307gTbskl', '3KmmOzjux944ZjP3OgYKzH', '0zZh3hMIDZwL1h1tOgOu8m', '6sBiNNiXAoBJSlu6xzdcP0', '2Q9NDIGMXlfRaAss5iywTU', '2G4e5srOiiZhKloqomBRMA', '35Csb1T7iepl1cGbeyXQzT', '2Qyjk5mz787zuYzQc5DtgF', '5juLuAU3nvR7zcJhWDzfOY', '6XAMkbB5ONqUmzussb9lz0', '5Dn4ffdGiib4ZbJcy3mhZp', '1PZRHYCoLUilZF2DpsfWK4', '45ruQONU4IVlDTGcdGmJ8Z', '2L1Dg5C2sgW6jm8o2iq7EO', '7waIt6cOUNozREA4t6xS1P', '1MrfwdUTCLokUaMn7wahHo', '0g3wBIhAzDc3rs8JpvzFwA', '5nkkGjfMXkAd2MzLlrPvfZ', '0yKb8dUXFfI63Vbzia9zY9', '4KydgNs7K5VIQu14HViTog', '3SV53lekCpOQ77h951UEEV', '3llOhdaqWNXRgM65YAPjOz', '6Vu1V5gwbBJnjjRfqq8JJk', '2ZToV4EUQZMFziZWhmeDjD', '52tJ9fYzfOjlkyTwmoi6Fx', '0TeMrxS9voccYkKDVMp18Q', '60eCEii6ZCafHgvso7wv5u', '3aS481GKrOk8eO5W4PLLzn', '0WBfSIVI5UfvElkVcX9uJ6', '3bKIGN9YBOzMAZ1tZTSn4Q', '0alrO4R5OpH2Idqn95IjFO', '7v3pyvrYof8uCTDs4Fl1nt', '4ZSjjk3XjhdwCeEEBQx7Hy', '2ZbToxs68hGKx44kvYJuJk', '792IaO2eWrbMtRDTBU6O1l', '6qzGZ6gqxefMBJKgDzo2UR', '0Xpr8f5pR7c2stUECWd7bS', '7Lq0yZleQYROzafaCBNAKE', '2PGOc3bZyKmyH8WxMviFoP', '66oFitYCYUO7eOsqnNuPxS', '2siMyzFeHUa0NlPlYRf1U1', '0xyWAqRaWH3icGej1Momvo', '7ciYAfDkxYurd1YgCG33Kz', '7ETBxXer3djQMxddlTKcSz', '00CyZZHNECY0S7mZKuJyNq', '3DLlXFmLImcS2LMIoDQm6O', '3IgTmVK1lClrqFMyzxJws4']"
390,0BRICN5TGMT1WqFcZkYOaF,Ori and the Will of the Wisps (Original Soundtrack Recording),"['0BqVTj3PfExdgXUu4vq7tb', '0Lw2KPwXMK2zP96WVpcFYu', '3JGDVRgX5mzSftS1ljaTk5', '43gozJYaqGp5hsAYa0WaWq', '6QZf9ZiKtvyvg7TdNeW4k1', '7mrxyr7hNwU2aq56Jr735W', '1jWePyioT4YG7APluUCH1v', '1S6XfzoP62qFlINB6VIOVa', '6yvy7IGCod8A2aeyKvMysF', '2xCmnIvfvRIymObi9Tjl3V', '7fVTRskgSuiZHBvz3Yamyd', '3HpazB7tsON7guTZ33T3Wq', '2zBkhbgYUN51zgO0APxZjt', '1KpVYotqtUKZXn8VQZv1Z0', '1Y9QOVSlwBj4LEvm4qWw3z', '6CkkM74LzmTu4rLpVVG9I9', '3HwVlu5aM1IJlIvNO6iNWR', '4nXYS1T6Vrn5lAmtrkC8Sz', '0fkahk4ZeUOmaYjTMxgo4r', '6IP8PqmlOqyNv9AcceizTa', '0O7DaehyW2TlETdVZ5V4WV', '1186s9W9epi4Ib3RVkhYk0', '3gun7mVXV0dnIo7AvX6LhX', '1na4k9W6Lj8burzNre6aaX', '3uen3UoZuREViTq4hSOCIw', '3YqJKNeMdAYjXDRpaly6az', '1YNaVGd3er3n1SHkNQ4Oek', '3xgHGiSTanC89OO4eCkt8z', '3PRBGr3WxveFbLdMI1ab7j', '1AkUkoBzw7EIWg5mOFWP23', '6K7cc0t43fFlWSOGxJrtDz', '5YxT2JyjH3KvQBhXtkiOjk', '49i9TQqXynh2a1n0G2x5Rh', '7dw8VjZYf3DyUyMMpMliNp', '03KjgRvmHTaZkZjAlsW0As', '4oFFatvyTvV5rBy0EvTeoF', '6PUbZ8kBoJgfzbk6ZU2SEx', '7dWsN4WNSIWx5QHJQ1OeEj', '1L9jAaMaBkd0z1bJsbdpJp', '1pmZKMFITPE6Kg8vSyAXRE', '4x8hBoYYlsQk6ZYNzQLSzq', '6Kscqpg14jZjXzDmbRWUVk', '1DXzAOZAo9ZDQrzGC2itd3', '4RjOoa81GXjphLZA9SNld2', '1hGfiTVLrBJwJJ9kPfJAwh', '1N5RlGLZqvLj5oxDPpZEuF', '31zK0li3IvCoeIYAM36nd3', '2LNtwtLHcdNsRxDAqyxsB8', '4EcycAlJmyitvWYABnU7H5', '5kjb4rbxZ84aoXzQN3B8oW']"
391,6EuwzfvfcEA1X8fODjFhhJ,Destiny 2 (Original Soundtrack),"['1EV1Q3P0kJMePXd6ZvJewV', '1IeaUAXU0erOItNGzc2I7S', '17YwW7cr0BSFwCHHFykjlg', '1ovmJ3VO8RFX0lhvPfmfQz', '7mE1qC6lCpk9ifXJyRqqPX', '6yEvR86RYnbTw1fG85Gzt5', '1n4RbbjPvsipBY60DbDVVA', '603OMW348SXBBLsPMsHVJQ', '6lRxvnLrFqU9STyWSNMnWj', '7bd3tLD1oxKh2WcjCFIKLY', '5P68xT9dqkleXVVtdIJPXo', '5EOhfrmW1ImvrpNficDjeo', '3TJRr5xLZ70QOlYIoAaCBn', '0kaEMO57DDM9jfhyv9b59g', '3fgXtYOulyXdYwPGHe2oTl', '4D272S71xTnXSrn7b0aQA3', '0ttaPXtW1zy4MzaPn7hCYf', '6u1QREG2r2VAx9cOwMff1A', '5xE6Uk43JQ9eynMuiV3U7i', '7GTpafpYRoMrGt6RHlYzfJ', '1bAH9KluMNs8Cy3a0qPtVe', '4Ihz27YYaKgohUUHpnJYOx', '3VAWZss2kzmWe0qjKh9Ov6', '31iWU3VbLGnXAbWUZawlwj', '1wWUZwpxew7sKFl1im3UCW', '7K5N3qnUaso3EJGrObF9Ve', '0X3CBWjY6VLPzk4lLH25oD', '3DPhjpgXDOeH31ySmLWyre', '11H7LnZgjM4iSxJVVyiy5l', '6PsOQ4cD63hlhvY2VJJt7R', '7lBT1sOJ35ZLCPm58JsWnR', '4AesN3X4s5W9rBPyBikil3', '1Adai9QqUThCJkyAZmr2Kx', '4PHUnUzqerGqdseCwtNCTS', '1BedYUJBGhbe5Xw3mkUsBL', '0gCMK5p108mlJOnOmbjoI7', '6zTB6j32a249tl6lrigU2K', '7hl1Hr0GnCEkQAktYtMeVm', '38GHYfv8c0gn33USR6WbrR', '1d2BQsp2qsjOndwzHbZkgt', '25Tp0Yo5rtd63s76wv7XHA', '4LvbcvZwOnejkWI4YNp6oO', '6xVSULlYbNtXGsWiXXSKES', '3NhkaufY7yHITyhFFEiMGH']"
392,2r4a3PREYIRF2QdbcPnrEO,Bastion Original Soundtrack,"['3d06Ep3yKXhYH0FsPuoUSC', '3DH7WEURyZjiAHnDbDD7s9', '4lkq5v8nVr5feDwYWCDjwr', '6YNCWru1rEaz8Uq5zmYpFV', '4YsjTGOSWQoKTkmO2qC4Ey', '1MJvblfQNcsvNwVqUuNsOm', '29JhdShMyudd62pjony4qF', '6VL3tPt3yIBpQfyuX8Rv36', '0GKBPISuxIyX7oiwCdYEGv', '4qL1gMTzMwYtchUkwCvIu7', '3e4yV4ULWEYuXuDHurgq2W', '5DutiJxznQmcV5a5a1zfRW', '1izskv2pMumaC7TWKpitx5', '4sKyK460svWzUbGicdtpRI', '5LXAcqsPNMJ48MPzgXEjUO', '3MdyGckdJyTuSylcK4Cn3e', '2yvrSikYS1UsZhhfmXHrar', '2VheGvkW7KeYTnFR23ZdOc', '6lcfhJLGi1kysDYVyfEskq', '68rY1ShgYtQHVqoZfUx4tp', '4wsxtmLm89JBwWWAMKLxf2', '2CJBcTHsKSbeoAkk9oLmFz']"
393,6QenoaBO94H2FZ1ys727M4,A Way Out (Original Game Soundtrack),"['28UpuqDUvRRjVrWCpABPZ9', '2q6s3brzHiRXHsNob7TdTg', '5xGk5QkRJOATg6PO0zsjHq', '7cAf8FXbwsg7bi5Gi4FpLY', '5qevOvtntY50S0YxFWFWBv', '4436N8KZBeT0dJqmRTZ3Cg', '6ZmkjaawbskUml4OO87U9W', '0wDNXmhXEdXD0smBl23dzi', '3TtRRFMn8wAqxlBZBFob5w', '3TICwBciB5Oo1YoF6J0gtS']"
