track_id,track_name,track_popularity,album_id
0pghPocTwFg6ckBUs52SQ8,Good Lord Lorrie,64,0bbz2cwhC8oQtyli5tjaqP
273gNDaG3xT0ulMx4Vct6M,Island Song,64,1s8rmXFgIuXVpUach3s2V7
3RznzRnsl8mzP63l4AF2M7,Dream Sweet in Sea Major,67,1CbtBQqibzdxhmpiLD7vzN
1AMADyXgIWayh5vXLZo2qF,Covet,66,5uRI7KHcBALPpwhAB9RKnb
2m9fyiIA1ADsjZTG9qcnQI,Loud,65,1xCNBnc7Gm2VudnyeyZ11Q
5TNX6rJ91T8PdEt94X50Y9,One Hundred Sleepless Nights,66,661Hz0qJK8WIp7vAWsqKvk
5lF0pHbsJ0QqyIrLweHJPW,Burn,74,1gKVOJVxDTqw9IaCbKaYd4
0uATCc7skXRKGBYp4FHdBZ,Save That Shit,66,7v4AVMTkuZLfbFrQG8HdJq
1hWYT0w2R0J19rlVkiez7X,Battle Scars (with Guy Sebastian),70,5rCCCernTo6IwFwEZM4H53
6xqJ0XqDM9dVEW1jbm78wB,Discord,72,0kMgXthMfQQn3XvuhWKDBO
5g7rJvWYVrloJZwKiShqlS,Dirty Paws,71,4p9dVvZDaZliSjTCbFRhJy
7hPLPHeKbwJrsuDHv4BCTA,Tears Over Beers,66,1xmzPFLf2gjDF0D8OQJyAo
252UPuQsncbBFhTrx4Ytcc,La Diabla,73,6a3RDPcFamZvFCi8VeXWkK
7AEAGTc8cReDqcbPoY9gwo,We Are Never Ever Getting Back Together,64,1EoDsNmgTLtmwe1BDAVxV5
1q3RiD1tIWUpGsNFADMlvl,All Too Well,63,1KlU96Hw9nlvqpBPlSqcTV
61aPpbJMAD5BjWkiHeX9R6,Inténtalo (feat. América Sierra & El Bebeto),68,4ldSAxBxxmdxlfoh81njb4
2ThDyuLg8XDB0UtEEOLe7t,Mi Amigo el de Arriba,68,1SG347OQS3AuoDcH3y07Z4
2kfGoV9a5dbSKCNmUWH2ZF,Turning Page,71,7lh3v8GsuH6TKFQcTimkji
2lFTzUnuGaWlWHJQokjRyb,Blue Jeans,66,5PW8nAtvf2HV8RYZFd4IrX
4L0nc0tHfDjr3HlAm1EFeu,Lay Me Down (feat. Sublime With Rome),63,5EOxxqbniQ3CMCCoDfezWh
0TAmnCzOtqRfvA38DDLTjj,Little Things,76,2sWX3HYnZjPZ9MrH6MFsBt
6j9iyrrmqWlQZ5SD1hSTaq,No Lie,63,1wBFRaacNYmqfkidUZ0NtM
0jFxJ1US3dmwQn7DJi269h,"Fight the Feeling (feat. Kendrick Lamar, Iman Omari)",66,1xCNBnc7Gm2VudnyeyZ11Q
0XGV1bem5W9ICY2rgleryV,Chalk Outline,65,1amiX0yqQQ4ZeY6NajMwq4
2jATUzETZL49e6SywauZKE,Va Va Voom,71,6fABwONLawdFjkDpLx41j8
0uLwWjN1KFO678WNJcZDkw,Llévame Contigo,73,6a3RDPcFamZvFCi8VeXWkK
3e0yTP5trHBBVvV32jwXqF,Anna Sun,65,1QhonXpNQq8wrGEKX0ofbk
2tAzcTFry1OhmNERFjUR93,Whore,66,3u8UbYIIZkOtawXLDuu57l
65rRB2mspD309xE6YimZTl,Clique,66,0bcOGgwJpwBjfFBTApoqSn
3grPZ1iQg2tEdh0ZCh3HTt,Stay,63,5MH765pytbQasmDxXArTah
1DWDoxqAXqMJ4B8QUMaQUw,Thoughts from a Balcony,66,1xCNBnc7Gm2VudnyeyZ11Q
4kte3OcW800TPvOVgrLLj8,Let Me Love You (Until You Learn To Love Yourself),70,4HPdvrPf9RGfJ2hNYrODpC
3AGOgQzp0YcPH41u9p7dOp,Glad You Came,63,0NN3zv0dQ73NkBd8tM7wFj
2gEmgpnxseKEVRTwkSGopN,White (feat. Frank Ocean),65,7ibEo7IK9E9mi2sU5rJNDC
0nq6sfr8z1R5KJ4XUk396e,Stay Schemin,66,33bJwRLv35ynnhhFyj96hK
