artist_genres,artist_id
rap,3Y7RZ31TRPVadSFVy1o8os
chicago rap,6QtgPSJPSzcnn7dPZ4VINp
nyc rap,7arQA31aZVS8yS6zUveWzb
art pop,7MoIc5s9KXolCBH1fy9kkw
eugene indie,7MoIc5s9KXolCBH1fy9kkw
indie pop,7MoIc5s9KXolCBH1fy9kkw
indie rock,7MoIc5s9KXolCBH1fy9kkw
philly indie,7MoIc5s9KXolCBH1fy9kkw
dancehall,5FkUhnHQ0KC63549LHHtst
jamaican dancehall,5FkUhnHQ0KC63549LHHtst
traphall,5FkUhnHQ0KC63549LHHtst
trinibad,5FkUhnHQ0KC63549LHHtst
memphis hip hop,0RESbWvOMyua0yuyVrztJ5
tennessee hip hop,0RESbWvOMyua0yuyVrztJ5
trap,0RESbWvOMyua0yuyVrztJ5
alternative hip hop,5qRbfEf4Ooo19aRXKQzvUV
chill abstract hip hop,5qRbfEf4Ooo19aRXKQzvUV
drumless hip hop,5qRbfEf4Ooo19aRXKQzvUV
jazz rap,5qRbfEf4Ooo19aRXKQzvUV
modern country pop,4GGfAshSkqoxpZdoaHm7ky
atl hip hop,50co4Is1HCEo8bhOyUWKpn
atl trap,50co4Is1HCEo8bhOyUWKpn
gangster rap,50co4Is1HCEo8bhOyUWKpn
melodic rap,50co4Is1HCEo8bhOyUWKpn
rap,50co4Is1HCEo8bhOyUWKpn
trap,50co4Is1HCEo8bhOyUWKpn
atl trap,06Qf6vq8AVIpE9XIw8LAsY
pop,5CiGnKThu5ctn9pBxv7DGa
melodic rap,21WS9wngs9AqFckK7yYJPM
rap,21WS9wngs9AqFckK7yYJPM
trap,21WS9wngs9AqFckK7yYJPM
alt z,45dkTj5sMRSjrmBSBeiHym
pop,45dkTj5sMRSjrmBSBeiHym
otacore,3bSyv1vO8ye6PKyWcJeVbI
liverpool indie,0Ya43ZKWHTKkAbkoJJkwIB
modern alternative rock,0Ya43ZKWHTKkAbkoJJkwIB
modern rock,0Ya43ZKWHTKkAbkoJJkwIB
souldies,47RTTEHKmO94V6qGq5xhbn
modern alternative pop,4as3khXWaPjfkFdCA0JWMo
corrido,6dLuQ5qXxIuWc5urxfIiZR
corridos tumbados,6dLuQ5qXxIuWc5urxfIiZR
sad sierreno,6dLuQ5qXxIuWc5urxfIiZR
sierreno,6dLuQ5qXxIuWc5urxfIiZR
contemporary country,5pyVHz7lcfqKoV9BflFYwN
country pop,5pyVHz7lcfqKoV9BflFYwN
modern country pop,5pyVHz7lcfqKoV9BflFYwN
modern country rock,5pyVHz7lcfqKoV9BflFYwN
brooklyn drill,1tG7s7S4sq2eFFW0QZyLbm
new york drill,1tG7s7S4sq2eFFW0QZyLbm
nyc rap,1tG7s7S4sq2eFFW0QZyLbm
puerto rican pop,1i8SpTcr7yvPOmcqrbnVXY
reggaeton,1i8SpTcr7yvPOmcqrbnVXY
trap latino,1i8SpTcr7yvPOmcqrbnVXY
urbano latino,1i8SpTcr7yvPOmcqrbnVXY
canadian hip hop,484bfoveqgHfx2VhNY4zzT
pluggnb,1NHCwCMqV9oNQJXl16IltL
rage rap,1NHCwCMqV9oNQJXl16IltL
reggaeton,14zUHaJZo1mnYtn6IBRaRP
trap latino,14zUHaJZo1mnYtn6IBRaRP
urbano latino,14zUHaJZo1mnYtn6IBRaRP
cloud rap,3lyW79oolCj6PAaLUqnze5
drain,3lyW79oolCj6PAaLUqnze5
substep,3lyW79oolCj6PAaLUqnze5
dmv rap,0huGjMyP507tBCARyzSkrv
hip hop,0huGjMyP507tBCARyzSkrv
pop rap,0huGjMyP507tBCARyzSkrv
rap,0huGjMyP507tBCARyzSkrv
trap,0huGjMyP507tBCARyzSkrv
underground hip hop,0huGjMyP507tBCARyzSkrv
sped up,6qW2MCeqjNlMwiLl0JPbuZ
sped up,2FRfJyV85zb19tO6uiXBGl
k-pop,01XYiBYaoMJcNhPokrg0l0
k-pop girl group,01XYiBYaoMJcNhPokrg0l0
cali rap,7iKgSlIINjat3bsCYiNMYX
memphis hip hop,4uKEP0JYfpFtngWlgViewd
contemporary country,2IvkS5MXK0vPGnwyJsrEyV
country,2IvkS5MXK0vPGnwyJsrEyV
country road,2IvkS5MXK0vPGnwyJsrEyV
alternative r&b,4jwROPSUkTkohLCRiyjiZZ
indie r&b,4jwROPSUkTkohLCRiyjiZZ
pop dance,5Wg2b4Mp42gicxEeDNawf7
scandipop,5Wg2b4Mp42gicxEeDNawf7
uk dance,5Wg2b4Mp42gicxEeDNawf7
bronx drill,6ykgQbKcZFy5qoKBU4YiWj
drumless hip hop,6q3p11nP1p80Ey6LrOOSed
black americana,3yzRiNMZdTsSUgplcyYZ4i
country rap,3yzRiNMZdTsSUgplcyYZ4i
nyc rap,6LXRvV2OAtXF7685fzh3mj
pop,7ltDVBr6mKbRvohxheJ9h1
r&b en espanol,7ltDVBr6mKbRvohxheJ9h1
cumbia,5n9bMYfz9qss2VOW89EVs2
latin alternative,5n9bMYfz9qss2VOW89EVs2
latin rock,5n9bMYfz9qss2VOW89EVs2
pop electronico,5n9bMYfz9qss2VOW89EVs2
tropical alternativo,5n9bMYfz9qss2VOW89EVs2
dance pop,26dSoYclwsYLMAKD3tpOr4
pop,26dSoYclwsYLMAKD3tpOr4
meme rap,2YOYua8FpudSEiB9s88IgQ
minnesota hip hop,2YOYua8FpudSEiB9s88IgQ
k-pop,1Do4bSzfUl0KWL9r1fITu0
korean ost,1Do4bSzfUl0KWL9r1fITu0
korean pop,1Do4bSzfUl0KWL9r1fITu0
korean r&b,1Do4bSzfUl0KWL9r1fITu0
neo r&b,0FPWyyf6MD4QZTj3aypD3O
pop punk,6Y64EaNqpqcZYTgs4c76gF
dreamo,1gl0S9pS0Zw0qfa14rDD3D
indie surf,1gl0S9pS0Zw0qfa14rDD3D
pov: indie,1gl0S9pS0Zw0qfa14rDD3D
surf punk,1gl0S9pS0Zw0qfa14rDD3D
vegas indie,1gl0S9pS0Zw0qfa14rDD3D
memphis hip hop,5F1aAS1duwlzExnPs3l2Xe
tennessee hip hop,5F1aAS1duwlzExnPs3l2Xe
sleep,3L8lia6SiogIvkEl2qQ32d
aesthetic rap,4nXOZlYoAD67hF9aUEncMY
cloud rap,4nXOZlYoAD67hF9aUEncMY
dark trap,4nXOZlYoAD67hF9aUEncMY
miami hip hop,4nXOZlYoAD67hF9aUEncMY
underground hip hop,4nXOZlYoAD67hF9aUEncMY
ccm,1bdnGJxkbIIys5Jhk1T74v
dance pop,0IF46mUS8NXjgHabxk2MCM
hip pop,0IF46mUS8NXjgHabxk2MCM
neo soul,0IF46mUS8NXjgHabxk2MCM
urban contemporary,0IF46mUS8NXjgHabxk2MCM
hip hop,6fOMl44jA4Sp5b9PpYCkzz
pop rap,6fOMl44jA4Sp5b9PpYCkzz
hollywood,0m2Wc2gfNUWaAuBK7URPIJ
dancehall,21J3YJTyq1biE3SvSNjzuf
lovers rock,21J3YJTyq1biE3SvSNjzuf
reggae,21J3YJTyq1biE3SvSNjzuf
roots reggae,21J3YJTyq1biE3SvSNjzuf
upstate ny rap,0X3nsc84A9qlFilmlWNwQb
drift phonk,2DXPtOc14uPVvK7qggj2a3
gym phonk,2DXPtOc14uPVvK7qggj2a3
hollywood,5V8q61RswIFvxhIfzYVew9
hollywood,5PYToRCsrnvikZg3yl2JMr
movie tunes,5PYToRCsrnvikZg3yl2JMr
reggaeton,790FomKkXshlbRYZFtlgla
reggaeton colombiano,790FomKkXshlbRYZFtlgla
trap latino,790FomKkXshlbRYZFtlgla
urbano latino,790FomKkXshlbRYZFtlgla
indie poptimism,5PxCTrv3Y1xVACfngpt7D2
indietronica,5PxCTrv3Y1xVACfngpt7D2
indie anthem-folk,37fzXndf2fxVrk7qarhyo0
conscious hip hop,68kEuyFKyqrdQQLLsmiatm
hip hop,68kEuyFKyqrdQQLLsmiatm
rap,68kEuyFKyqrdQQLLsmiatm
underground hip hop,68kEuyFKyqrdQQLLsmiatm
hip hop,0fA0VVWsXO9YnASrzqfmYu
ohio hip hop,0fA0VVWsXO9YnASrzqfmYu
pop rap,0fA0VVWsXO9YnASrzqfmYu
rap,0fA0VVWsXO9YnASrzqfmYu
rap latina,0KKUc4amZyvswV2YL6WTar
trap latino,0KKUc4amZyvswV2YL6WTar
urbano latino,0KKUc4amZyvswV2YL6WTar
k-pop,5L1lO4eRHmJ7a0Q6csE5cT
hardvapour,6NmvwMFvNRQmWdW5N1nxsC
meme,1T8S48bD91THNKBByWBDyn
baroque pop,5rxf4rjZ5lyhKt7DWM5dLL
dark trap,1w7GLktHE8w0aEhhaZ0QKB
modern country pop,7HTLVyjNf0VRxfIgNcfRRH
meme,3Kb7e8b1tSd7TLa3cy7HUV
dark synthpop,7riQPkkGZBnTh9ve5qIhYo
colombian pop,07YUOmWljBTXwIseAUd9TW
latin pop,07YUOmWljBTXwIseAUd9TW
reggaeton,07YUOmWljBTXwIseAUd9TW
reggaeton colombiano,07YUOmWljBTXwIseAUd9TW
urbano latino,07YUOmWljBTXwIseAUd9TW
k-pop,2KC9Qb60EaY0kW4eH68vr3
k-pop girl group,2KC9Qb60EaY0kW4eH68vr3
atl hip hop,4yBK75WVCQXej1p04GWqxH
crunk,4yBK75WVCQXej1p04GWqxH
dirty south rap,4yBK75WVCQXej1p04GWqxH
gangster rap,4yBK75WVCQXej1p04GWqxH
old school atlanta hip hop,4yBK75WVCQXej1p04GWqxH
rap,4yBK75WVCQXej1p04GWqxH
southern hip hop,4yBK75WVCQXej1p04GWqxH
trap,4yBK75WVCQXej1p04GWqxH
ccm,2LFbgsbEhfilNpQYW7mied
christian alternative rock,2LFbgsbEhfilNpQYW7mied
christian music,2LFbgsbEhfilNpQYW7mied
roots worship,2LFbgsbEhfilNpQYW7mied
worship,2LFbgsbEhfilNpQYW7mied
experimental r&b,2HmiQV6GQR2VlOZmjEmtnX
k-pop,3eVa5w3URK5duf6eyVDbu9
bedroom pop,3l0CmX0FuQjFxr8SK7Vqag
indie pop,3l0CmX0FuQjFxr8SK7Vqag
pop,3l0CmX0FuQjFxr8SK7Vqag
pov: indie,3l0CmX0FuQjFxr8SK7Vqag
black americana,7rrTqtOUOwva4sgTx9C9F9
la pop,7rrTqtOUOwva4sgTx9C9F9
funk pop,7FNnA9vBm6EKceENgCGRMb
funk rj,7FNnA9vBm6EKceENgCGRMb
pagode baiano,7FNnA9vBm6EKceENgCGRMb
pop,7FNnA9vBm6EKceENgCGRMb
pop nacional,7FNnA9vBm6EKceENgCGRMb
pop,4kYSro6naA4h99UJvo89HB
rap,4kYSro6naA4h99UJvo89HB
alternative r&b,4E2rKHVDssGJm2SCDOMMJB
irish singer-songwriter,2FXC3k01G6Gw61bmprjgqS
modern rock,2FXC3k01G6Gw61bmprjgqS
pop,2FXC3k01G6Gw61bmprjgqS
pov: indie,2FXC3k01G6Gw61bmprjgqS
glitchcore,2SJhf6rTOU53g8yBdAjPby
plugg,2SJhf6rTOU53g8yBdAjPby
rage rap,2SJhf6rTOU53g8yBdAjPby
black americana,7FY5V3XMwlNBPitEjXowHQ
contemporary country,7FY5V3XMwlNBPitEjXowHQ
country,7FY5V3XMwlNBPitEjXowHQ
country road,7FY5V3XMwlNBPitEjXowHQ
dembow,1tfhFc2Y8iplDKCteuXjCY
alternative r&b,5Vuvs6Py2JRU7WiFDVsI7J
r&b,5Vuvs6Py2JRU7WiFDVsI7J
aesthetic rap,3ZHU5AKrUmIPnCFfr82QER
sleep,5EvA844VMdq61U5M4Ds0Fk
canadian hip hop,3TVXtAsR1Inumwj472S9r4
canadian pop,3TVXtAsR1Inumwj472S9r4
hip hop,3TVXtAsR1Inumwj472S9r4
rap,3TVXtAsR1Inumwj472S9r4
toronto rap,3TVXtAsR1Inumwj472S9r4
philly rap,4tu8A7n5giy6WuJoLiu4Uf
aesthetic rap,4YEl33ar2WlUSF94Yh9CCf
dream plugg,4YEl33ar2WlUSF94Yh9CCf
pluggnb,4YEl33ar2WlUSF94Yh9CCf
dutch house,6cEuCEZu7PAE9ZSzLLc2oQ
edm,6cEuCEZu7PAE9ZSzLLc2oQ
electro house,6cEuCEZu7PAE9ZSzLLc2oQ
pop dance,6cEuCEZu7PAE9ZSzLLc2oQ
progressive electro house,6cEuCEZu7PAE9ZSzLLc2oQ
slap house,6cEuCEZu7PAE9ZSzLLc2oQ
gangster rap,5IcR3N7QB1j6KBL8eImZ8m
hip hop,5IcR3N7QB1j6KBL8eImZ8m
pop rap,5IcR3N7QB1j6KBL8eImZ8m
rap,5IcR3N7QB1j6KBL8eImZ8m
southern hip hop,5IcR3N7QB1j6KBL8eImZ8m
trap,5IcR3N7QB1j6KBL8eImZ8m
alternative dance,6n28c9qs9hNGriNa72b26u
aussietronica,6n28c9qs9hNGriNa72b26u
australian dance,6n28c9qs9hNGriNa72b26u
australian electropop,6n28c9qs9hNGriNa72b26u
rain,0fHeyixPnac66k5oBPclVW
alternative r&b,2OaHYHb2XcFPvqL3VsyPzU
dmv rap,2OaHYHb2XcFPvqL3VsyPzU
trap queen,2OaHYHb2XcFPvqL3VsyPzU
emo rap,15UsOTVnJzReFVN1VCnxy4
miami hip hop,15UsOTVnJzReFVN1VCnxy4
corrido,1yPvnL2XGGehNiOGWzcAAG
corridos tumbados,1yPvnL2XGGehNiOGWzcAAG
sierreno,1yPvnL2XGGehNiOGWzcAAG
indiecoustica,0DxPHf2flBAcV2SnZPg3SV
atl trap,14qypx78D3Jd1mm7c2BqQb
bass house,4q0N3EI67tVnAeeaXbNQIj
contemporary country,4oUHIQIBe0LHzYfvXNW4QM
afro r&b,687cZJR45JO7jhk1LHIbgq
afrobeats,687cZJR45JO7jhk1LHIbgq
alte,687cZJR45JO7jhk1LHIbgq
nigerian pop,687cZJR45JO7jhk1LHIbgq
pov: indie,7yntSJ6uojO3z6GFUVwhAW
alternative r&b,3ycxRkcZ67ALN3GQJ57Vig
indie soul,3ycxRkcZ67ALN3GQJ57Vig
alt z,55fhWPvDiMpLnE4ZzNXZyW
pop,55fhWPvDiMpLnE4ZzNXZyW
hip hop,6U3ybJ9UHNKEdsH7ktGBZ7
rap,6U3ybJ9UHNKEdsH7ktGBZ7
underground hip hop,6U3ybJ9UHNKEdsH7ktGBZ7
pop,6LuN9FCkKOj5PcnpouEgny
pop r&b,6LuN9FCkKOj5PcnpouEgny
chicago rap,7AO1qih2zQeI7WYTQxC5fQ
drill,7AO1qih2zQeI7WYTQxC5fQ
vapor trap,4k84U3BB9LqFYogMZN7w94
modern indie pop,5Bw9kFNhy019e4IBCJZlzw
contemporary country,3BEV5FcxOtkQJ7lLRKMh3V
modern country pop,3BEV5FcxOtkQJ7lLRKMh3V
modern alternative pop,2VSHKHBTiXWplO8lxcnUC9
latin hip hop,6p2442ymrT9lZEuCZJdYcH
rap latina,6p2442ymrT9lZEuCZJdYcH
reggaeton,6p2442ymrT9lZEuCZJdYcH
trap latino,6p2442ymrT9lZEuCZJdYcH
urbano latino,6p2442ymrT9lZEuCZJdYcH
atl hip hop,3EW0kQ1skZiK1NHg3Spt9J
rap,3EW0kQ1skZiK1NHg3Spt9J
trap,3EW0kQ1skZiK1NHg3Spt9J
corrido,0l6WgSoqo4UqeuXFKnTQRu
corridos tumbados,0l6WgSoqo4UqeuXFKnTQRu
musica mexicana,0l6WgSoqo4UqeuXFKnTQRu
norteno,0l6WgSoqo4UqeuXFKnTQRu
nueva musica mexicana,0l6WgSoqo4UqeuXFKnTQRu
sad sierreno,0l6WgSoqo4UqeuXFKnTQRu
sierreno,0l6WgSoqo4UqeuXFKnTQRu
contemporary country,6y8XlgIV8BLlIg1tT1R10i
country,6y8XlgIV8BLlIg1tT1R10i
country road,6y8XlgIV8BLlIg1tT1R10i
modern country rock,6y8XlgIV8BLlIg1tT1R10i
glitchcore,0OO76E5lRfeyBI3fkA73Dr
hyperpop,0OO76E5lRfeyBI3fkA73Dr
sped up,0OO76E5lRfeyBI3fkA73Dr
contemporary country,4YLtscXsxbVgi031ovDDdh
outlaw country,4YLtscXsxbVgi031ovDDdh
dirty south rap,1sBkRIssrMs1AbVkOJbc7a
gangster rap,1sBkRIssrMs1AbVkOJbc7a
hip hop,1sBkRIssrMs1AbVkOJbc7a
rap,1sBkRIssrMs1AbVkOJbc7a
southern hip hop,1sBkRIssrMs1AbVkOJbc7a
trap,1sBkRIssrMs1AbVkOJbc7a
speedrun,47mIJdHORyRerp4os813jD
video game music,47mIJdHORyRerp4os813jD
banda,6N4VOBE2wNnRIINe3922Oc
duranguense,6N4VOBE2wNnRIINe3922Oc
musica mexicana,6N4VOBE2wNnRIINe3922Oc
norteno,6N4VOBE2wNnRIINe3922Oc
spanish pop,5FQ8tBUtIamA2hRtatrYUF
afrobeats,3wcj11K77LjEY1PkEazffa
dancehall,3wcj11K77LjEY1PkEazffa
nigerian hip hop,3wcj11K77LjEY1PkEazffa
nigerian pop,3wcj11K77LjEY1PkEazffa
hip hop,4V8LLVI7PbaPR0K2TGSxFF
rap,4V8LLVI7PbaPR0K2TGSxFF
meme,65s98MYZ4xFpgKlUYS5XKw
banda,7FsRH5bw8iWpSbMX1G7xf1
grupera,7FsRH5bw8iWpSbMX1G7xf1
musica mexicana,7FsRH5bw8iWpSbMX1G7xf1
norteno,7FsRH5bw8iWpSbMX1G7xf1
ranchera,7FsRH5bw8iWpSbMX1G7xf1
reggaeton,128ftF9X7Kd7Di2fq3wYVs
trap latino,128ftF9X7Kd7Di2fq3wYVs
urbano latino,128ftF9X7Kd7Di2fq3wYVs
dance pop,2gBjLmx6zQnFGQJCAQpRgw
gangster rap,2gBjLmx6zQnFGQJCAQpRgw
hip hop,2gBjLmx6zQnFGQJCAQpRgw
pop rap,2gBjLmx6zQnFGQJCAQpRgw
rap,2gBjLmx6zQnFGQJCAQpRgw
st louis rap,2gBjLmx6zQnFGQJCAQpRgw
urban contemporary,2gBjLmx6zQnFGQJCAQpRgw
electra,3FLUBwpAnaIlIKeaBfsxFe
baton rouge rap,1gPhS1zisyXr5dHTYZyiMe
rap,1gPhS1zisyXr5dHTYZyiMe
trap,1gPhS1zisyXr5dHTYZyiMe
dance pop,2RdwBSPQiwcmiDo9kixcl8
pop,2RdwBSPQiwcmiDo9kixcl8
modern indie pop,4adSXA1GDOxNG7Zw89YHyz
atl trap,2EnD37GNRe2REqHBKqMnZQ
pop r&b,2YFBOR9KIxC6WqHclkj9Yq
post-teen pop,2YFBOR9KIxC6WqHclkj9Yq
r&b,2YFBOR9KIxC6WqHclkj9Yq
trap brasileiro,7ciBW1p3KBsYIkFk4UmwS8
contemporary country,7tje8UB3cuR1ZfeJx2U38T
country pop,7tje8UB3cuR1ZfeJx2U38T
country road,7tje8UB3cuR1ZfeJx2U38T
modern country rock,7tje8UB3cuR1ZfeJx2U38T
reggaeton colombiano,6VOoiigTiLVgsMQPP1JOdC
urbano latino,6VOoiigTiLVgsMQPP1JOdC
classic oklahoma country,1UTPBmNbXNTittyMJrNkvw
contemporary country,1UTPBmNbXNTittyMJrNkvw
country,1UTPBmNbXNTittyMJrNkvw
country road,1UTPBmNbXNTittyMJrNkvw
reggaeton,21451j1KhjAiaYKflxBjr1
urbano latino,21451j1KhjAiaYKflxBjr1
contemporary country,78YqeIji3mgAS2K1Maca6x
country,78YqeIji3mgAS2K1Maca6x
country road,78YqeIji3mgAS2K1Maca6x
modern country rock,78YqeIji3mgAS2K1Maca6x
slowed and reverb,72y6MZHIPEyS64ACSCtIq6
weirdcore,72y6MZHIPEyS64ACSCtIq6
german dance,7jZM5w05mGhw6wTB1okhD9
german techno,7jZM5w05mGhw6wTB1okhD9
german trance,7jZM5w05mGhw6wTB1okhD9
trance,7jZM5w05mGhw6wTB1okhD9
electro,4tZwfgrHOc3mvqYlEYSvVi
filter house,4tZwfgrHOc3mvqYlEYSvVi
rock,4tZwfgrHOc3mvqYlEYSvVi
rain,7wU4Xw4xqmBzfy2TIej8qa
kentucky hip hop,4mkjpWbFO45SyaHiM9GOVE
ghanaian alternative,2hVWBpjLW4Q7fboYz2pVYK
metalcore,2tl280wIokrLjabzrSKTgU
uk pop punk,2tl280wIokrLjabzrSKTgU
dark trap,4G1zP5i0r57g1c1CxrPhfM
indie pop rap,3ApUX1o6oSz321MMECyIYd
dark trap,1a7xjqgtH0LtzVv80S9kVx
indie pop rap,5G9kmDLg3OeUyj8KVBLzbu
rhode island rap,5G9kmDLg3OeUyj8KVBLzbu
corrido,0dXXFVCw0LKzmHFrTLUaQJ
musica mexicana,0dXXFVCw0LKzmHFrTLUaQJ
norteno,0dXXFVCw0LKzmHFrTLUaQJ
nueva musica mexicana,0dXXFVCw0LKzmHFrTLUaQJ
detroit hip hop,0c173mlxpT3dSFRgMO8XPh
hip hop,0c173mlxpT3dSFRgMO8XPh
pop rap,0c173mlxpT3dSFRgMO8XPh
r&b,0c173mlxpT3dSFRgMO8XPh
rap,0c173mlxpT3dSFRgMO8XPh
southern hip hop,0c173mlxpT3dSFRgMO8XPh
trap,0c173mlxpT3dSFRgMO8XPh
banda,3hTffafUYLLgO4yuPAxb5U
corrido,3hTffafUYLLgO4yuPAxb5U
musica mexicana,3hTffafUYLLgO4yuPAxb5U
norteno,3hTffafUYLLgO4yuPAxb5U
nueva musica mexicana,3hTffafUYLLgO4yuPAxb5U
sad sierreno,3hTffafUYLLgO4yuPAxb5U
sierreno,3hTffafUYLLgO4yuPAxb5U
hyperpop,4qUoZ6ErhTYFhAI0W1iI9q
sigilkore,4qUoZ6ErhTYFhAI0W1iI9q
sped up,4qUoZ6ErhTYFhAI0W1iI9q
cumbia sonidera,4qDQBPUMcJUH7BQ9dfJnfI
bedroom soul,1W7FNibLa0O0b572tB2w7t
conscious hip hop,2P5sC9cVZDToPxyomzF1UH
hip hop,2P5sC9cVZDToPxyomzF1UH
rap,2P5sC9cVZDToPxyomzF1UH
memphis hip hop,579LsvZcRVKtToYjS0tkKz
rain,1Iww3Y4gDbNvjkqnjUzIZu
cloud rap,7KduBCxhfAMiQlhMOHL3IZ
dark trap,7KduBCxhfAMiQlhMOHL3IZ
miami hip hop,7KduBCxhfAMiQlhMOHL3IZ
underground hip hop,7KduBCxhfAMiQlhMOHL3IZ
vapor trap,7KduBCxhfAMiQlhMOHL3IZ
pop reggaeton,0GM7qgcRCORpGnfcN2tCiB
reggaeton,0GM7qgcRCORpGnfcN2tCiB
trap latino,0GM7qgcRCORpGnfcN2tCiB
urbano latino,0GM7qgcRCORpGnfcN2tCiB
gambian hip hop,1Z25ZlGHqqlr3o1UGQOfNn
pov: indie,6s22t5Y3prQHyaHWUN1R1C
alt z,1JhiIIXT9DWqEU3BYFZwGA
vapor soul,1JhiIIXT9DWqEU3BYFZwGA
alt z,7okSU80WTrn4LXlyXYbX3P
gen z singer-songwriter,7okSU80WTrn4LXlyXYbX3P
british singer-songwriter,5schNIzWdI9gJ1QRK8SBnc
folk-pop,5schNIzWdI9gJ1QRK8SBnc
dance pop,0du5cEVh5yTK9QJze8zA0C
pop,0du5cEVh5yTK9QJze8zA0C
reggaeton,2cPqdH7XMvwaBJEVjheH8g
trap latino,2cPqdH7XMvwaBJEVjheH8g
urbano latino,2cPqdH7XMvwaBJEVjheH8g
contemporary r&b,7LnaAXbDVIL75IVPnndf7w
hip pop,7LnaAXbDVIL75IVPnndf7w
r&b,7LnaAXbDVIL75IVPnndf7w
southern hip hop,7LnaAXbDVIL75IVPnndf7w
trap,7LnaAXbDVIL75IVPnndf7w
urban contemporary,7LnaAXbDVIL75IVPnndf7w
reggaeton colombiano,5IYRfypwG9BDDh5ZRPI80z
urbano latino,5IYRfypwG9BDDh5ZRPI80z
indie hip hop,04zbRSHjzlQYvV31SW7qZ4
social media pop,4ArPQ1Opcksbbf3CPwEjWE
pop,2cWZOOzeOm4WmBJRnD5R7I
r&b,2cWZOOzeOm4WmBJRnD5R7I
pop,0cGUm45nv7Z6M6qdXYQGTX
r&b,0cGUm45nv7Z6M6qdXYQGTX
atl hip hop,6oMuImdp5ZcFhWP0ESe6mG
hip hop,6oMuImdp5ZcFhWP0ESe6mG
rap,6oMuImdp5ZcFhWP0ESe6mG
trap,6oMuImdp5ZcFhWP0ESe6mG
aesthetic rap,5qOORCmdl34SsKnB8o4aaF
cali rap,4AA474G2hRfrHyGrfyDseO
sacramento hip hop,4AA474G2hRfrHyGrfyDseO
contemporary country,0BvkDsjIUla7X0k6CSWh1I
country,0BvkDsjIUla7X0k6CSWh1I
country road,0BvkDsjIUla7X0k6CSWh1I
jam band,1ZN1c1qWEGZNX1pGeKCPpf
jamgrass,1ZN1c1qWEGZNX1pGeKCPpf
new americana,1ZN1c1qWEGZNX1pGeKCPpf
progressive bluegrass,1ZN1c1qWEGZNX1pGeKCPpf
black americana,3oSJ7TBVCWMDMiYjXNiCKE
contemporary country,3oSJ7TBVCWMDMiYjXNiCKE
country,3oSJ7TBVCWMDMiYjXNiCKE
country road,3oSJ7TBVCWMDMiYjXNiCKE
chill beats,4huXijLHlm8VMzeob86QvD
reggaeton,4QrBoWLm2WNlPdbFhmlaUZ
reggaeton flow,4QrBoWLm2WNlPdbFhmlaUZ
trap latino,4QrBoWLm2WNlPdbFhmlaUZ
urbano latino,4QrBoWLm2WNlPdbFhmlaUZ
pop dance,4ofCBoyEiGSePFAG500xev
pop edm,4ofCBoyEiGSePFAG500xev
slap house,4ofCBoyEiGSePFAG500xev
tropical house,4ofCBoyEiGSePFAG500xev
uk dance,4ofCBoyEiGSePFAG500xev
hip hop,20sxb77xiYeusSH8cVdatc
philly rap,20sxb77xiYeusSH8cVdatc
pop rap,20sxb77xiYeusSH8cVdatc
rap,20sxb77xiYeusSH8cVdatc
southern hip hop,20sxb77xiYeusSH8cVdatc
trap,20sxb77xiYeusSH8cVdatc
reggaeton,7j6DKwmjbxvpQO8h914uEz
trap colombiano,7j6DKwmjbxvpQO8h914uEz
trap latino,7j6DKwmjbxvpQO8h914uEz
urbano latino,7j6DKwmjbxvpQO8h914uEz
disco,2aXiJJHJei5BmCykxI37y0
motown,2aXiJJHJei5BmCykxI37y0
quiet storm,2aXiJJHJei5BmCykxI37y0
philly drill,4GjElWvmSWy4FkKoGZbYs0
philly rap,4GjElWvmSWy4FkKoGZbYs0
chicago rap,4MCBfE4596Uoi2O4DtmEMz
melodic rap,4MCBfE4596Uoi2O4DtmEMz
rap,4MCBfE4596Uoi2O4DtmEMz
reggaeton,5hdhHgpxyniooUiQVaPxQ0
trap latino,5hdhHgpxyniooUiQVaPxQ0
urbano latino,5hdhHgpxyniooUiQVaPxQ0
bedroom soul,7zkwepHPyac6tCYl0fL0co
deep comedy,54wmKAtAAWcMLCJYzmU5ih
r&b,4fxd5Ee7UefO4CUXgwJ7IP
atl hip hop,699OTQXzgjhIYAHMy9RyPD
plugg,699OTQXzgjhIYAHMy9RyPD
pluggnb,699OTQXzgjhIYAHMy9RyPD
rage rap,699OTQXzgjhIYAHMy9RyPD
rap,699OTQXzgjhIYAHMy9RyPD
alternative r&b,0dUYLC7DLjeS8gIh8cz2Pq
memphis hip hop,4nZmMrwH6LxHnCzQv4IFUE
sad rap,1Cd373x8qzC7SNUg5IToqp
texas country,3444S3C4U9Ts86BnCtSPRV
indie garage rock,2SaIA1enj83vEmJikZdjQ3
drumless hip hop,40ZElxHldNyvn7x8WRC6fh
experimental hip hop,40ZElxHldNyvn7x8WRC6fh
cloud rap,1VPmR4DJC1PlOtd0IADAO0
dark trap,1VPmR4DJC1PlOtd0IADAO0
new orleans rap,1VPmR4DJC1PlOtd0IADAO0
underground hip hop,1VPmR4DJC1PlOtd0IADAO0
disco,1LZEQNv7sE11VDY3SdxQeN
mellow gold,1LZEQNv7sE11VDY3SdxQeN
soft rock,1LZEQNv7sE11VDY3SdxQeN
cloud rap,70AkqfU43ou9hFxJZTDt7A
