기간명,"['2020년 01월', '2020년 02월', '2020년 03월', '2020년 04월', '2020년 05월', '2020년 06월', '2020년 07월', '2020년 08월', '2020년 09월', '2020년 10월', '2020년 11월', '2020년 12월', '2021년 01월', '2021년 02월', '2021년 03월', '2021년 04월', '2021년 05월', '2021년 06월', '2021년 07월', '2021년 08월', '2021년 09월', '2021년 10월', '2021년 11월', '2021년 12월', '2022년 01월', '2022년 02월', '2022년 03월', '2022년 04월', '2022년 05월', '2022년 06월', '2022년 07월', '2022년 08월', '2022년 09월', '2022년 10월', '2022년 11월', '2022년 12월', '2023년 01월', '2023년 02월']"
확진자 수,"[12, 3514, 6361, 887, 729, 1347, 1486, 5845, 3707, 2747, 8015, 27103, 16749, 11517, 13611, 19003, 18163, 16925, 42055, 53661, 60323, 52622, 85962, 182899, 228783, 2409405, 10102137, 3899909, 843868, 249479, 1451714, 3507071, 1468293, 819686, 1540090, 1960984, 1080290, 328941]"
