artist_id,track_id
6Xgp2XMz1fhVYe7i6yNAax,5gZYpjakt37G3c58FKcQwJ
699OTQXzgjhIYAHMy9RyPD,5gZYpjakt37G3c58FKcQwJ
45gHcnDnMC15sgx3VL7ROG,1mAey8kEPmDM2icL56kS9d
757aE44tKEUQEqRuT6GnEB,1mAey8kEPmDM2icL56kS9d
0Njy6yR9LykNKYg9yE23QN,2HHLfzE7PkljuqyYU4vwmh
1RyvyyTE3xzB2ZywiAwp0i,2HHLfzE7PkljuqyYU4vwmh
5f7VJjfbwm532GiveGC0ZK,2HHLfzE7PkljuqyYU4vwmh
7f5Zgnp2spUuuzKplmRkt7,3uUuGVFu1V7jTQL60S1r8z
6ydoSd3N2mwgwBHtF6K7eX,3uUuGVFu1V7jTQL60S1r8z
2o5jDhtHVPhrJdv3cEQ99Z,18asYwWugKjjsihZ0YvRxO
4npEfmQ6YuiwW1GpUmaq3F,18asYwWugKjjsihZ0YvRxO
3tJoFztHeIJkJWMrx0td2f,0YrKSfpvflYnLSBd4Jtu6J
5SXuuuRpukkTvsLuUknva1,02rdXe0KhMe8p6ZHzYtuw0
3tlXnStJ1fFhdScmQeLpuG,02rdXe0KhMe8p6ZHzYtuw0
12GqGscKJx3aE4t07u7eVZ,5rGJkSCM6ZDi69eZb7qoNx
3TVXtAsR1Inumwj472S9r4,3aQem4jVGdhtg116TmJnHz
3PhoLpVuITZKcymswpck5b,7rglLriMNBPAyuJOMGwi39
6M2wZ9GZgrQXHCFfjv46we,7rglLriMNBPAyuJOMGwi39
6n28c9qs9hNGriNa72b26u,7rglLriMNBPAyuJOMGwi39
6l3HvQ5sa6mXTsMTB19rO5,2cnKST6T9qUo2i907lm8zX
5L1lO4eRHmJ7a0Q6csE5cT,7hU3IHwjX150XLoTVmjD0q
2tIP7SsRs7vjIcLrU85W8J,1KMkcUvF7m3SDChDOa7i5L
2kCO8LXN1usaOPL3iEE28I,1sx0XsWUusUoPstbvokZjP
3qiHUAX7zY4Qnjx8TNUzVx,4aMxs74PXoQg2SLgjypcvb
21UPYSRWFKwtqvSAnFnSvS,09gysnJpfQ3ublBmJDfcEC
1U1el3k54VvEUzo3ybLPlM,09gysnJpfQ3ublBmJDfcEC
2hVWBpjLW4Q7fboYz2pVYK,09gysnJpfQ3ublBmJDfcEC
1McMsnEElThX1knmY4oliG,4wcBRRpIfesgcyUtis7PEg
06HL4z0CvFAxyc27GXpf02,0kAZ3H6G9Zac4PMpmobMkj
1qto4hHid1P71emI6Fd8xi,2vmfvSoZBFAt9hhRoEByLi
4q3ewBCX7sLwd24euuV69X,2vmfvSoZBFAt9hhRoEByLi
4TshyQDihSYXSWqvclXl3I,2afB4eV1KWBqLqFqME6PTh
4GGfAshSkqoxpZdoaHm7ky,2ccuOtUjIyx3tPcsnpeBzJ
4oUHIQIBe0LHzYfvXNW4QM,2ccuOtUjIyx3tPcsnpeBzJ
3qiHUAX7zY4Qnjx8TNUzVx,14p60PiibNloesz8pDovLI
3TVXtAsR1Inumwj472S9r4,4s7QLoImIwmPi9L6dq1nVW
7HTLVyjNf0VRxfIgNcfRRH,1V8LJmUEAleAHmBUaD0ZFI
1CbA4z6JauNQnHzOErDQL6,2vyAxGW8KhJV1C4rGRCwco
7jVv8c5Fj3E9VhNjxT4snq,1SC5rEoYDGUK4NfG82494W
7pEVNuJRlpDXlsrcq32yHp,06q3sUgkq2k7uhdsi1fczX
1dKdetem2xEmjgvyymzytS,6HIIuuUIEzH1meVdGbMXyf
5K4W6rqBFWDnAN6FQUkS6x,0WSEq9Ko4kFPt8yo3ICd6T
3FfvYsEGaIb52QPXhg4DcH,1WQ40xJSvgDmD9K7ckJwux
4xFUf1FHVy696Q1JQZMTRj,1WQ40xJSvgDmD9K7ckJwux
3TVXtAsR1Inumwj472S9r4,2tUL6dZf1mywCj5WvCPZw6
5F1aAS1duwlzExnPs3l2Xe,7FGdjbZ32vMybPuP0IuE7d
3hcs9uc56yIGFCSy9leWe7,7FGdjbZ32vMybPuP0IuE7d
06HL4z0CvFAxyc27GXpf02,2CYVETnhM9aytqrazYYwrK
3IaKn0ExWTMPqa0mscUYw3,53tv6ZbyeAwfAUwFaxYbfO
3hcs9uc56yIGFCSy9leWe7,53tv6ZbyeAwfAUwFaxYbfO
6qqNVTkY8uBg9cP3Jd7DAH,5XsAal7ZcWg1I5T4NcRjkv
7jVv8c5Fj3E9VhNjxT4snq,5Z9KJZvQzH6PFmb8SNkxuk
2LIk90788K0zvyj2JJVwkJ,5Z9KJZvQzH6PFmb8SNkxuk
1VPmR4DJC1PlOtd0IADAO0,2Q9nA56DKKJhj4cHMbHlAS
1McMsnEElThX1knmY4oliG,2TOzTqQXNmR2zDJXihjZ2e
3MdXrJWsbVzdn6fe5JYkSQ,6Zu3aw7FfjAF9WA0fA81Oq
35WVTyRnKAoaGExqgktVyb,7BgyWwbbybJr2IbQoI1gzH
246dkjvS1zLTtiykXe5h60,00Blm7zeNqgYLPtW6zg8cj
1Xyo4u8uXC1ZmMpatF05PJ,00Blm7zeNqgYLPtW6zg8cj
7FOQfJbC3e4GNoheojERnF,5mt882Eqx22RwFOTE01jS8
