artist_id,artist_name,artist_popularity,artist_followers
06hC4FCcHy4f295XTV1qrF,Red Steagall,34,9143
1CoZyIx7UvdxT5c8UkMzHd,Jorja Smith,72,3114558
19k8AgwwTSxeaxkOuCQEJs,Jelly Roll,74,2044272
00FQb4jTyendYWaN8pK0wa,Lana Del Rey,90,23570032
53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,88,47680655
1Zi1c8sWZTy5rDiN3lAuEj,Ashley Kutcher,56,92791
2KEqzdPS7M5YwGmiuPTdr5,Rina Sawayama,64,913879
7zHhscQ9kdR9fNGAffWz6z,Blue Man Group,42,61520
3PhoLpVuITZKcymswpck5b,Elton John,83,11531065
0ZMoJIyiDeIMJOqt7Pu74b,Brooke Maxwell,22,992
2p4aN0Uxkk3iT3HK0cJ2cJ,Tokischa,68,417923
757aE44tKEUQEqRuT6GnEB,Roddy Ricch,80,9325718
7hf5PZjVOqTQ2id3PF7I5Y,B-Lovee,57,126785
70voqwBevpJTrVCLt3gE0T,Ashten Ray,24,3782
5f7VJjfbwm532GiveGC0ZK,Lil Baby,89,14082125
6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,87,39760709
5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,83,15546766
3pFSlKAoVnaEycgIcPDctw,Chakra Efendi,51,4762
5v2WhpA59TJSdPh7LCx1lN,BONES,75,1294859
59HbaJ5E8ud7FNLGqUN1KH,Capella Grey,56,44058
72kqSqk124Vnl1wtT6q9Fh,Adassa,59,6557
7CajNmpbOovFoOoasH2HaY,Calvin Harris,86,23379062
6fxyWrfmjcbj5d12gXeiNV,Denzel Curry,73,2315179
38epWdyauFwdRkldqUMfWE,Chucky73,58,209068
1FtBEIWAwvw5ymBen5GICR,Chlöe,65,289388
6GpFiBAVovOVJfK7OTWnxN,Falling into Pink,52,377
1c70yCa8sRgIiQxl3HOEFo,Cherish,66,592726
7f5Zgnp2spUuuzKplmRkt7,Lost Frequencies,77,2647503
7dGJo4pcD2V6oG8kP0tJRR,Eminem,91,70493360
59cqBxQEZqznhssRB9iivD,Justo B,46,958
20wkVLutqVOYrc0kxFs7rA,Daniel Caesar,81,4074190
1oH2B8tcHn4Gpl2bmmyd4A,La Santa Grifa,73,3911256
100sLnojEpcadRx4edEBA6,Zella Day,56,428112
4yJHrytMK7mqtKsXVGaBNg,Fana Hues,63,50591
37BIBvfliXJpSgn10yQUJM,Mr. Naisgai,58,2276
0F58iilfZWiLrxyhsVOdQV,Tiffany Hudson,53,3288
5ooSG9S0glqP5ZrqqaHBvT,James Fauntleroy,54,23164
06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,74187689
5oNgAs7j5XcBMzWv3HAnHG,DJ Drama,66,1431342
7qmpXeNz2ojlMl2EEfkeLs,Nicky Youre,72,146710
1zNqQNIdeOUZHb8zbZRFMX,Swae Lee,78,1669740
09XX4vGibhdivyKlxP8MRf,Slimelife Shawty,45,81272
5aHKxMwIrPVwy4m6FTOiXK,Nivel Codiciado,64,604448
2iI5KWXLjw1tqLQsdjuo0e,Chael Produciendo,64,13680
57LYzLEk2LcFghVwuWbcuS,Summer Walker,80,4977619
5iyTbismzdvyjpjIuhKRvX,Foogiano,54,269457
3YCKuqpv9nCsIhJ2v8SMix,Elevation Worship,73,2353324
6Rw7DRa1dzChBvxGPCpOxU,Niko Moon,59,95194
5RJFJWYgtgWktosLrUDzff,Griff,61,225487
5gSDCsyiVBWWpLyky7xzOf,Bee Eyes,23,109
6P5NO5hzJbuOqSdyPB7SJM,Ashe,69,1396878
6ElqtIfQsAkEYypgfJIjeK,DannyLux,72,879807
4olE3I5QU0dvSR7LIpqTXc,WATT,60,21300
0ys2OFYzWYB5hRDLCsBqxt,Fuerza Regida,87,3198323
5HL0VTY0iLTz0RcoeI4cmY,Lil Mexico,29,11126
08Ld63UgKrJ0nZnCkzHtzc,Project Pat,69,734338
6mx5dgNlLjrDDMyFsgrW87,TALK,58,83917
5NTEjLv3GEX1Vx0ITx9Pxe,Germaine Franco,55,8029
5H6xmHXjsq98NLbEjuE29f,NEIKED,64,164082
2TYRz7cFNZNPLUWRijsJNL,Kal Banx,49,1802
6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,88,80454178
0fGcIStdT1OpFFhOC7Wp36,Teezo Touchdown,57,60251
4aXXDj9aZnlshx7mzj3W1N,Lin-Manuel Miranda,73,563404
77kULmXAQ6vWer7IIHdGzI,Jordan Davis,75,900511
4BYxqVkZyFjtik7crYLg5Q,Chris Young,68,2735796
2urobxol2zYHXOUJXDh8n4,Shady Moon,62,102423
5N3AyFVEE8vJa7AZEl7nD3,Conjunto Rienda Real,65,62879
2Hm8pRagdhRNFBbCiGaJEI,chief wuk,43,1333
2f6hqWBFjqS1EUHMS1JOFB,Unfoonk,34,12959
3Y7RZ31TRPVadSFVy1o8os,H.E.R.,75,6342304
6QtgPSJPSzcnn7dPZ4VINp,King Von,76,2858934
3xxFIilHFOKX6QaoJfBYrk,T$AN,17,2481
7arQA31aZVS8yS6zUveWzb,CJ,63,220193
7MoIc5s9KXolCBH1fy9kkw,Japanese Breakfast,60,605001
5FkUhnHQ0KC63549LHHtst,Skillibeng,59,268461
0RESbWvOMyua0yuyVrztJ5,Key Glock,76,1575782
5qRbfEf4Ooo19aRXKQzvUV,Navy Blue,50,59408
4GGfAshSkqoxpZdoaHm7ky,ERNEST,69,74658
50co4Is1HCEo8bhOyUWKpn,Young Thug,85,8301198
06Qf6vq8AVIpE9XIw8LAsY,Lil Duke,47,291574
5CiGnKThu5ctn9pBxv7DGa,benny blanco,72,1048105
4o6dCIkmONTJL0ByDDUNYd,Mind’s Eye,51,27698
0EUy62Az50Nt76jfcJxLG4,My Mama,17,16
21WS9wngs9AqFckK7yYJPM,PnB Rock,69,3824836
45dkTj5sMRSjrmBSBeiHym,Tate McRae,79,3504750
21QEpK62qn34QVshh4qpTK,Sam Carter,39,179
3bSyv1vO8ye6PKyWcJeVbI,Baasik,58,11800
0Ya43ZKWHTKkAbkoJJkwIB,The Wombats,64,1045059
5BozIJTTNCufaZpjhy2der,DJ Dahi,59,4911
47RTTEHKmO94V6qGq5xhbn,Jason Joshua,46,15375
4as3khXWaPjfkFdCA0JWMo,Jesse®,54,282837
5aZ9qg0JKmlUwZMpBXyJ4v,KolossalKocks,30,606
6dLuQ5qXxIuWc5urxfIiZR,Calle 24,69,311939
5pyVHz7lcfqKoV9BflFYwN,Jameson Rodgers,58,68709
1tG7s7S4sq2eFFW0QZyLbm,Sheff G,70,866060
1i8SpTcr7yvPOmcqrbnVXY,Ozuna,88,36674952
484bfoveqgHfx2VhNY4zzT,lentra,55,28239
1NHCwCMqV9oNQJXl16IltL,SSGKobe,54,217307
14zUHaJZo1mnYtn6IBRaRP,Justin Quiles,80,3991083
3lyW79oolCj6PAaLUqnze5,Gud,52,27030
0huGjMyP507tBCARyzSkrv,Cordae,70,1919378
6qW2MCeqjNlMwiLl0JPbuZ,framed,59,67651
3U9GXkqHEgUlQw5rNQ6FV5,Nuely,7,184
2FRfJyV85zb19tO6uiXBGl,sped up + slowed,70,6668
01XYiBYaoMJcNhPokrg0l0,STAYC,67,1307101
7iKgSlIINjat3bsCYiNMYX,EBK Jaaybo,54,68705
1NNRWkhwmcXRimFYSBpB1y,Yng Lvcas,81,71006
4uKEP0JYfpFtngWlgViewd,Lil Double 0,59,128750
4CAL0nDGvLhUfQEpwSLnUz,Wacotron,58,41305
3rROvEsUJJ9y55g1PLaA16,Robert Trujillo,48,5426
2IvkS5MXK0vPGnwyJsrEyV,Eric Church,74,3741619
4jwROPSUkTkohLCRiyjiZZ,DESTIN CONRAD,60,72301
5Wg2b4Mp42gicxEeDNawf7,A7S,69,47668
6ykgQbKcZFy5qoKBU4YiWj,Dougie B,60,106374
6q3p11nP1p80Ey6LrOOSed,Hit-Boy,59,68444
3yzRiNMZdTsSUgplcyYZ4i,Blanco Brown,59,141894
6LXRvV2OAtXF7685fzh3mj,Rowdy Rebel,56,143312
7ltDVBr6mKbRvohxheJ9h1,ROSALÍA,86,7243057
617MXEmWLSNoB6vgORRZmP,Steele 11,12,7
5n9bMYfz9qss2VOW89EVs2,Bomba Estéreo,73,1040591
26dSoYclwsYLMAKD3tpOr4,Britney Spears,80,12266153
1qUjOF5fzrpoNycD36b2jZ,Nate Ruess,65,225488
6c10vP5GpwZ2j8CiuuWeS4,Choppa Wop,24,69
7EszqxcvN7hWVUJCdWaBku,Chapo,17,21
6PjDCeZZmEgmlenl4Bf5Pr,Fancy Feelings,40,1179
2YOYua8FpudSEiB9s88IgQ,Yung Gravy,70,1583400
1Do4bSzfUl0KWL9r1fITu0,Yoon Mirae,56,281646
0FPWyyf6MD4QZTj3aypD3O,We Are KING,45,32525
6Y64EaNqpqcZYTgs4c76gF,jxdn,64,975680
1gl0S9pS0Zw0qfa14rDD3D,Surf Curse,69,914599
5F1aAS1duwlzExnPs3l2Xe,Pooh Shiesty,70,1155322
3L8lia6SiogIvkEl2qQ32d,Gaea Antoniou,50,341
4nXOZlYoAD67hF9aUEncMY,Pouya,70,1035344
1bdnGJxkbIIys5Jhk1T74v,Brandon Lake,67,244648
0IF46mUS8NXjgHabxk2MCM,Kelis,63,559343
4TvhRzxIL1le2PWCeUqxQw,The Blessed Madonna,64,42332
6fOMl44jA4Sp5b9PpYCkzz,NF,83,8423166
0m2Wc2gfNUWaAuBK7URPIJ,Bono,53,48283
21J3YJTyq1biE3SvSNjzuf,Capleton,55,300436
0X3nsc84A9qlFilmlWNwQb,Scorey,60,297091
78rUTD7y6Cy67W1RVzYs7t,PinkPantheress,81,2047916
2DXPtOc14uPVvK7qggj2a3,MC ORSEN,66,136805
5V8q61RswIFvxhIfzYVew9,Reese Witherspoon,55,9323
5PYToRCsrnvikZg3yl2JMr,Stephanie Beatriz,66,39380
790FomKkXshlbRYZFtlgla,KAROL G,91,35156817
5PxCTrv3Y1xVACfngpt7D2,Lostboycrow,53,145288
37fzXndf2fxVrk7qarhyo0,Leo Stannard,59,34060
68kEuyFKyqrdQQLLsmiatm,Vince Staples,69,1743592
5a0Qt0X5j0GDe0zu7zniIf,Simeon,20,86
0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,80,6474106
0KKUc4amZyvswV2YL6WTar,Mariah Angeliq,65,437150
5L1lO4eRHmJ7a0Q6csE5cT,LISA,75,4452830
6NmvwMFvNRQmWdW5N1nxsC,F1LTHY,53,22848
1T8S48bD91THNKBByWBDyn,Dwayne Johnson,60,277889
4fLI0k9CYGyFdyuJ3KeZUV,Stige,27,332
5rxf4rjZ5lyhKt7DWM5dLL,Lauren Auder,25,8527
1w7GLktHE8w0aEhhaZ0QKB,Shakewell,68,251491
13MwFjr6LL8GwK7wlfIL6t,Horsehead,55,200
7HTLVyjNf0VRxfIgNcfRRH,Chase Matthew,63,134519
3Kb7e8b1tSd7TLa3cy7HUV,DigBar,54,57482
7riQPkkGZBnTh9ve5qIhYo,Mareux,67,212359
07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,81,21528453
2KC9Qb60EaY0kW4eH68vr3,ITZY,72,5422873
4yBK75WVCQXej1p04GWqxH,Jeezy,70,2333797
2LFbgsbEhfilNpQYW7mied,Shane & Shane,63,369709
2HmiQV6GQR2VlOZmjEmtnX,Naeem,22,4866
3eVa5w3URK5duf6eyVDbu9,ROSÉ,66,3915869
3l0CmX0FuQjFxr8SK7Vqag,Clairo,76,3877258
7rrTqtOUOwva4sgTx9C9F9,Joy Oladokun,62,138422
7FNnA9vBm6EKceENgCGRMb,Anitta,79,12818295
4kYSro6naA4h99UJvo89HB,Cardi B,80,21502514
4E2rKHVDssGJm2SCDOMMJB,Doechii,66,240353
2FXC3k01G6Gw61bmprjgqS,Hozier,80,5655292
1skQAGBqxcg6PiiioSVtKp,Scary Light,7,47
2SJhf6rTOU53g8yBdAjPby,SoFaygo,64,582514
7FY5V3XMwlNBPitEjXowHQ,Darius Rucker,67,2417027
1tfhFc2Y8iplDKCteuXjCY,El Cherry Scom,58,244066
5Vuvs6Py2JRU7WiFDVsI7J,Lucky Daye,68,531841
3ZHU5AKrUmIPnCFfr82QER,1nonly,72,800299
0vUp0HrA2d7mcExuf5Wbo6,Eniola Abioye,48,1044
5EvA844VMdq61U5M4Ds0Fk,Savasana,48,1205
3TVXtAsR1Inumwj472S9r4,Drake,96,75150521
4tu8A7n5giy6WuJoLiu4Uf,Jah$tar,22,1176
4YEl33ar2WlUSF94Yh9CCf,KA$HDAMI,59,285895
6cEuCEZu7PAE9ZSzLLc2oQ,R3HAB,77,2472679
38PzLQE4GW8o7A18oGhi0x,dazy,70,9290
5IcR3N7QB1j6KBL8eImZ8m,ScHoolboy Q,72,4489714
6n28c9qs9hNGriNa72b26u,PNAU,74,210415
0fHeyixPnac66k5oBPclVW,Rainded,54,115
0i1Qvyl514tYAXRoFoVtPm,Kholby Wardell,53,3671
2OaHYHb2XcFPvqL3VsyPzU,Rico Nasty,66,1012523
15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,86,41560001
1yPvnL2XGGehNiOGWzcAAG,Dan Sanchez,68,428967
0DxPHf2flBAcV2SnZPg3SV,Jake Scott,63,172595
14qypx78D3Jd1mm7c2BqQb,T-Shyne,43,10332
4q0N3EI67tVnAeeaXbNQIj,J. Worra,56,26341
4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen,91,5845666
687cZJR45JO7jhk1LHIbgq,Tems,75,1076280
7yntSJ6uojO3z6GFUVwhAW,CORPSE,68,2287070
3ycxRkcZ67ALN3GQJ57Vig,Masego,70,1163598
55fhWPvDiMpLnE4ZzNXZyW,Noah Cyrus,72,1146201
6U3ybJ9UHNKEdsH7ktGBZ7,JID,77,1216874
6LuN9FCkKOj5PcnpouEgny,Khalid,85,15963681
7AO1qih2zQeI7WYTQxC5fQ,Tadoe,42,51611
4k84U3BB9LqFYogMZN7w94,Cris Dinero,25,7627
5Bw9kFNhy019e4IBCJZlzw,Jordana,55,52180
3BEV5FcxOtkQJ7lLRKMh3V,Tyler Hubbard,67,63485
2VSHKHBTiXWplO8lxcnUC9,GAYLE,69,574201
6p2442ymrT9lZEuCZJdYcH,Ivy Queen,64,2197561
3EW0kQ1skZiK1NHg3Spt9J,Takeoff,72,1410854
0l6WgSoqo4UqeuXFKnTQRu,Aldo Trujillo,67,1373717
6y8XlgIV8BLlIg1tT1R10i,Old Dominion,71,1352529
0OO76E5lRfeyBI3fkA73Dr,siouxxie sixxsta,58,180571
4YLtscXsxbVgi031ovDDdh,Chris Stapleton,78,5645654
1sBkRIssrMs1AbVkOJbc7a,Rick Ross,77,6787750
47mIJdHORyRerp4os813jD,League of Legends,78,1601700
6N4VOBE2wNnRIINe3922Oc,Los Primos MX,59,390639
5FQ8tBUtIamA2hRtatrYUF,Marc Seguí,65,104967
77gMBvQ2frbQAPyCeoYGm7,Lakeyah,54,139949
3wcj11K77LjEY1PkEazffa,Burna Boy,79,5503433
4V8LLVI7PbaPR0K2TGSxFF,"Tyler, The Creator",88,11444591
65s98MYZ4xFpgKlUYS5XKw,Remble,56,172908
7FsRH5bw8iWpSbMX1G7xf1,Joan Sebastian,77,8571560
128ftF9X7Kd7Di2fq3wYVs,Jamby El Favo,65,1072154
2gBjLmx6zQnFGQJCAQpRgw,Nelly,75,2410758
6gpLXhxeNFNiz38dyNqJ1C,Manny Laurenko,44,1749
3FLUBwpAnaIlIKeaBfsxFe,Kito,57,32204
1gPhS1zisyXr5dHTYZyiMe,Kevin Gates,74,5819280
2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,80,4186414
4adSXA1GDOxNG7Zw89YHyz,mazie,60,105895
2EnD37GNRe2REqHBKqMnZQ,Bslime,44,8544
2YFBOR9KIxC6WqHclkj9Yq,Keke Palmer,53,654349
7ciBW1p3KBsYIkFk4UmwS8,The Rudeboyz,56,16973
7tje8UB3cuR1ZfeJx2U38T,Logan Mize,55,102737
2hmePXeTr2b7cdRAtRjvPq,Jeris Johnson,59,153724
0EBQs3FuhHrwUixSsKI2Dn,Zkeircrow,15,40
6VOoiigTiLVgsMQPP1JOdC,Crissin,57,13612
1tELKM5wjfv7SlSNgVOdAq,Adam Buxton,39,3353
1UTPBmNbXNTittyMJrNkvw,Blake Shelton,71,7052112
6Y6rrQjzcZhaM4RXusI8UP,Banda Sinaloense MS de Sergio Lizárraga,59,327807
21451j1KhjAiaYKflxBjr1,Zion & Lennox,78,7296558
78YqeIji3mgAS2K1Maca6x,Dylan Scott,65,1398804
72y6MZHIPEyS64ACSCtIq6,Hisohkah,56,24588
7jZM5w05mGhw6wTB1okhD9,ATB,64,355550
4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,82,9408187
7wU4Xw4xqmBzfy2TIej8qa,Meryl Stream,51,71
4mkjpWbFO45SyaHiM9GOVE,2KBABY,54,389652
2hVWBpjLW4Q7fboYz2pVYK,Moliy,61,14064
2tl280wIokrLjabzrSKTgU,Holding Absence,55,93465
4oVcSA60yk5jowh3pDMcR9,Kiddo A.I.,35,776
4G1zP5i0r57g1c1CxrPhfM,ZillaKami,68,406629
1nA3PfIG61TQDOhJPrdhgz,Kura,12,1
3ApUX1o6oSz321MMECyIYd,Quinn XCII,68,760472
1a7xjqgtH0LtzVv80S9kVx,Saliva Grey,60,19019
6Tjx1FOkCvSQcuwyyaUdKr,G.Wakai,11,157
5G9kmDLg3OeUyj8KVBLzbu,mike.,67,555769
0dXXFVCw0LKzmHFrTLUaQJ,Tito Torbellino Jr,64,1029265
0c173mlxpT3dSFRgMO8XPh,Big Sean,77,10832320
3hTffafUYLLgO4yuPAxb5U,Lenin Ramírez,71,2654410
4qUoZ6ErhTYFhAI0W1iI9q,Ezekiel,60,97256
4qDQBPUMcJUH7BQ9dfJnfI,Grupo Ensamble,54,69821
1W7FNibLa0O0b572tB2w7t,Pink Sweat$,69,1679648
2P5sC9cVZDToPxyomzF1UH,Joey Bada$$,74,3020412
579LsvZcRVKtToYjS0tkKz,Big Scarr,65,325560
1Iww3Y4gDbNvjkqnjUzIZu,Relaxcation,50,178
4e5oZygHeeRoTXc00gYWiu,Danny Towers,61,33243
7KduBCxhfAMiQlhMOHL3IZ,Robb Bank$,47,208586
0GM7qgcRCORpGnfcN2tCiB,Tainy,76,1331579
1Z25ZlGHqqlr3o1UGQOfNn,Jnr Choi,57,59151
6s22t5Y3prQHyaHWUN1R1C,AJR,74,2899446
1JhiIIXT9DWqEU3BYFZwGA,MOTHICA,57,262123
3qBKjEOanahMxlRojwCzhI,Zacari,67,86769
7okSU80WTrn4LXlyXYbX3P,Clinton Kane,67,879825
5schNIzWdI9gJ1QRK8SBnc,Ben Howard,65,1984504
0du5cEVh5yTK9QJze8zA0C,Bruno Mars,88,48144051
2cPqdH7XMvwaBJEVjheH8g,Jay Wheeler,77,3128568
7LnaAXbDVIL75IVPnndf7w,Jamie Foxx,69,1093603
5IYRfypwG9BDDh5ZRPI80z,Totoy El Frio,61,23467
04zbRSHjzlQYvV31SW7qZ4,ICECOLDBISHOP,41,11658
4ArPQ1Opcksbbf3CPwEjWE,Emilee,60,95117
2cWZOOzeOm4WmBJRnD5R7I,Normani,68,2390252
0cGUm45nv7Z6M6qdXYQGTX,Kehlani,75,6863241
6oMuImdp5ZcFhWP0ESe6mG,Migos,77,13160319
4YURkxOtE9WWvMcYrmsVRg,HiDoraah,24,1446
5qOORCmdl34SsKnB8o4aaF,22december,54,31816
4AA474G2hRfrHyGrfyDseO,Mozzy,65,724610
0BvkDsjIUla7X0k6CSWh1I,Luke Bryan,77,8214019
1ZN1c1qWEGZNX1pGeKCPpf,Billy Strings,61,293268
3oSJ7TBVCWMDMiYjXNiCKE,Kane Brown,75,4844641
6tfVJrqicGpxRbz7q6NJ0L,Lil Maru,52,66407
4huXijLHlm8VMzeob86QvD,WMD,57,17920
4QrBoWLm2WNlPdbFhmlaUZ,KEVVO,61,459412
4ofCBoyEiGSePFAG500xev,Regard,70,212382
20sxb77xiYeusSH8cVdatc,Meek Mill,75,7203125
7j6DKwmjbxvpQO8h914uEz,Ryan Castro,75,1618004
2aXiJJHJei5BmCykxI37y0,Gladys Knight,53,186609
7Kt7O3A8zdjcCYPFopGTiY,Sharc,54,7000
4GjElWvmSWy4FkKoGZbYs0,Poundside Pop,27,9547
4MCBfE4596Uoi2O4DtmEMz,Juice WRLD,88,29057830
5hdhHgpxyniooUiQVaPxQ0,Nio Garcia,72,4722483
7zkwepHPyac6tCYl0fL0co,ASTN,62,267085
54wmKAtAAWcMLCJYzmU5ih,Nick Kroll,54,6679
4fxd5Ee7UefO4CUXgwJ7IP,Giveon,79,2962276
699OTQXzgjhIYAHMy9RyPD,Playboi Carti,83,8096418
0dUYLC7DLjeS8gIh8cz2Pq,Jenevieve,55,134693
4nZmMrwH6LxHnCzQv4IFUE,BIG30,63,449153
1Cd373x8qzC7SNUg5IToqp,BoyWithUke,75,3333332
3444S3C4U9Ts86BnCtSPRV,Treaty Oak Revival,55,20714
2SaIA1enj83vEmJikZdjQ3,Triathalon,42,89338
40ZElxHldNyvn7x8WRC6fh,Pink Siifu,48,50408
639xerhpqwPMYay6bkjz75,Koby Laver,53,1428
1VPmR4DJC1PlOtd0IADAO0,$uicideboy$,86,5521326
6JFaTYyfO9VRWnlC3ypYJh,YOUNGX777,59,9832
1LZEQNv7sE11VDY3SdxQeN,Bee Gees,77,6792865
3gfeKrOBLlmoaUXfGJzmS5,Austin Farwell,62,81326
70AkqfU43ou9hFxJZTDt7A,Wicca Phase Springs Eternal,54,136912
09HxEXUwV0FkmZnBqrJfbM,Jimmy Humilde,42,27643
6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,92,111956794
6ASri4ePR7RlsvIQgWPJpS,iann dior,74,1734756
30e8DmahrEamvLbFRPdWmk,Justin Moore,66,1749964
3QVolfxko2UyCOtexhVTli,Angèle,68,2597862
502gYHkFCtLzBIcU4ctPLd,Zeph,63,97145
5yw4tA8D5uG7tT3NaDvq10,Stellar,65,436726
3MdXrJWsbVzdn6fe5JYkSQ,Latto,72,1034270
3sklFG9fuDAq3vbIZlkNH6,Laura Les,59,113031
1dKdetem2xEmjgvyymzytS,Grupo Firme,81,9809581
4nMPNmeygaudrlnaoEjpf3,Maryanne J. George,52,15504
1iCnM8foFssWlPRLfAbIwo,Gigi Perez,52,29313
0wHeZY93Ede0g1jXaWsiFS,LPB Poody,50,120677
4wLAjfeqAsV66AocWNcowA,Buju Banton,57,543576
3x3jSlhyv5CiCZDZlaTq0M,Pi’erre Bourne,65,850771
6PH3FLQAxtqYy46Zv08bpV,Ivan Cornejo,76,1260137
7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,84,41522755
14CHVeJGrR5xgUGQFV5BVM,Fivio Foreign,71,1115323
1MAazf048soVcELWMYehho,Flows of Sleep,55,305
7eEiDNxx0ZlaXHkn74qOrM,sharkboy,49,6445
3tJnB0s6c3oXPq1SCCavnd,Marco Antonio Solís,75,6314049
14uo609t1MvRGZcskySt9R,SXMPRA,68,162929
5RRbimRyvmhCG5MfRKQXzM,Chaz Duffy,44,648
0QWrMNukfcVOmgEU0FEDyD,Jacob Collier,58,628517
6zLBxLdl60ekBLpawtT63I,Cody Johnson,72,852991
0ZVsDtaeXZtLz3qyVFViX4,Hypno Carlito,35,3770
4oLeXFyACqeem2VImYeBFe,Fred again..,77,733807
3ptY5WTxu77JpAQQnHyxEl,Yandar & Yostin,60,142951
7501C4PyvqS1BWbmrYq3LF,mei ehara,40,34634
7kgwMm8d2igABad4wfEKti,Nature Of Sweden,58,633
3KNIG74xSTc3dj0TRy7pGX,Yung Bleu,68,1333456
0eDvMgVFoNV3TpwtrVCoTj,Pop Smoke,82,12464619
0snouHYzOWSgxRBYMQsa3H,Hensonn,69,132426
5OHZAV5uu5l3Qloo1fD6A5,Freddy Vega JR.,9,1
2Ggj5XNlIb4Lnbqe307FyB,Lola Brooke,61,84623
4dS6hv2OTUlUB6OkQGSIi3,The Ride the Cyclone World Premiere Cast Recording Ensemble,55,3811
4TBU1LUldUubb3RaqmLLN7,Tono,50,190
6jeg7JBX9J9097esK752iR,Smiley,55,34496
7Gi6gjaWy3DxyilpF1a8Is,Junior H,89,7494509
0xRXCcSX89eobfrshSVdyu,MEDUZA,77,630322
7EWU4FhUJM1sZQgQKdENeT,Hopsin,61,2425143
5nO7Yt0Jon48sqKR6VME4T,Joe L Barnes,57,15892
3iMzbvXlgNUpoFccD60bvr,Prezioso,67,98917
0fiWOxhsBsQQvFDtxUQWo0,Brett Young,68,988862
2hlmm7s2ICUX0LVIhVFlZQ,Gunna,84,5245297
1p6CdzJRoicjRcSdWoB9Qc,Mitchell Tenpenny,65,393400
6TLwD7HPWuiOzvXEa3oCNe,Oliver Tree,77,2270193
4IVAbR2w4JJNJDDRFP3E83,6LACK,76,4212354
5t5FqBwTcgKTaWmfEbwQY9,ENHYPEN,75,5498622
4dpARuHxo51G3z768sgnrY,Adele,86,48295123
4SsVbpTthjScTS7U2hmr1X,Arcángel,84,10821554
4bPiOPI4V99cepEftvBYak,Banda Los Recoditos,68,4268718
0ZED1XzwlLHW4ZaG4lOT6m,Julia Michaels,75,4896537
5ENS85nZShljwNgg4wFD7D,Gabry Ponte,73,427920
1MUV2xrrCkG9mhZyVUDGEy,Sodikken,54,179508
1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,89,25985974
6icQOAFXDZKsumw3YXyusw,Lil Yachty,78,8990031
7pnTkKShdYS8BnmTHhcEaa,Ben Burgess,47,5903
2hejA1Dkf8v8R0koF44FvW,Gera MX,76,4175424
5KNNVgR6LBIABRIomyCwKJ,Dermot Kennedy,74,1340512
5UIl2yxuQbC2rU8m9pN8mD,Mumu Fresh,35,17629
2NdeV5rLm47xAvogXrYhJX,Ciara,71,6143829
7anlf5DZSlq7ohLwu2nSHO,EBK Durkio,28,42
4pnp4w9g30yLfVIAFnZMRd,ACRAZE,68,92067
1uNFoZAHBGtllmzznpCI3s,Justin Bieber,89,71856087
4QzrhxZWtXfuW6rZATPTE7,Aaron Moses,51,4788
7qj3R7pI5z0H1AxH5X4oK8,Streaming Waves,51,391
5qVVvbyUOpNdgTGvNxzcMW,Ciscaux,60,43530
4q3ewBCX7sLwd24euuV69X,Bad Bunny,97,69029757
5423qBaPPRptI9nyINCSJB,Lexnour,48,21379
5ZS223C6JyBfXasXxrRqOk,Jhené Aiko,77,6451454
7pwufEBGfggjoI8twqlsmQ,Nessa Barrett,69,1040208
7DkseLyOZrdRjCuoWFtqFi,Edicion Especial,69,846287
23fqKkggKUBHNkbKtXEls4,Kygo,80,8352877
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,80,5485500
0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,90,22419132
7GcVOOrldYLwxGrCkELOno,Rebzyyx,63,296319
3nFkdlSjzX9mRTtwJOzDYB,JAY-Z,84,8355572
4frXpPxQQZwbCu3eTGnZEw,Thundercat,74,1111139
5A7T1LAGJg5NXySBoIKUmF,che,52,36817
3Y2MLcrD3ZQXRXmtn4fZQx,SpotemGottem,56,446582
0Y6dVaC9DZtPNH4591M42W,TV Girl,80,2441643
4utLUGcTvOJFr6aqIJtYWV,Skylar Grey,68,570094
2F3zBRfrDfm2FyNT0YKyAx,Sir Michael Rocks,43,97911
4PNHuWkk4ee6R8WEhFVPf5,NoCap,61,980067
5BnvoIO9j362IcN5NkZ9Tq,Monsooners,52,96
3b8QkneNDz4JHKKKlLgYZg,Florida Georgia Line,76,5238700
22vqVhfPJab5kkU9txDGX3,Q,61,188473
1gW6pz5n1aK249L0GvfQCC,Grupo Marca Registrada,81,2622071
07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,79,11822509
