track_id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,track_popularity
40uMIn2zJLAQhNXghRjBed,0.797,0.631,-3.818,0.0786,0.0904,3.71e-06,0.0998,0.288,129.915,184213,77
0WSEq9Ko4kFPt8yo3ICd6T,0.798,0.545,-6.466,0.168,0.00904,9.48e-05,0.258,0.212,118.029,226653,77
5W8jRrZ6tWrTrqnKRtIQBf,0.861,0.656,-7.867,0.425,0.104,0.0,0.0986,0.331,88.967,218210,77
03eyNjBM2mpx28H6kdaufN,0.658,0.445,-8.749,0.154,0.161,0.0,0.0845,0.513,174.111,103240,77
704LUEih663hiE3CnyUrFW,0.822,0.736,-3.969,0.15,0.157,0.000781,0.0748,0.679,175.93,181107,77
6T5i0o62ZyfHRRHHihYJ1n,0.872,0.77,-6.722,0.538,0.0591,0.0,0.0663,0.817,147.061,113600,77
6KL88T4Ma4ABXqzgUoEwkd,0.682,0.72,-8.176,0.0382,0.321,0.0,0.205,0.649,116.988,168260,77
6G2xXQRSZlEzYsUEb3uvuR,0.405,0.565,-9.266,0.0372,0.38,0.0195,0.107,0.166,159.892,214149,77
2FSGUA0gFgGeQdprjtGM2M,0.635,0.706,-3.224,0.125,0.256,0.0,0.108,0.443,88.863,209160,77
2ZXxRC6V6AXzMdbLQZMHSB,0.704,0.537,-8.565,0.302,0.223,0.0,0.122,0.7,77.444,123871,77
2g12ZAzSIybDe6QC3w9DYl,0.864,0.765,-3.604,0.11,0.432,0.0,0.386,0.724,104.998,235328,76
6xlOnm5MITIKtixzJW8R0j,0.533,0.714,-6.472,0.0608,0.31,1.58e-06,0.0869,0.454,165.037,168000,76
308Ir17KlNdlrbVLHWhlLe,0.808,0.903,-2.179,0.0729,0.0899,0.0,0.0816,0.922,120.044,198053,76
0nwTMzpatarzvLvtwwzdCt,0.601,0.786,-3.706,0.234,0.213,0.0,0.209,0.79,172.156,183267,76
2ixkIrn45mNfdLDLHuyfRt,0.626,0.583,-7.346,0.0318,0.276,0.0,0.141,0.428,87.977,228145,76
0ldT3gl7aGNzrJyd4b1CA4,0.546,0.438,-4.748,0.0669,0.353,0.0,0.261,0.568,112.136,238677,76
042Sl6Mn83JHyLEqdK7uI0,0.632,0.284,-14.025,0.0801,0.932,0.000476,0.233,0.208,129.642,245897,76
7lOvJBqH38ZY59eLU7bioq,0.46,0.999,-1.307,0.325,0.112,0.0,0.245,0.779,145.911,151415,76
1xO7tp4J5Wj0NeKrzIpd1V,0.704,0.482,-5.352,0.0349,0.211,0.0,0.3,0.604,102.01,198529,76
5dPz35akJjPqb17yeqNwqH,0.604,0.741,-5.571,0.0475,0.178,3.49e-05,0.409,0.473,153.947,153190,76
54OBgO0Xwu20Jak9TMXbR7,0.675,0.359,-5.157,0.108,0.614,0.0,0.137,0.792,191.903,155333,76
0MT6qJd7wKlWjH7tP7oWHi,0.85,0.849,-3.436,0.0437,0.611,0.000193,0.329,0.92,143.975,203507,76
1is8gU4RVcN4J8xItxWoOY,0.422,0.34,-6.577,0.0351,0.877,1.77e-05,0.149,0.223,77.213,204094,76
2CRXFBkRh0V7FZL5kuiqdO,0.818,0.638,-6.926,0.225,0.00673,0.0,0.495,0.783,112.753,188604,76
5flerg6aEao2VayZezVlgu,0.716,0.712,-5.826,0.144,0.193,0.0,0.823,0.797,104.899,159714,76
1Z8TPHiKeCUyClxV6WTTIf,0.584,0.836,-4.925,0.079,0.0558,0.0,0.0663,0.484,104.973,202204,76
1nahzW3kfMuwReTka28tH5,0.658,0.634,-6.068,0.0431,0.0104,0.0,0.12,0.302,140.002,170813,76
5v6qYImm5k36GHlFxdEZyv,0.579,0.37,-8.9,0.0383,0.496,0.0,0.221,0.216,119.799,198515,76
38GBNKZUhfBkk3oNlWzRYd,0.765,0.373,-9.921,0.0713,0.341,0.525,0.112,0.554,85.016,195777,76
4H3t8C59tXjKf1R2iKtc5M,0.673,0.326,-7.481,0.0348,0.696,3.73e-06,0.103,0.672,133.309,189408,76
2gQPv5jvVPqU2a9HhMNO1v,0.594,0.612,-6.627,0.363,0.835,0.0,0.461,0.687,179.629,168020,76
1diS6nkxMQc3wwC4G1j0bh,0.722,0.588,-5.932,0.0544,0.0319,0.0,0.183,0.59,134.01,165507,76
5gZYpjakt37G3c58FKcQwJ,0.581,0.877,-4.938,0.114,0.0151,0.0,0.826,0.353,77.006,236883,76
78ul3D77noQsYjSwvwiPU1,0.552,0.904,-4.891,0.114,0.0027,8.85e-06,0.0786,0.746,171.788,96133,76
1au2UduxcvHfa0fZS3Szci,0.607,0.735,-6.065,0.095,0.253,0.0,0.11,0.964,88.894,151967,76
4mIHgQ3ofK2RK34UdbqMbe,0.841,0.732,-5.186,0.19,0.0115,2.18e-05,0.136,0.576,149.012,143480,76
2CYVETnhM9aytqrazYYwrK,0.66,0.817,-6.269,0.0521,0.162,0.0,0.0667,0.714,135.942,277592,76
01K4zKU104LyJ8gMb7227B,0.606,0.377,-9.455,0.0275,0.817,0.0,0.154,0.446,101.96,258813,76
1Y5MJnYsIi3Qlifvss4jPI,0.889,0.884,-4.323,0.0379,0.0111,0.804,0.0999,0.789,124.003,116129,76
709p9UGPAuyImWf1Z3vjRo,0.299,0.142,-15.134,0.0369,0.965,0.113,0.111,0.123,76.748,269067,76
7l2tmgUhV7Y2aJHjiszifg,0.661,0.819,-6.269,0.0519,0.167,0.0,0.0647,0.724,135.937,277592,76
3nsfB1vus2qaloUdcBZvDu,0.44,0.528,-7.809,0.0317,0.0171,0.00203,0.234,0.132,185.972,329160,76
3JCaq3KDSROg3TXhdiDa9n,0.759,0.842,-3.758,0.096,0.101,0.0,0.134,0.584,105.059,263253,76
4eNOLmx8r2IJAVKvBBL1jv,0.808,0.639,-7.266,0.279,0.0802,0.0,0.15,0.395,118.0,144349,76
20O48JTG6O46tPAuZbliRA,0.66,0.58,-9.921,0.0393,0.0372,0.0,0.116,0.115,139.902,157780,76
4btFHqumCO31GksfuBLLv3,0.52,0.849,-3.794,0.186,0.00253,0.0,0.119,0.774,175.908,236907,76
46nvQpUDsxpS08UTFOeKTA,0.539,0.715,-6.639,0.0595,0.0265,0.0,0.609,0.489,123.854,165524,76
4TIqzdAssasqx3DAe6cG9J,0.597,0.571,-6.205,0.293,0.492,0.0,0.093,0.165,106.196,218448,76
6fhG2KJgwO7CrNflRaRmvp,0.573,0.715,-3.293,0.0256,0.0444,0.0,0.0898,0.258,101.699,268717,76
1sx0XsWUusUoPstbvokZjP,0.731,0.626,-6.919,0.0805,0.125,0.0,0.183,0.862,82.488,173640,76
2UbVnbE5FH6008mAm6Mmgw,0.682,0.72,-8.173,0.0381,0.326,0.0,0.148,0.673,117.003,169011,75
27XMmSWSOXJ7eVb40tH93T,0.835,0.381,-6.121,0.342,0.757,4.59e-06,0.121,0.31,154.973,137806,75
4aSRUXfKuBbmje0eXNukuL,0.516,0.752,-5.09,0.0333,0.00528,3.78e-05,0.251,0.482,105.007,171880,75
1uMHCAyGmHqyygoNRuo7MV,0.815,0.848,-4.704,0.115,0.023,0.000162,0.0265,0.684,106.032,133707,75
7uQZVznj0uQOGC9KhV2Mg6,0.806,0.653,-6.283,0.0902,0.0282,0.000784,0.107,0.85,150.058,200690,75
6LnEoRQKMcaFTR5UvaKuBy,0.621,0.816,-5.242,0.104,0.0966,0.0,0.134,0.694,163.966,180360,75
7bGwqRNetDyNOFDWJN8gvm,0.571,0.271,-12.231,0.0528,0.533,1.34e-06,0.0994,0.753,122.004,214627,75
3z06k8YF9CqX0CGFrlekOK,0.76,0.371,-8.964,0.0531,0.00772,0.0,0.0785,0.653,138.023,115402,75
4DdnffqoFr9wDRlCACNmGf,0.685,0.831,-4.38,0.0858,0.398,0.0,0.177,0.486,97.431,213944,75
4R67rQNSbbsR4TdUVOIdez,0.839,0.506,-6.714,0.133,0.00207,0.0,0.13,0.44,154.12,149610,75
5QS8PNEWbqTEZyQ6e9ZbJf,0.659,0.683,-5.623,0.0312,0.513,4.93e-06,0.133,0.397,139.931,203373,75
7CC6UbCs4iGsePSzFxYxNn,0.319,0.236,-9.644,0.0318,0.898,1.62e-05,0.272,0.254,162.351,156091,75
77MdvMx9L4ZQuLhhn3o21h,0.429,0.486,-9.971,0.101,0.866,0.0,0.0982,0.661,146.99,209493,75
42lqBjPYlmL1EXpMDXvhSN,0.658,0.538,-7.676,0.0289,0.657,0.0,0.123,0.62,136.967,161773,75
6oofvZ4K8vBHnCT1oKERcd,0.595,0.588,-11.313,0.0624,0.507,0.781,0.113,0.518,166.061,145634,75
6G1Mz5yMgn0ydOlIvTrZ65,0.554,0.38,-10.666,0.0314,0.526,0.0,0.213,0.284,118.925,213754,75
0ITaSRuI0L1RNL7ZNYTTi7,0.602,0.824,-4.087,0.0547,0.0867,0.0,0.0947,0.442,125.147,211200,75
4A8cWXxKfIL3lAyUDzXbCF,0.825,0.414,-6.634,0.144,0.00265,0.0,0.357,0.106,72.993,200548,75
1lV3QHHMAQt0Kc1ioZq2MP,0.704,0.739,-3.286,0.112,0.328,1.93e-05,0.0856,0.425,179.879,208292,75
1zejeOnykpCoyVSit6Bwp3,0.443,0.298,-12.181,0.0644,0.388,1e-05,0.103,0.172,77.253,209560,75
2BITQ360Knh6qNAOqR7Dyq,0.584,0.859,-5.616,0.121,0.0144,0.0,0.847,0.369,77.005,236883,75
02rdXe0KhMe8p6ZHzYtuw0,0.649,0.347,-7.67,0.404,0.485,3.24e-05,0.154,0.176,169.994,269728,75
2nYAQN9ZGvoED0N4er1Lt1,0.762,0.627,-7.142,0.0557,0.165,3.35e-06,0.289,0.668,115.147,176208,75
21aOLk12MksET8AsbU0SI6,0.644,0.867,-4.18,0.0383,0.001,0.0,0.105,0.687,124.997,199919,75
0dKg2vGC1hFqcK5LGTaKzX,0.799,0.701,-3.272,0.282,0.309,7.36e-05,0.0514,0.607,100.946,201920,75
5Z8Dj3LtbyCMiwE86rhg2f,0.761,0.781,-6.778,0.141,0.0681,0.108,0.0607,0.473,123.023,285375,75
5RE3w3M9g5vsotdIVtLONq,0.748,0.631,-10.057,0.051,0.0799,0.838,0.104,0.0799,88.502,143769,75
0vNtFN67TIMgDokyyuUUwA,0.736,0.593,-9.364,0.184,0.117,2.5e-06,0.189,0.785,114.196,183595,75
3jiKUMXqwEodB7gVv1RMZU,0.651,0.703,-8.958,0.0816,0.0297,0.0,0.0608,0.647,140.051,249444,75
6aDsgHPZsMztSbZernzlF8,0.576,0.679,-7.237,0.034,0.0311,0.0,0.323,0.213,121.005,187889,75
6tNSmBKSjFV1366ASuULfZ,0.584,0.557,-6.371,0.0342,0.0129,0.0,0.0576,0.767,154.008,219760,75
7iqQz931tn59mK6IZ3knRx,0.602,0.59,-6.346,0.0279,0.318,0.000166,0.104,0.381,130.08,274293,75
1aEsTgCsv8nOjEgyEoRCpS,0.441,0.202,-12.499,0.0381,0.732,2.6e-05,0.126,0.269,77.971,174587,75
760jhRscwGbIIe1m1IIQpU,0.65,0.584,-8.286,0.307,0.0174,1.54e-06,0.042,0.37,180.088,202227,75
7mlagGXcvSapZdWesGpmdS,0.449,0.923,-5.97,0.082,0.0193,0.869,0.365,0.616,143.744,84817,75
05bfbizlM5AX6Mf1RRyMho,0.743,0.655,-5.015,0.159,0.114,0.0,0.0764,0.785,172.031,261335,75
7es56D0QedGMsK39wl2yFX,0.667,0.457,-6.885,0.439,0.341,0.0,0.114,0.266,97.604,109326,75
5kItv0UayV5g4Xs9FMshDR,0.618,0.644,-10.663,0.0296,0.451,0.000105,0.352,0.861,98.721,155125,75
7BoobGhD4x5K96Me0hqC8Q,0.855,0.463,-7.454,0.0367,0.217,1.77e-05,0.347,0.866,102.931,122773,75
11ZulcYY4lowvcQm4oe3VJ,0.964,0.398,-8.981,0.0795,0.00151,3.95e-05,0.101,0.563,105.012,178405,75
6pYNq0ZwpPVazKzsqpf0G8,0.678,0.733,-5.025,0.0281,0.00115,0.0,0.104,0.581,121.009,200280,75
7qEUFOVcxRI19tbT68JcYK,0.498,0.61,-5.098,0.0363,0.271,0.0,0.223,0.474,79.918,245427,75
2rrq3SGYxk90xLx5fMmPhZ,0.616,0.856,-6.098,0.0457,0.516,0.0652,0.245,0.75,157.109,108373,75
6dI0iFnBCj9YkcWgXeoRkx,0.721,0.75,-3.277,0.0506,0.548,0.0,0.367,0.708,125.855,149250,75
2cnKST6T9qUo2i907lm8zX,0.725,0.713,-6.173,0.187,0.127,0.0,0.617,0.207,65.988,148421,75
7pnRCKAqERqg6dQRKfZoFm,0.589,0.631,-7.601,0.0488,0.374,0.00108,0.154,0.66,195.054,228949,75
7bcy34fBT2ap1L4bfPsl9q,0.849,0.48,-5.835,0.226,0.612,0.269,0.295,0.677,142.021,158463,75
56Yxkm62GtEpnPyG7TvwLY,0.759,0.886,-3.067,0.187,0.0103,2.04e-05,0.342,0.489,102.065,191462,75
5jyrtNJBcaFkNyS4yPixkI,0.133,0.99,-20.689,0.0526,0.675,0.98,0.109,0.00689,86.543,146286,74
2tUL6dZf1mywCj5WvCPZw6,0.84,0.744,-4.751,0.113,0.0181,0.0,0.629,0.171,83.737,204347,74
4s7QLoImIwmPi9L6dq1nVW,0.568,0.56,-9.059,0.42,0.228,3.05e-06,0.39,0.246,130.019,308756,74
5vUnjhBzRJJIAOJPde6zDx,0.745,0.65,-11.814,0.346,0.0451,0.00758,0.111,0.386,144.047,152137,74
3aQem4jVGdhtg116TmJnHz,0.781,0.594,-6.959,0.0485,0.0136,0.0,0.162,0.0628,129.895,178154,74
7sq2z9oX2S0CvgTqCZ0ko4,0.286,0.0847,-9.883,0.0397,0.934,6.94e-06,0.121,0.112,70.743,255987,74
6Zu3aw7FfjAF9WA0fA81Oq,0.935,0.807,-3.838,0.114,0.0514,0.0,0.349,0.813,106.017,173182,74
4h3KlpOEXS6FxIpab6EKlf,0.905,0.876,-5.467,0.0422,0.00391,0.841,0.058,0.31,124.976,140160,74
2vyAxGW8KhJV1C4rGRCwco,0.619,0.455,-4.93,0.0481,0.000357,0.0707,0.11,0.441,144.118,66804,74
7BgyWwbbybJr2IbQoI1gzH,0.534,0.288,-13.232,0.0331,0.195,5.21e-05,0.182,0.516,139.922,164571,74
4aMxs74PXoQg2SLgjypcvb,0.669,0.682,-7.974,0.293,0.00165,0.0116,0.339,0.345,148.153,155742,74
5bQLsyTrUaMQRfr6whwGe5,0.457,0.495,-6.044,0.0797,0.62,0.000228,0.109,0.311,79.513,295039,74
2SUxn2O9NHL6GHGQFgwCY0,0.763,0.661,-5.592,0.056,0.169,0.0,0.117,0.632,95.002,153627,74
0dFdGPVLs3k0z9ezYWZzUa,0.738,0.75,-3.654,0.219,0.0167,0.00976,0.174,0.342,112.009,207840,74
5WkRINJDHP7zdAo45F1bJb,0.188,0.00481,-23.892,0.0575,0.131,0.352,0.13,0.0388,115.759,163506,74
2xXNLutYAOELYVObYb1C1S,0.422,0.25,-6.836,0.0351,0.441,0.0,0.35,0.246,124.026,161613,74
3No3zHVwKadKDR00kZdmAB,0.818,0.88,-2.411,0.0577,0.0237,0.0,0.0777,0.686,94.985,144987,74
7KNSQcLwrl3bNEuV1OVHtv,0.805,0.614,-6.845,0.137,0.615,0.0,0.0915,0.633,100.035,174864,74
4x5YzxjrF9wvIIXJV7TveC,0.346,0.501,-6.939,0.0364,0.421,0.0,0.0657,0.299,99.855,222927,74
0LatE4S9UtCDwIdGQsFFKL,0.707,0.74,-4.311,0.0509,0.179,0.0,0.612,0.336,127.974,189907,74
4P7LVHDbzn7aI6wWRh5AHc,0.632,0.773,-4.856,0.0346,0.0623,0.0,0.0885,0.474,130.033,231124,74
6rTInqW3YECMkQsBEHw4sd,0.887,0.485,-9.358,0.2,0.0392,0.0,0.141,0.328,125.987,215693,74
0RYHqnmtNRfbYxP6Dn8Vse,0.608,0.792,-5.721,0.0355,0.000674,0.653,0.252,0.611,161.104,144536,74
4O2bxKTnK9En7OPw8kGDDF,0.587,0.411,-8.758,0.0475,0.185,0.0,0.273,0.53,140.277,175125,74
6Hfu9sc7jvv6coyy2LlzBF,0.587,0.561,-6.569,0.146,0.0466,0.0,0.109,0.351,80.009,243187,74
186bb3vDk1yzNK5u3e7h7O,0.494,0.628,-7.615,0.0541,0.0814,0.0,0.111,0.101,129.966,177387,74
6ieWL5CLN9WdC875guWtMe,0.676,0.659,-5.123,0.0476,0.194,0.0,0.283,0.595,134.985,193994,74
0sKEilrw1GrBlG6qsTCrP4,0.532,0.584,-5.254,0.0248,0.723,0.0,0.101,0.367,88.003,190680,74
5YnxnTS89l3FElIwfIAeSs,0.719,0.598,-6.254,0.077,0.232,0.0,0.115,0.303,142.592,126521,74
4Z8HZSApeddaRM2ovivUj4,0.795,0.798,-2.357,0.08,0.532,1.02e-05,0.0869,0.397,104.912,214857,74
15hJmqqEtASVXl6sM7i4UF,0.615,0.6,-5.62,0.27,0.107,1.61e-06,0.283,0.0661,130.027,270671,74
2cc8Sw1OnCuA5bV8nqWqpE,0.691,0.695,-5.6,0.0367,0.0592,0.0,0.0647,0.514,106.064,233386,74
2etHQJxIbV0soyPhelVs9Y,0.84,0.766,-4.12,0.136,0.00302,3.61e-06,0.0684,0.402,94.018,155884,74
1msEuwSBneBKpVCZQcFTsU,0.598,0.821,-4.433,0.0447,0.0231,0.0,0.143,0.673,128.03,225328,74
31qCy5ZaophVA81wtlwLc4,0.686,0.538,-8.026,0.0345,0.181,3.13e-06,0.113,0.584,115.884,190779,74
2WnAKZefdRHxtBEkRjFOHC,0.685,0.521,-8.285,0.0345,0.185,3.59e-06,0.111,0.578,115.885,190779,74
3z6XUommYDWPHeFhmhhT6j,0.622,0.791,-6.106,0.0535,0.00188,3.72e-06,0.083,0.494,115.915,225960,74
0c34ovpXiMWWUbKX0IavIH,0.721,0.632,-6.695,0.0358,0.0693,0.0,0.291,0.296,92.057,144860,74
2CEf2gU5ZJamLXa3NrgAvA,0.706,0.649,-3.911,0.0353,0.152,0.0,0.161,0.271,139.976,170536,74
5o5WaO9pzPhXSGIrTIYVce,0.74,0.563,-7.016,0.04,0.34,0.0,0.0824,0.577,104.958,173286,74
5dXWFMwD7I7zXsInONVl0H,0.535,0.388,-9.805,0.155,0.507,0.0,0.11,0.412,106.703,174000,74
658QJ4p8WcbT3O7iWLpO1D,0.812,0.974,-2.327,0.227,0.695,0.512,0.582,0.064,153.979,99748,74
6w8ZPYdnGajyfPddTWdthN,0.703,0.68,-6.118,0.0431,0.0171,0.0,0.178,0.536,97.985,210384,74
3DZ8dbKg4OTSSqGARvecYd,0.659,0.745,-3.599,0.0347,0.0417,0.0,0.296,0.54,74.967,185600,74
2zBDKzqa6sdxeI0fC6OWIC,0.806,0.513,-6.208,0.0685,0.217,0.0,0.217,0.503,124.988,178157,74
2RJnNdu4pb3MypbBroHU0T,0.41,0.312,-11.01,0.0269,0.783,6.36e-06,0.0783,0.22,144.751,239668,74
1Z0auW1yEy6Dq9hsRdeIV3,0.699,0.55,-4.539,0.0568,0.523,0.0,0.158,0.969,119.924,153968,73
5xrtzzzikpG3BLbo4q1Yul,0.738,0.89,-2.275,0.0748,0.0895,1.89e-06,0.213,0.75,114.942,214253,73
6jGAh1bFnXt1Muj9zeHveZ,0.651,0.703,-8.958,0.0816,0.0297,0.0,0.0608,0.647,140.051,249444,73
3nOz1U41SZZ0N3fuUWr9nb,0.646,0.471,-9.247,0.157,0.122,0.0,0.125,0.455,170.084,232813,73
0v4z1tuZvn6LGknom9Qx7d,0.584,0.743,-7.075,0.0931,0.0538,2.83e-06,0.121,0.746,167.844,224240,73
1ahCrpeTt94LL7y1aXw0Y8,0.891,0.751,-3.15,0.124,0.0685,0.000598,0.19,0.711,115.046,144019,73
2LJRoFOtMGLnSxJqlJuhge,0.858,0.634,-4.058,0.0286,0.518,0.0,0.236,0.909,110.03,164360,73
0F0vbaAjqfjK1kKH9Wyymn,0.709,0.668,-4.741,0.0317,0.0444,0.000764,0.409,0.588,110.092,154421,73
079Ey5uxL04AKPQgVQwx5h,0.823,0.544,-7.132,0.0715,0.0215,0.00315,0.0966,0.664,149.903,186088,73
78QcVmzxS0wIwuC2rpAauI,0.768,0.56,-3.497,0.0859,0.709,0.000791,0.115,0.372,112.084,205714,73
3ZBeHiRJUj1vdiU8zzGPgb,0.378,0.334,-10.993,0.304,0.776,0.0,0.115,0.496,181.296,144667,73
1WvrDdouh6C51In1SdATbq,0.864,0.658,-4.105,0.154,0.204,0.000626,0.105,0.865,163.922,178693,73
75MNhvTCCKsST3YqqUiU9r,0.788,0.859,-2.724,0.0856,0.281,0.0,0.0424,0.822,141.02,207853,73
32XaqPVTVkkuOiOPQZ3SpA,0.284,0.538,-9.894,0.0886,0.717,0.105,0.111,0.259,179.708,193929,73
0KUPRHjyvFMnl4XLN3q1S1,0.656,0.715,-9.3,0.0332,0.0912,0.0,0.13,0.961,147.125,144545,73
2lz3zjQ5QCVXiyOzIk02vW,0.598,0.705,-5.462,0.0333,0.0826,1.8e-05,0.133,0.104,95.018,212927,73
08XWh5c0BMyD1nKVxxl91z,0.843,0.485,-8.735,0.195,0.181,0.0675,0.107,0.689,100.053,192418,73
2pn8dNVSpYnAtlKFC8Q0DJ,0.311,0.607,-6.578,0.11,0.0174,0.0,0.131,0.286,188.7,168086,73
1EHUQesfVKwbthtNcpBi9g,0.655,0.469,-6.257,0.0292,0.173,0.0,0.0956,0.467,92.56,161385,73
2HhzV3FY4eZGueF0KpXZUo,0.778,0.782,-5.07,0.152,0.5,0.93,0.426,0.446,160.05,135000,73
7bPWdJgx8vek7S5i5yAtvG,0.334,0.276,-13.125,0.0643,0.877,0.000249,0.113,0.429,201.025,271177,73
2WrqTrNIHqfcMCgmEo0A7E,0.826,0.878,-2.389,0.0599,0.0242,0.0,0.0789,0.686,94.994,145120,73
4HOryCnbme0zBnF8LWij3f,0.599,0.128,-17.261,0.109,0.974,0.121,0.115,0.367,159.679,244221,73
3viZLBs5sOsNFL9JMfuqZN,0.709,0.805,-5.361,0.0495,0.509,0.0,0.167,0.737,99.042,174272,73
0oSU0oQ4xp3H6sMh1In9W8,0.182,0.86,-26.251,0.053,0.121,0.992,0.894,0.0129,80.904,151580,73
20R4HfKloPKgXDqU7UKk3x,0.879,0.365,-7.781,0.0924,0.227,0.135,0.0583,0.663,94.016,173539,73
7eQHxigpuDJjCG50JyzU8v,0.7,0.613,-4.041,0.0408,0.385,0.0,0.0887,0.42,88.084,191250,73
7jvCeWOSnJs2N3spqobWnO,0.708,0.598,-8.365,0.0291,0.037,0.0,0.17,0.698,112.027,203123,73
31CdkzHnMbvJuKZvtCQfR6,0.567,0.686,-6.139,0.175,0.0317,1.86e-06,0.0732,0.716,172.014,193147,73
4Owj7xIXIFyNYIfHzL1YV8,0.724,0.544,-10.74,0.0359,0.407,7.59e-06,0.0636,0.712,106.347,176253,73
43qwdaLc45ICgUQDkrHtRU,0.146,0.152,-38.9,0.0753,0.753,0.971,0.111,0.0387,138.024,219250,73
0TYq1cxJXPGGjO0bYHDH2L,0.587,0.282,-11.902,0.308,0.947,0.0,0.11,0.53,188.37,91924,73
0bihOtJtBxl6r9DUJorNUh,0.562,0.758,-6.64,0.133,0.0251,0.0,0.107,0.431,76.991,137300,73
73xjJ1TIE6WP3HNKczQE4F,0.925,0.322,-9.8,0.112,0.103,0.0,0.137,0.712,129.957,170233,73
5YL553x8sHderRBDlm3NM3,0.423,0.517,-7.377,0.0486,0.369,0.0,0.177,0.366,185.262,234516,73
2nqio0SfWg6gh2eCtfuMa5,0.559,0.646,-4.61,0.0272,0.116,0.0,0.32,0.289,95.466,294419,73
6tiKwZppNjrls8RsPQwK6r,0.613,0.615,-4.859,0.107,0.308,0.0,0.107,0.342,86.782,226220,73
2NIBaWXdjaTDmytjjwbEfP,0.566,0.773,-6.976,0.0356,0.000818,0.00103,0.184,0.256,137.048,243264,73
1M4OcYkxAtu3ErzSgDEfoi,0.868,0.795,-6.044,0.269,0.0012,0.0193,0.0461,0.819,166.0,156945,73
2g1KggY9PKvsoEAOaiz4xx,0.834,0.663,-6.143,0.133,0.235,0.0,0.372,0.774,121.876,146523,73
6LNoArVBBVZzUTUiAX2aKO,0.546,0.64,-5.582,0.37,0.0438,0.0,0.137,0.63,137.728,339250,73
1XXimziG1uhM0eDNCZCrUl,0.868,0.795,-6.044,0.269,0.0012,0.0193,0.0461,0.819,166.0,156945,73
16nCYYc1lCxCyvaR1lgo0i,0.552,0.662,-6.225,0.0548,9.18e-05,0.0,0.143,0.572,79.973,148732,73
1gcyHQpBQ1lfXGdhZmWrHP,0.462,0.24,-12.077,0.0377,0.92,0.0,0.113,0.32,171.319,244000,73
1trAoZKkvVjuuQpUzTI6KV,0.54,0.549,-6.612,0.293,0.394,0.0,0.103,0.628,184.414,163000,73
0QLthYlRZYAP9iRs9cjmzD,0.593,0.479,-9.217,0.0292,0.382,1.76e-05,0.108,0.429,99.723,281100,73
35IcAVSMsU9qzHfpPbvC8A,0.617,0.483,-7.359,0.0458,0.702,0.000216,0.121,0.176,144.99,152318,73
3XoYqtiWHhsk59frZupImG,0.718,0.709,-5.568,0.039,0.258,0.0,0.101,0.54,119.974,179427,73
5RdiPZzjXTmp9N51wBEzCv,0.713,0.521,-6.696,0.16,0.00975,0.0,0.205,0.229,139.787,123507,73
1FKG2wgJ75wS9MFNVZFiWd,0.711,0.646,-5.444,0.225,0.0216,0.0,0.0921,0.778,160.931,131500,73
0cu0rhnlCnJ7JIeHRiLpj3,0.902,0.669,-5.049,0.457,0.161,0.0,0.0728,0.628,139.949,112547,73
3jHBgKdLCf46aP3HRI0WYv,0.68,0.696,-6.977,0.051,0.116,0.0,0.607,0.684,115.962,180743,73
5FQPpxOXsvkMN6v18gtpwY,0.74,0.517,-6.233,0.0506,0.0183,0.0,0.0558,0.698,139.917,170858,73
1MX19fnaW1OUQoglWTYaOo,0.635,0.772,-4.825,0.0279,0.216,0.0,0.285,0.948,119.017,147893,73
64SCQtbRtmO28ks1QhS3w5,0.633,0.664,-5.037,0.0294,0.46,0.0,0.108,0.268,115.058,156747,73
5iMRhOHzze2CujxHiJ6cRL,0.599,0.61,-8.633,0.24,0.213,0.000414,0.151,0.434,159.933,252021,73
5OLaVCAM2pqg7X9mAM2W8M,0.628,0.632,-5.932,0.0325,0.257,0.0,0.288,0.559,137.854,191227,73
2cEnKRR4dYBB2VA1mjlb1z,0.777,0.59,-8.741,0.286,0.397,0.0,0.169,0.238,147.978,155738,73
0QULNNd9z5s35entfiiXoa,0.612,0.884,-4.4,0.0459,0.00516,0.0,0.0997,0.626,119.991,245626,73
06q3sUgkq2k7uhdsi1fczX,0.79,0.66,-5.677,0.248,0.399,0.0,0.104,0.652,143.904,163156,73
1mAey8kEPmDM2icL56kS9d,0.87,0.561,-10.388,0.186,0.0124,0.0,0.103,0.691,100.458,156368,73
4l8CIibQf8cVk5BcrquSiD,0.821,0.304,-6.576,0.114,0.0175,0.0,0.118,0.217,78.089,65046,73
14p60PiibNloesz8pDovLI,0.707,0.6,-9.341,0.219,0.0786,0.0,0.325,0.598,75.944,110602,73
1ITpqT1kDATCtMBwOK7sYn,0.896,0.377,-5.502,0.0935,0.0123,1.43e-06,0.115,0.255,113.886,136573,73
4fPjI40ElIwJQ4DJJxSCOe,0.727,0.58,-11.094,0.192,0.0372,0.00377,0.0596,0.75,114.21,67638,73
4lH5L59hPQGr05aJyb2Q2E,0.487,0.74,-4.973,0.0944,0.157,0.0,0.612,0.522,73.779,181688,73
4b1yxSdlumA8N4fEk4UOZp,0.594,0.628,-6.345,0.359,0.12,0.0,0.0582,0.556,141.391,257213,73
7v4pPS4A7NgY7bxFA3Etv3,0.788,0.764,-4.054,0.254,0.00918,0.0,0.224,0.841,100.095,96000,73
