album_track,track_name,album_id,album_name,RPG,공포,로그라이크,배틀로얄,생존,스토리,스포츠,슈팅,시뮬레이션,액션,어드벤쳐,잠입,전략,퍼즐,플랫포머,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,track_popularity
0xsbKMAXibicV7PQeNDMOk,Despair Of The Earth,2rfmTYVncyfyj2sT2A1NFz,Dragon Age Inquisition: The Descent/Trespasser (Original Soundtrack),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.124,0.384,-16.265,0.0363,0.811,0.864,0.11,0.0526,75.995,193338,17
1x11zMkRp2EnNNnaWB00cf,Beginning Of The End,2rfmTYVncyfyj2sT2A1NFz,Dragon Age Inquisition: The Descent/Trespasser (Original Soundtrack),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.24,0.306,-16.227,0.046,0.748,0.905,0.11,0.0425,160.012,174058,18
3vMCXdmvnDhhit3rMgJPkC,Empire Of The Sun,2rfmTYVncyfyj2sT2A1NFz,Dragon Age Inquisition: The Descent/Trespasser (Original Soundtrack),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.149,0.111,-20.177,0.041,0.705,0.698,0.109,0.0342,137.305,176959,16
5UNnR00hd5reo0eyywzRdG,The Jungle/Waves Of Darkness,2rfmTYVncyfyj2sT2A1NFz,Dragon Age Inquisition: The Descent/Trespasser (Original Soundtrack),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.515,0.658,-13.361,0.0631,0.44,0.868,0.113,0.0721,129.995,289805,19
0uDlz6qGoGtQ6auRjj9x1G,Awaiting The Enemy,2rfmTYVncyfyj2sT2A1NFz,Dragon Age Inquisition: The Descent/Trespasser (Original Soundtrack),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.275,0.089,-29.903,0.0371,0.832,0.861,0.11,0.0422,87.879,107012,15
4nrlybjM4osRUegvnmuOV1,Processions,2rfmTYVncyfyj2sT2A1NFz,Dragon Age Inquisition: The Descent/Trespasser (Original Soundtrack),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.224,0.282,-18.401,0.0338,0.908,0.842,0.148,0.106,74.637,154641,14
2BF2zVdlp6s16MKAC9ApSw,Imperial Victory,2rfmTYVncyfyj2sT2A1NFz,Dragon Age Inquisition: The Descent/Trespasser (Original Soundtrack),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.207,0.31,-13.874,0.0305,0.627,0.975,0.341,0.0383,107.726,110225,23
7gsabNOGAMEaJyusi5pUt3,A Plague Tale Requiem,16rJSWuFQqW9y9Ksk7DmCU,Dreamfall Chapters Reborn (Original Soundtrack),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.205,0.201,-17.337,0.0376,0.953,0.869,0.159,0.0346,110.605,240175,43
1NsNSwz86I9SC6tbaM52lP,A Beautiful Morning,16rJSWuFQqW9y9Ksk7DmCU,Dreamfall Chapters Reborn (Original Soundtrack),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.898,0.497,-13.736,0.0806,0.919,0.747,0.0929,0.0365,100.045,109428,28
0CBHjESvW1J7E7NbNj8gHZ,Hide and Seek,16rJSWuFQqW9y9Ksk7DmCU,Dreamfall Chapters Reborn (Original Soundtrack),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.419,0.253,-18.066,0.0426,0.98,0.919,0.11,0.039,115.2,76777,28
5beHgzBry5VPNxObKceu7U,The Dream,16rJSWuFQqW9y9Ksk7DmCU,Dreamfall Chapters Reborn (Original Soundtrack),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.124,0.113,-19.664,0.0352,0.942,0.818,0.111,0.0316,92.357,237338,25
18Z830LOa1pFMJOi8tjWMy,No Turning Back,16rJSWuFQqW9y9Ksk7DmCU,Dreamfall Chapters Reborn (Original Soundtrack),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.576,0.38,-13.669,0.0411,0.207,0.21,0.158,0.0691,81.961,260343,36
0HomeTHICMe5M9H1p7bqQM,The Friendly Lucas,16rJSWuFQqW9y9Ksk7DmCU,Dreamfall Chapters Reborn (Original Soundtrack),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.842,0.152,-18.803,0.0625,0.936,0.917,0.121,0.145,87.996,116924,26
4hz3sBuu7Sl1Q9upAewvvW,Arnaud's Men,16rJSWuFQqW9y9Ksk7DmCU,Dreamfall Chapters Reborn (Original Soundtrack),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.422,0.111,-19.933,0.039,0.69,0.648,0.0718,0.134,82.043,150560,26
5hrIEosBE995qhvIgcUGh9,The Men After Me,16rJSWuFQqW9y9Ksk7DmCU,Dreamfall Chapters Reborn (Original Soundtrack),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.485,0.628,-11.496,0.0343,0.00215,0.943,0.227,0.586,82.074,76077,24
0ZcTNMKSyRtxQm0nNkgRSV,The Rage Within,16rJSWuFQqW9y9Ksk7DmCU,Dreamfall Chapters Reborn (Original Soundtrack),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.178,0.464,-12.961,0.0513,0.000951,0.862,0.166,0.0478,112.474,195491,28
1SvTdtqV8TVsNiYKkCUhKc,Unwilling Violence,16rJSWuFQqW9y9Ksk7DmCU,Dreamfall Chapters Reborn (Original Soundtrack),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.41,0.558,-12.359,0.0394,0.161,0.936,0.164,0.192,87.563,184520,26
5QJ4l70maYICMPneRPiHFw,The Rats and Hugo,16rJSWuFQqW9y9Ksk7DmCU,Dreamfall Chapters Reborn (Original Soundtrack),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.215,0.569,-11.557,0.0727,0.0874,0.863,0.119,0.206,80.708,75580,23
3aFzMVXvyaCyMhTzkSLRvR,Reunion,16rJSWuFQqW9y9Ksk7DmCU,Dreamfall Chapters Reborn (Original Soundtrack),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.102,0.128,-18.502,0.0437,0.933,0.68,0.0798,0.0263,90.096,162507,26
1u6elex5oBJI955QIAs4Zj,A New Foe,16rJSWuFQqW9y9Ksk7DmCU,Dreamfall Chapters Reborn (Original Soundtrack),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.214,0.688,-11.854,0.0427,0.013,0.407,0.33,0.187,103.494,205259,23
5RiFuGl9xaXCdajT7j7oTb,A Wreck,16rJSWuFQqW9y9Ksk7DmCU,Dreamfall Chapters Reborn (Original Soundtrack),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.544,0.733,-13.151,0.0494,0.169,0.927,0.0678,0.218,110.019,139219,21
6bUSy050UKiTkulHh64FHR,Alone Together,16rJSWuFQqW9y9Ksk7DmCU,Dreamfall Chapters Reborn (Original Soundtrack),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.128,0.0699,-20.345,0.0429,0.7,0.94,0.101,0.0313,145.258,85571,25
0vnBBxLFH27Up71WTklpN7,Siblings,16rJSWuFQqW9y9Ksk7DmCU,Dreamfall Chapters Reborn (Original Soundtrack),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.224,0.0971,-15.538,0.0355,0.809,0.904,0.0974,0.0385,139.899,95744,25
5sugrkf7pBR8jv7uxkXQ5l,Fragile,16rJSWuFQqW9y9Ksk7DmCU,Dreamfall Chapters Reborn (Original Soundtrack),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.136,0.072,-19.683,0.0389,0.605,0.929,0.106,0.0327,143.02,115053,23
0wNERbmDfrQ7T0ncVhDqMA,The Wall,16rJSWuFQqW9y9Ksk7DmCU,Dreamfall Chapters Reborn (Original Soundtrack),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.212,0.0757,-16.398,0.0332,0.408,0.00736,0.128,0.0651,63.645,131266,22
4EjcfxzeP35VNI1qiCWpbw,The Storm,16rJSWuFQqW9y9Ksk7DmCU,Dreamfall Chapters Reborn (Original Soundtrack),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.258,0.392,-14.399,0.032,0.00303,0.898,0.0769,0.078,85.034,175600,22
6oy6X8igqPHsDVsx44OCwU,The Island,16rJSWuFQqW9y9Ksk7DmCU,Dreamfall Chapters Reborn (Original Soundtrack),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.186,0.132,-21.001,0.0394,0.994,0.965,0.0905,0.0331,127.071,166496,21
1hGlxwqMkmUWTLTUDpiBKe,The Child,16rJSWuFQqW9y9Ksk7DmCU,Dreamfall Chapters Reborn (Original Soundtrack),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.308,0.223,-15.946,0.0386,0.994,4.46e-06,0.284,0.16,135.225,118432,19
3gv0wzdQUjoTN19hODsUtD,The Holy Child,16rJSWuFQqW9y9Ksk7DmCU,Dreamfall Chapters Reborn (Original Soundtrack),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.199,0.275,-16.626,0.0335,0.995,0.507,0.118,0.039,128.226,127615,22
0CYgFfmHVY8gTgt6tjdabd,The Spirit of the Island,16rJSWuFQqW9y9Ksk7DmCU,Dreamfall Chapters Reborn (Original Soundtrack),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.148,0.215,-17.996,0.0372,0.961,0.955,0.0913,0.0336,137.383,236614,20
5m1ySYuyVMrdIgiuX5xRHs,Heavy Heart,16rJSWuFQqW9y9Ksk7DmCU,Dreamfall Chapters Reborn (Original Soundtrack),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.252,0.00531,-22.101,0.0462,0.991,0.104,0.0548,0.161,87.972,78390,27
5wc6aWSUD3i2G6Gp3VNzTk,The Truth,16rJSWuFQqW9y9Ksk7DmCU,Dreamfall Chapters Reborn (Original Soundtrack),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.145,0.102,-21.162,0.0404,0.985,0.948,0.107,0.0284,79.654,134893,22
01gx1dZD9IYBX8MjEOF7DF,The Night,16rJSWuFQqW9y9Ksk7DmCU,Dreamfall Chapters Reborn (Original Soundtrack),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19,0.0813,-22.406,0.0408,0.989,0.943,0.0826,0.0323,68.928,308082,25
6ERq2guqaETv6ziqVvLjIb,The Count,16rJSWuFQqW9y9Ksk7DmCU,Dreamfall Chapters Reborn (Original Soundtrack),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.226,0.418,-17.243,0.0588,0.549,0.849,0.103,0.173,136.877,113505,21
309jR8TKoOuKvz24MfTY4c,The Duel,16rJSWuFQqW9y9Ksk7DmCU,Dreamfall Chapters Reborn (Original Soundtrack),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.198,0.395,-11.988,0.0345,0.014,0.333,0.116,0.0534,109.847,182733,22
69iF2LiAF6dL5U3sEgXBsv,A Knight,16rJSWuFQqW9y9Ksk7DmCU,Dreamfall Chapters Reborn (Original Soundtrack),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0847,0.158,-16.344,0.0364,0.00222,3.39e-05,0.12,0.0368,167.139,84235,21
3gk76xea4Ns5pLAr10BGAY,At Peace,16rJSWuFQqW9y9Ksk7DmCU,Dreamfall Chapters Reborn (Original Soundtrack),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.139,0.134,-27.128,0.0451,0.964,0.923,0.111,0.0399,66.209,104815,22
5jc2ejdIWFIkgk8ldRI43L,Love and Friendship,16rJSWuFQqW9y9Ksk7DmCU,Dreamfall Chapters Reborn (Original Soundtrack),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.226,0.118,-18.394,0.0606,0.962,0.0399,0.0844,0.111,71.418,78277,23
37am42OACt00BGGhagY8LK,Up There,16rJSWuFQqW9y9Ksk7DmCU,Dreamfall Chapters Reborn (Original Soundtrack),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.174,0.107,-19.706,0.0443,0.98,0.978,0.101,0.0382,126.713,274215,30
1afWNdHg9ez76hpFpWNczy,Brother,16rJSWuFQqW9y9Ksk7DmCU,Dreamfall Chapters Reborn (Original Soundtrack),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.376,0.13,-16.132,0.033,0.951,0.707,0.0995,0.16,138.074,247458,32
5fHbgzInNTuNn7t6FEMrgv,Ô ma belle lune,16rJSWuFQqW9y9Ksk7DmCU,Dreamfall Chapters Reborn (Original Soundtrack),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.194,0.144,-18.469,0.0468,0.994,0.914,0.107,0.0378,126.214,137213,30
3ITCrEvmcuQOnmy4g1TZY5,Overture: Lore,0th9QXMXqY3US5sJcR4owm,Dungeon Defenders (Original Soundtrack),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.177,0.0699,-25.262,0.0388,0.854,0.906,0.0861,0.0353,85.188,186733,41
2C1aGb2RAEuuidIpBy3bMQ,Panorama,0th9QXMXqY3US5sJcR4owm,Dungeon Defenders (Original Soundtrack),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.213,0.00809,-30.055,0.0432,0.876,0.984,0.0878,0.0225,74.131,38307,31
2moMdZAnPvsDXbOY5m9fHf,Forest,0th9QXMXqY3US5sJcR4owm,Dungeon Defenders (Original Soundtrack),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.274,0.0799,-22.52,0.0359,0.881,0.67,0.0848,0.127,105.735,126733,53
0e5rjjePadPYNlK1LBSXJD,Sentinel I,0th9QXMXqY3US5sJcR4owm,Dungeon Defenders (Original Soundtrack),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.251,0.0325,-26.836,0.0424,0.707,0.925,0.238,0.0776,119.69,172787,21
65PVxd1n7WWW7vDvWbN2xC,The Tower,0th9QXMXqY3US5sJcR4owm,Dungeon Defenders (Original Soundtrack),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.147,0.0562,-24.448,0.0451,0.93,0.888,0.163,0.0344,75.5,52600,31
7i7tUG5hLdDkVhgWHMnIO1,Falling Bridge,0th9QXMXqY3US5sJcR4owm,Dungeon Defenders (Original Soundtrack),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.197,0.455,-12.672,0.0411,0.561,0.987,0.115,0.0993,101.269,221573,21
0B0fIxMvDskvvAuMbu67JS,Hanging Gardens,0th9QXMXqY3US5sJcR4owm,Dungeon Defenders (Original Soundtrack),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.226,0.0396,-28.771,0.0392,0.891,0.96,0.0868,0.0316,59.387,143667,42
19VMOWz15vXNXPoxTSUY5l,Sentinel II,0th9QXMXqY3US5sJcR4owm,Dungeon Defenders (Original Soundtrack),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.413,0.367,-17.998,0.034,0.556,0.915,0.261,0.245,79.968,152787,19
35VuB8cqMITqb5apppEWGk,Victorious,0th9QXMXqY3US5sJcR4owm,Dungeon Defenders (Original Soundtrack),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.167,0.472,-11.572,0.0436,0.34,0.937,0.109,0.114,112.448,147200,22
4ibgvvWEpZMGTlcIRjmINX,Alone,0th9QXMXqY3US5sJcR4owm,Dungeon Defenders (Original Soundtrack),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0666,0.021,-25.709,0.039,0.95,0.971,0.0852,0.0369,74.027,117240,35
1uIDGmbZficrDPKE4023lJ,The Nest,0th9QXMXqY3US5sJcR4owm,Dungeon Defenders (Original Soundtrack),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.345,0.372,-13.712,0.0382,0.499,0.971,0.108,0.064,130.047,204107,18
2TM3HZtz37MscHCqva6rGf,Flashback,0th9QXMXqY3US5sJcR4owm,Dungeon Defenders (Original Soundtrack),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0845,0.204,-16.303,0.042,0.734,0.967,0.0794,0.0288,84.621,212040,21
4bp8hAZHsQbaqsbULgaR8d,Sanctuary,0th9QXMXqY3US5sJcR4owm,Dungeon Defenders (Original Soundtrack),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.17,0.0166,-26.727,0.0433,0.953,0.883,0.0791,0.0346,74.363,154400,34
4evmcZWj3krzuyFVyywD4o,Condor Clash,0th9QXMXqY3US5sJcR4owm,Dungeon Defenders (Original Soundtrack),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.158,0.43,-13.082,0.0356,0.366,0.953,0.109,0.0909,146.374,266747,18
148k11KdDaH5kOirTtg1RY,Wounded,0th9QXMXqY3US5sJcR4owm,Dungeon Defenders (Original Soundtrack),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.186,0.114,-21.26,0.0398,0.759,0.87,0.251,0.0485,67.929,188560,26
1A1nbj83OzX7ViDvGVQZPV,Finale I: Apex,0th9QXMXqY3US5sJcR4owm,Dungeon Defenders (Original Soundtrack),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0858,0.352,-14.165,0.034,0.341,0.92,0.11,0.0393,85.172,388267,18
61p2IZU2qbcGixtGFGf1m0,Finale II: Escape,0th9QXMXqY3US5sJcR4owm,Dungeon Defenders (Original Soundtrack),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.168,0.149,-16.754,0.0465,0.683,0.85,0.0548,0.0344,113.301,400613,20
258xQKvol9yJmNMvXuBIZd,End Titles: The Last Guardian Suite,0th9QXMXqY3US5sJcR4owm,Dungeon Defenders (Original Soundtrack),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.125,0.183,-16.21,0.034,0.834,0.899,0.104,0.0441,85.82,470107,23
4HI3v9QMuKjxFL46o9rayp,Epilogue,0th9QXMXqY3US5sJcR4owm,Dungeon Defenders (Original Soundtrack),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.168,0.156,-17.246,0.0364,0.877,0.913,0.12,0.0777,56.671,111907,20
6Wi8zg5JXLBmtOs296ah4t,Homeward,0th9QXMXqY3US5sJcR4owm,Dungeon Defenders (Original Soundtrack),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.169,0.0681,-26.718,0.0452,0.989,0.988,0.114,0.0321,71.026,62987,47
6XHEM4IJFHacuuyFD8zd8R,The Cage,0th9QXMXqY3US5sJcR4owm,Dungeon Defenders (Original Soundtrack),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.184,0.00782,-33.369,0.0499,0.908,0.958,0.0731,0.035,132.948,45547,17
46QsPFzzMZSwhYRBPGkbDk,Vanquished,0th9QXMXqY3US5sJcR4owm,Dungeon Defenders (Original Soundtrack),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0922,0.0685,-26.972,0.0484,0.983,0.904,0.101,0.0346,55.229,75387,25
6dekghyr22Lc9gU2ZPqCGu,Mirrors,0th9QXMXqY3US5sJcR4owm,Dungeon Defenders (Original Soundtrack),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.167,0.0245,-28.867,0.0481,0.95,0.845,0.112,0.0,113.768,29733,0
5WKtnWPsuK93hxWLLSu9NL,Courtyard,0th9QXMXqY3US5sJcR4owm,Dungeon Defenders (Original Soundtrack),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.195,0.105,-22.192,0.0379,0.735,0.738,0.0818,0.0365,67.697,59520,30
7yrCyj3gfc5Ol90TBOxUyt,Title Screen,4mJFvGhSGMHGSA5q1at3Yf,Dying Light (Original Game Soundtrack),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.378,0.236,-15.717,0.034,0.867,0.795,0.138,0.0587,100.174,79500,42
6Mr78lzlTOS3CVpdYvXiem,Overworld Day,4mJFvGhSGMHGSA5q1at3Yf,Dying Light (Original Game Soundtrack),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.681,0.208,-15.208,0.0494,0.918,0.908,0.13,0.414,149.925,137523,50
55VHbFIq12gENarPYKdxqf,Overworld Night,4mJFvGhSGMHGSA5q1at3Yf,Dying Light (Original Game Soundtrack),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.693,0.276,-14.829,0.0439,0.658,0.215,0.0719,0.515,120.123,120998,45
1E0VTPNzTV2xvcpdHFXIEl,Eerie,4mJFvGhSGMHGSA5q1at3Yf,Dying Light (Original Game Soundtrack),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.617,0.346,-18.621,0.037,0.362,0.448,0.193,0.34,99.884,161500,38
5Cn173grOp8S9E0Ftqua4I,Underground,4mJFvGhSGMHGSA5q1at3Yf,Dying Light (Original Game Soundtrack),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.794,0.382,-14.01,0.0833,0.168,0.703,0.12,0.743,120.047,179500,46
2Y1rnUdDVOW2QWvjWzzOMQ,Boss 1,4mJFvGhSGMHGSA5q1at3Yf,Dying Light (Original Game Soundtrack),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.551,0.792,-12.878,0.0468,0.00495,0.873,0.107,0.78,140.007,136709,43
5KTKq3BrXttaTT7P0RQbQF,Jungle,4mJFvGhSGMHGSA5q1at3Yf,Dying Light (Original Game Soundtrack),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.748,0.606,-11.415,0.0524,0.381,0.735,0.187,0.553,99.999,164689,43
24vyJIrCX35HrFj9vuT3hg,Corruption,4mJFvGhSGMHGSA5q1at3Yf,Dying Light (Original Game Soundtrack),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.669,0.422,-13.483,0.0422,0.25,0.212,0.062,0.31,101.941,157000,40
3ejfe0Qwdjttbon3OYRoII,Underground Corruption,4mJFvGhSGMHGSA5q1at3Yf,Dying Light (Original Game Soundtrack),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.794,0.486,-13.932,0.059,0.274,0.773,0.317,0.448,116.032,142759,38
1Mlzf00wXcnYxYUbOwHj0j,The Hallow,4mJFvGhSGMHGSA5q1at3Yf,Dying Light (Original Game Soundtrack),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.46,0.327,-13.574,0.0338,0.773,0.332,0.141,0.0392,132.061,126493,37
0WEB1SRHuUK56JlAoqSyMo,Boss2,4mJFvGhSGMHGSA5q1at3Yf,Dying Light (Original Game Soundtrack),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.571,0.678,-11.855,0.0417,0.00723,0.5,0.0925,0.489,152.014,120593,47
4DSWM2gtBzXIKPn55StFhB,Underground Hallow,4mJFvGhSGMHGSA5q1at3Yf,Dying Light (Original Game Soundtrack),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.713,0.599,-11.822,0.0601,0.325,0.0157,0.129,0.413,127.014,175748,38
2tMbKH0YHUV5Ok3u2SfK0E,Boss 3,4mJFvGhSGMHGSA5q1at3Yf,Dying Light (Original Game Soundtrack),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.587,0.858,-10.52,0.0788,0.00828,0.0921,0.101,0.361,183.918,110870,39
