track_id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
5RXvFWyBAfhQThqCggHqtJ,0.527,0.785,-11.511,0.0446,0.0688,0.0224,0.428,0.397,90.021,128341
2j9dq1WtTUvexDuDPfMWsq,0.17,0.406,-13.887,0.0416,0.201,0.934,0.135,0.0443,117.281,149504
3Hb9YjZLYBLikxJ1kd4BMa,0.14,0.176,-13.891,0.0389,0.968,0.894,0.0791,0.0467,148.846,185699
5bhZCxZo9ejcqInKNvbL73,0.063,0.201,-19.771,0.0468,0.794,0.92,0.578,0.0397,73.75,132436
1e6i6WC1SW5w6e5u5izQ19,0.515,0.912,-6.485,0.0378,0.0795,0.000225,0.0925,0.329,90.023,139946
1arvGlYOa9XJxhtmTqfqlQ,0.284,0.356,-11.003,0.0308,0.185,0.00053,0.121,0.25,89.675,154667
0HLQFjnwq0FHpNVxormx60,0.796,0.754,-10.771,0.0289,0.537,0.979,0.202,0.717,90.06,99567
5NpbqVY5C54NDRqtK6AVLT,0.502,0.829,-13.25,0.0313,0.0713,0.914,0.229,0.669,79.982,126424
7GfoGMbKkDnY3e44ahZarZ,0.263,0.359,-15.127,0.0325,0.281,0.913,0.118,0.0391,179.807,172031
761SMhVKJlJlUCUveNcq1m,0.396,0.329,-13.481,0.032,0.796,0.878,0.126,0.0561,139.853,155109
7KIIS55uYG2778iDf8aP1K,0.679,0.651,-11.279,0.029,0.295,0.191,0.382,0.648,105.965,124187
3IV2tUetZP5Wbdk5GHxalF,0.155,0.369,-10.149,0.0345,0.363,0.945,0.378,0.0341,134.501,160427
1asBfrlvpH0Brn6xcD7yms,0.489,0.786,-7.536,0.0431,0.161,0.0,0.117,0.395,139.757,87381
6ZYWXmwrDehLhGW355yKIc,0.157,0.149,-17.168,0.0402,0.971,0.633,0.241,0.0359,71.905,118050
0Lc3coQTcMMJiiEFi7BG2z,0.374,0.0743,-19.916,0.0319,0.841,0.815,0.106,0.0661,130.403,167935
5U4AHSNYR1Z3Hu0K6x1QxC,0.552,0.404,-14.434,0.0395,0.0981,0.883,0.218,0.261,129.916,166153
3Dqkj5yMPmicgDQyIPSe92,0.704,0.714,-12.079,0.0287,0.0504,0.702,0.485,0.96,129.965,123787
6tSqyn7JhHxyLbwG8zGu2T,0.178,0.165,-14.994,0.0367,0.972,0.449,0.179,0.0805,134.952,93529
1EeYiq16eXGD0OAJNFmGXQ,0.344,0.546,-9.126,0.0378,0.0543,0.882,0.292,0.0881,61.065,165245
773n5N7v7ZFhqpIc6vy7Wz,0.796,0.926,-12.951,0.0462,0.0789,0.929,0.126,0.721,139.991,96428
4DxxiT2TskPH0Xd6znaqZM,0.164,0.134,-15.64,0.0364,0.958,0.959,0.0934,0.04,77.71,90984
1cGKXQBjdlCexM5Arq6iGQ,0.56,0.761,-10.324,0.0391,0.00174,0.744,0.596,0.551,150.037,122197
554gPYGKoueKOCXvUw8fwS,0.169,0.203,-16.686,0.0428,0.543,0.394,0.101,0.0461,127.4,172756
2k6KTdwvApSUnN0maOmIFb,0.505,0.614,-8.566,0.0294,0.115,1.55e-05,0.15,0.108,160.006,132417
5RCUcFJcJTeCswnKIGH22l,0.426,0.716,-6.894,0.0359,0.0281,0.156,0.0694,0.168,97.482,125571
26p3Z6JmI7fuoWErxcvBG8,0.139,0.269,-16.887,0.0332,0.337,0.975,0.287,0.0901,81.657,105882
5cXOHXgaR9DY9Ulb893Go3,0.527,0.757,-11.668,0.0296,0.057,0.668,0.124,0.797,89.936,72643
4vFccE7ymnD9ureATGgPEI,0.342,0.705,-10.322,0.0441,0.168,0.126,0.0757,0.126,119.963,75750
1B031n8CmpDxhcmXTZlUPE,0.164,0.13,-20.008,0.0399,0.287,0.79,0.119,0.033,129.365,169846
0ii63pLseSLS1vpeatX02w,0.637,0.62,-11.707,0.0328,0.00162,0.977,0.707,0.339,131.945,62276
6l4xX3N7JQH5FAMgFXWsrU,0.0944,0.206,-13.662,0.0372,0.966,0.937,0.123,0.049,177.689,148000
5a8Fhvc0LSTY9bvRl65fHV,0.507,0.719,-8.658,0.0369,0.0366,7.05e-05,0.277,0.597,100.091,93684
0q3BKRWzQ9uof4ywERwtB0,0.571,0.59,-11.64,0.0286,0.409,0.0,0.0881,0.694,140.015,161102
34nfkCbhJhLfSAbBx0RGgW,0.141,0.222,-15.532,0.0357,0.604,0.741,0.201,0.0357,140.98,168417
1K01nmx3aMH7pkDB7O6rS9,0.752,0.621,-13.663,0.065,0.315,0.854,0.0848,0.501,130.035,97846
3p3Zz3cPhPII3x1r7tCfvX,0.147,0.102,-16.152,0.0373,0.964,0.789,0.0975,0.0387,59.263,189499
2g9UTcYcFqe8PLGcfFexJb,0.442,0.45,-11.099,0.0274,0.0995,0.000219,0.32,0.414,74.998,71125
1UiiNExaBWS3nfKDf6P1wr,0.214,0.0574,-22.568,0.0438,0.996,0.948,0.0834,0.038,72.5,80500
4UQvEa8gWx8PH6PPkMYwpk,0.581,0.839,-9.125,0.0362,0.0162,0.349,0.58,0.692,129.98,123722
6B7wSqeVtMrtXbQBgzzVqa,0.146,0.179,-13.782,0.0357,0.965,0.747,0.126,0.105,89.968,155295
1fGKoRw3qvyMn2nb1foF9e,0.49,0.616,-10.424,0.0331,0.00484,0.00929,0.074,0.576,129.952,68000
51ZflqPt0Y2tagl6vqjIXK,0.0801,0.251,-16.602,0.043,0.808,0.822,0.102,0.0351,174.406,156000
5TjKVg63SZDjGq5EQKXEVx,0.418,0.469,-10.385,0.0437,0.0276,3.34e-06,0.112,0.303,75.937,97000
0whhUScEFSwmSEnQwCqC4W,0.348,0.488,-17.277,0.0298,0.827,0.987,0.137,0.0647,80.006,114005
555JmMePfbDB0dhyjYEYA5,0.536,0.87,-10.618,0.0743,0.0605,0.0,0.163,0.23,119.909,56000
03mV8s3P87R2Cz3NuUhR9P,0.407,0.345,-12.297,0.031,0.936,0.000796,0.129,0.207,94.802,176080
1AFH8u7MkR5fAHC9mKxDOG,0.411,0.381,-10.308,0.0313,0.899,8.4e-05,0.0834,0.217,80.374,207000
4DRVvewHIt4jmGDXCfRkqh,0.322,0.0567,-24.974,0.0441,0.967,0.749,0.147,0.167,123.736,186640
5NR89bPgI8yWbvhusYdezG,0.3,0.292,-14.44,0.0344,0.888,0.898,0.115,0.176,125.292,127309
2KUxvcwbpffW5D9CurKPB9,0.215,0.291,-17.622,0.0359,0.774,0.938,0.117,0.164,130.107,153818
6LcLXANFHdjxvhBVGBqPR3,0.275,0.534,-14.687,0.0463,0.79,0.938,0.113,0.472,110.428,172901
3VrWfLZM2ud6Z6Lieqlo59,0.28,0.117,-22.89,0.0347,0.896,0.959,0.0853,0.0909,75.903,142105
2C465FVXHxOMrwPbENKwNn,0.295,0.179,-16.453,0.0352,0.942,0.506,0.156,0.246,124.868,176032
5oZibalMdxluO9mL0dCIYv,0.394,0.378,-13.348,0.0384,0.683,0.918,0.127,0.296,125.318,178697
6WuVusmOgneO3sUpAawGCk,0.319,0.0384,-23.449,0.0341,0.911,0.848,0.0923,0.297,139.119,135659
6s7w3q7yWf8DfQv5IabTzR,0.387,0.224,-16.773,0.0321,0.756,0.948,0.27,0.41,129.349,187774
1Ovk3YEcBdMeBqVISkK9Vs,0.566,0.48,-14.343,0.0829,0.876,0.95,0.108,0.256,131.483,184531
0lL4c98WZSViOi97OBRr0G,0.203,0.277,-13.854,0.0322,0.9,0.936,0.0996,0.0695,129.713,162200
3KtD5CQY2EDxZerw72uPTT,0.399,0.0627,-25.141,0.0374,0.928,0.922,0.1,0.188,116.307,199162
6UWyc9uH6W1x0XmIXmBIMg,0.304,0.142,-20.032,0.0365,0.883,0.93,0.194,0.157,126.335,157671
6ER39fieYrEVrdgKxeg8Xf,0.41,0.21,-16.635,0.0343,0.903,0.977,0.103,0.188,111.988,175714
7wAjvtm50FlouD1cqpgnF1,0.275,0.497,-11.848,0.035,0.905,0.946,0.629,0.18,84.421,154958
4AjSsEGtElVLWHnPA1pS1G,0.298,0.54,-10.14,0.0371,0.747,0.943,0.11,0.246,122.452,185751
3jvk1poiSOmZgolLuCrocG,0.269,0.539,-12.56,0.0417,0.702,0.925,0.107,0.394,114.01,161289
2tyFScLJuDriaiXMV5MLUN,0.331,0.0521,-20.494,0.0359,0.944,0.943,0.105,0.0806,125.249,147678
572vfEYsguwhIGvTfPjJov,0.479,0.408,-11.456,0.0308,0.977,0.936,0.147,0.368,122.045,177836
45u8vjjP989X3QbuRPN3Va,0.15,0.218,-19.522,0.0315,0.873,0.982,0.101,0.0938,91.815,133333
6OJCI7YTSge1IRfY2sXnkR,0.597,0.539,-11.28,0.0375,0.302,0.849,0.268,0.359,100.988,89510
3W8DTm8nTh4Z5qhUgv4Es9,0.437,0.428,-10.217,0.0338,0.936,0.95,0.11,0.146,121.247,174104
5auImDAMk04epbOpO9qAjM,0.455,0.0799,-18.136,0.0344,0.97,0.95,0.111,0.0752,130.18,92308
5kZEnF6ZrDEXJ12PwxCZvi,0.346,0.161,-16.349,0.0478,0.961,0.000176,0.112,0.249,86.405,101000
2hSLY8vxSZazVkH1pPVbn5,0.225,0.102,-17.028,0.0358,0.874,0.981,0.11,0.0455,85.767,78098
3f3vkXmdSGEu303Oa7nD8p,0.193,0.0537,-24.826,0.0388,0.932,0.758,0.135,0.0307,70.974,205187
2LGxAIOFXm9X5kIiYz2Lnu,0.465,0.262,-18.596,0.0342,0.38,0.866,0.144,0.364,140.051,320387
7czbztsgcoX2RDXrMaPKk3,0.347,0.351,-23.02,0.0435,0.0828,0.757,0.105,0.0718,109.996,230000
5GN2krlntWTJdPJYGhCsMu,0.277,0.248,-16.685,0.0348,0.788,0.929,0.288,0.074,109.841,166213
0ScaAfqVf1mvNdKo7PqEK3,0.535,0.28,-17.273,0.0456,0.577,0.801,0.094,0.0388,110.888,238093
6nQyOj0qWJuhtUqDR9NrYZ,0.534,0.289,-20.384,0.0503,0.458,0.916,0.108,0.0398,120.057,307547
51EkrP4fiyKbITj3bUfbB3,0.4,0.188,-20.38,0.0359,0.549,0.815,0.109,0.0572,105.526,277480
4D3bGiimNszNWDIcoX6l5t,0.37,0.373,-17.032,0.0489,0.516,0.918,0.0868,0.0821,129.928,224800
1W84cldQxkhjra44elKmsF,0.431,0.277,-20.748,0.0448,0.639,0.847,0.135,0.223,129.847,240400
3UYgd6l3fiwaoikOYWXkzJ,0.0824,0.232,-14.359,0.0416,0.831,0.906,0.109,0.0339,76.403,128880
0xZrIhDuLAZbORi8qIGJZw,0.286,0.195,-19.629,0.0512,0.233,0.906,0.115,0.0502,125.346,325760
3tIB1ww0cE6FUIZLntgn2T,0.236,0.134,-16.589,0.0382,0.886,0.726,0.108,0.0337,75.034,205467
553qSDqgBHqwAJhZsTbLj3,0.425,0.338,-17.195,0.0357,0.732,0.868,0.0741,0.199,119.959,314413
6OujAtshRzdFPY2QeBANqd,0.271,0.332,-16.187,0.0484,0.806,0.856,0.0891,0.0905,147.181,338400
2UZyvLK31JxlewIcBYuUOS,0.524,0.392,-25.628,0.0481,0.429,0.888,0.114,0.0385,130.002,183867
4xOSviwyQLVSCzMnhteQuI,0.435,0.435,-13.286,0.12,0.103,0.885,0.218,0.166,166.149,274293
2rChGlUp47kTWHT1X6rh6n,0.157,0.0658,-22.476,0.0352,0.865,0.954,0.112,0.0377,70.683,363653
4SeYfS8vKD8XiyB5ZyexCx,0.349,0.735,-12.142,0.0517,0.245,0.664,0.252,0.117,187.452,188533
3EQujI7w4ObQpoRkY5PZim,0.17,0.162,-17.508,0.0374,0.124,0.955,0.094,0.0328,70.58,321973
7fULXdIaKbNgnhA2C8b6ey,0.103,0.0792,-22.939,0.0394,0.499,0.918,0.0754,0.0327,75.995,301787
6aoHfzJEVxiJvJwNlZNZ0b,0.163,0.132,-25.89,0.0447,0.829,0.695,0.064,0.034,79.091,156093
4XeiMYNsKFLempBO5clDrz,0.254,0.171,-23.169,0.0353,0.579,0.95,0.069,0.0493,80.234,239720
2ykX9vUfHfVdS2KGNcBo25,0.22,0.565,-13.719,0.0912,0.673,0.926,0.199,0.0388,91.794,292387
1w4XiaGq9Ep9LbEoigxp5E,0.169,0.185,-16.865,0.0379,0.891,0.829,0.113,0.0367,77.776,172307
7EQGjm5qrhQi2ogZxZkMS3,0.383,0.262,-16.176,0.0425,0.208,0.837,0.15,0.102,144.031,358360
0crDkTyxHTmQJgn68adfNO,0.156,0.0593,-23.634,0.0422,0.968,0.956,0.083,0.0339,133.682,139400
6MBTQEF05JcLUvg8UXu2dG,0.242,0.18,-15.437,0.0486,0.894,0.98,0.118,0.0531,68.99,40880
3VIMkSKwqeFNmH8BTUFnwP,0.158,0.0282,-31.041,0.0455,0.89,0.984,0.105,0.0387,71.882,78987
5ZEBPc0yg4gP3yddJBVrEj,0.268,0.247,-20.506,0.0437,0.0841,0.84,0.171,0.038,93.622,27173
6vlZ1ZsvIzve8JQ9satGSM,0.0956,0.0724,-22.319,0.038,0.968,0.87,0.101,0.0384,85.743,187680
05eRZcYJ6jdeNb41UVoxaS,0.207,0.256,-13.38,0.0401,0.641,0.959,0.0893,0.0905,125.683,147787
7k3du52Wcfyzw6pct9KjVc,0.367,0.906,-9.941,0.116,0.000427,1.06e-05,0.247,0.541,195.029,138693
6Oxmis6HQxbLd14BgwC1eb,0.656,0.455,-11.757,0.0422,0.614,0.926,0.1,0.894,134.818,189912
1gU12PqiWM83kU7js2CFV3,0.809,0.713,-11.147,0.0617,0.602,0.213,0.107,0.886,136.741,153116
5RN6R1uOu02wJwBy7rOZvx,0.796,0.474,-11.791,0.0572,0.835,0.897,0.109,0.678,131.388,249626
70pwHhnmH0te7p5C3NxCUG,0.734,0.386,-13.703,0.0785,0.862,0.955,0.074,0.893,103.381,74620
5BLC2VomI1CyqVIeShK1Cp,0.779,0.479,-10.053,0.0718,0.604,0.994,0.308,0.99,180.062,72064
0vdnWJDBfapXBdBlVq5H7Z,0.561,0.484,-11.638,0.188,0.36,0.00131,0.122,0.0359,74.008,37900
4PDaq1Uac6d5B7sI4cShBN,0.691,0.857,-13.161,0.0504,0.955,0.874,0.159,0.296,141.347,185172
3jMZlNn9ZaqsYDc2bniyvD,0.327,0.217,-11.595,0.0355,0.929,0.94,0.43,0.551,98.058,135578
1NMCHKRJ3sS1F00UeEDfcY,0.264,0.21,-17.192,0.0336,0.943,0.848,0.154,0.228,80.337,127392
7jNjVvY6JfbkVoKelwyihW,0.473,0.676,-13.173,0.0405,0.925,0.706,0.295,0.217,159.284,158515
5SsEG9U6nm0GfOVve8E0bC,0.286,0.162,-11.872,0.052,0.965,0.978,0.304,0.276,58.127,164104
29RZE5AhHhNNXRfFoN0h2Z,0.437,0.115,-16.498,0.0357,0.848,0.83,0.0873,0.218,136.596,236620
4UsUgf0my2I1wGGJFL8clg,0.251,0.0262,-26.532,0.0388,0.979,0.907,0.169,0.0333,112.579,134512
6Rkw4YbmbP8BsSgGnNZPs5,0.222,0.0671,-24.019,0.0418,0.951,0.817,0.0809,0.0354,113.904,514883
0wTMzKyV9zZE4RnmfTtynZ,0.174,0.0504,-23.521,0.034,0.976,0.903,0.171,0.0393,74.772,275299
2NOZvJoLw1p3NKy28z9F9S,0.231,0.146,-19.193,0.0341,0.958,0.911,0.136,0.0735,75.227,88168
5N0biMGMHJSCXn06d2ptRk,0.0887,0.123,-21.749,0.038,0.688,0.894,0.112,0.0373,85.305,277566
24EtAHa6rNKEzO0ZAoEdwk,0.11,0.144,-20.246,0.0459,0.914,0.734,0.0957,0.0372,168.386,388390
0DYZSss7931MlGwutrHB4d,0.342,0.0644,-22.202,0.0418,0.98,0.893,0.0926,0.0818,73.579,104205
0UdwsNAbko3p4hO11toLWU,0.0853,0.0153,-30.633,0.0405,0.924,0.892,0.107,0.0354,76.525,249055
3ckQDNPWvvPQMPvQgTT3n3,0.211,0.033,-25.129,0.0362,0.963,0.914,0.0935,0.0372,73.879,337863
0xJijukOq6kndVWPilV2Aj,0.194,0.0279,-26.989,0.0374,0.985,0.978,0.0869,0.0697,68.493,81127
1DsWSBkyt385HqQpLjeqAW,0.34,0.0756,-25.404,0.0318,0.978,0.9,0.0915,0.0459,102.423,306257
0CBQihssZ6U4H9knXBsMp7,0.546,0.0357,-24.475,0.0323,0.985,0.91,0.114,0.152,111.738,274176
4K9o80ySa8PHfArX8LOIJy,0.283,0.0241,-23.332,0.0319,0.961,0.98,0.143,0.138,75.686,79801
6as2T9if4KSEzDW2vz7Zok,0.0913,0.0404,-26.472,0.035,0.954,0.98,0.0869,0.039,82.174,143389
0mYfsaiS5ORkrcabkXKy87,0.362,0.0807,-22.269,0.0367,0.986,0.896,0.113,0.184,67.255,239496
2ilOcnitN9onWBlZ2CK4hm,0.575,0.624,-16.764,0.0365,0.614,0.926,0.0939,0.395,121.903,279920
4SCEl2vdUvvXIH3zhit7x0,0.236,0.0846,-21.818,0.0392,0.975,0.847,0.0908,0.0666,67.935,297779
5sP9X6Fo4uiu25jxTDhh9T,0.343,0.094,-19.17,0.0434,0.993,0.904,0.118,0.102,81.69,221750
64UcwFsl1yDlQIm0DLLlE8,0.474,0.196,-18.593,0.0301,0.981,0.933,0.153,0.57,137.67,257618
6CTTejCCOiRsI7pIlykchk,0.465,0.036,-21.587,0.0365,0.985,0.928,0.111,0.0445,61.899,147131
36n9FvnbW5CDHhckj1zYoJ,0.325,0.081,-19.533,0.0349,0.974,0.906,0.122,0.0452,67.058,116120
7zcRf0UmfI6y6Q04KXJ6Wp,0.651,0.392,-17.028,0.0311,0.934,0.755,0.137,0.333,100.008,274838
6fsyWoQJ985fC2b25px6iL,0.296,0.215,-18.956,0.0314,0.964,0.802,0.159,0.31,156.085,139896
062w68ADlIH6CGc0H07I2h,0.308,0.0472,-24.466,0.0328,0.957,0.946,0.107,0.0359,63.157,195041
7knTSxDv1LF6q65YxDD5Zp,0.374,0.141,-20.26,0.0333,0.94,0.912,0.111,0.0397,76.113,186824
4wZaFlgW0m0LhIQDh0Nzoa,0.194,0.245,-11.733,0.0343,0.709,0.0159,0.111,0.0375,103.682,259304
04w6Ytcn6OAtvjP9heC5b6,0.451,0.277,-18.213,0.0329,0.929,0.915,0.101,0.321,175.991,221448
5ualCLiPA1SAniuEsLLAnY,0.582,0.604,-11.528,0.0914,0.01,0.79,0.154,0.227,159.933,117637
16589iuTs4WfXki0ZdRvji,0.525,0.729,-15.027,0.0354,0.00571,0.807,0.151,0.34,119.999,184511
3Qkabo7wxuz2VM1voPkI1e,0.586,0.528,-14.484,0.0388,0.411,0.903,0.106,0.218,104.99,123438
2o6hk8Yx7XLoTkRVvjUFZf,0.26,0.804,-13.512,0.0422,0.0997,0.71,0.106,0.127,199.946,125249
1M2u6sXQ4Xp9pwy5q4pYnO,0.395,0.891,-11.326,0.0549,0.00244,0.801,0.104,0.0372,139.889,156123
6KlvwxYP6RCouyRbZ2iXcL,0.552,0.472,-13.535,0.0312,0.76,0.943,0.101,0.0387,99.97,130003
6vXas2DFDgwRZWdNXHvWcG,0.621,0.331,-15.662,0.0308,0.866,0.924,0.109,0.347,100.025,140245
1C9Iv4drjDYTJLgKuhPssd,0.583,0.39,-14.154,0.0319,0.689,0.878,0.136,0.174,99.988,161664
2iKartw92gYUN3PSxRnsJ8,0.177,0.0776,-20.345,0.0355,0.775,0.934,0.104,0.0396,157.02,139446
5w5Sj2VmmTymyfSUvT9hz9,0.159,0.66,-16.462,0.0469,0.0437,0.754,0.106,0.0369,202.309,126067
4GPCEVQScIROEMXfM6Cd0a,0.51,0.652,-12.496,0.0312,0.544,0.851,0.108,0.731,143.987,110103
2tblzS7f0CGxjS9zq0Goc9,0.476,0.855,-15.402,0.0364,0.0854,0.561,0.127,0.487,166.974,108913
4CSkSsPmMyTRb85P7wCfl3,0.194,0.31,-18.54,0.0337,0.544,0.911,0.11,0.0866,172.248,275610
4TKqWri9AQXlKLZLNkSFQp,0.527,0.721,-16.27,0.0531,0.283,0.805,0.177,0.286,112.989,138628
6KemkoQzC8gD10gbaPYdPv,0.5,0.682,-14.117,0.0512,0.000224,0.801,0.135,0.288,122.011,128290
5ltJRwClhpEYzwzq25K7vw,0.391,0.288,-18.146,0.0432,0.407,0.865,0.152,0.0647,99.993,127472
3rQgJrRSJ0hi8QQGNzqslA,0.584,0.953,-9.503,0.0612,0.158,0.883,0.369,0.157,110.005,128204
2PyQTCirszTxMuVcmBzyrU,0.0975,0.158,-23.302,0.0436,0.516,0.936,0.116,0.0382,71.922,174317
5E8a63coErP57lCGDukI0C,0.505,0.546,-16.209,0.0354,0.572,0.864,0.159,0.035,120.002,171937
1Ek4tQROwoKIoxs6wDNpHu,0.542,0.317,-18.4,0.03,0.977,0.95,0.115,0.0729,140.027,167585
6yesYAZCVvd2QCKHF8PDrR,0.106,0.466,-16.391,0.0582,0.456,0.967,0.0944,0.0445,70.396,163377
3vo5PvsOs943Wznpz4cF7m,0.429,0.929,-14.08,0.044,0.0433,0.887,0.127,0.465,180.005,182965
0NtBxVDxEmDbm01WnwBNKd,0.45,0.594,-15.191,0.0377,0.144,0.395,0.11,0.0707,119.971,127141
4uM1lTsLZdhhY95eTcsU5D,0.465,0.933,-11.988,0.0382,0.00182,0.962,0.164,0.711,120.003,123887
2QepM9QuF0krcPllLwMPuX,0.574,0.876,-14.563,0.0411,0.0186,0.744,0.172,0.495,132.008,123667
5XCOttpWp5n5dI0gQvF9lZ,0.53,0.74,-15.107,0.0457,0.00203,0.811,0.122,0.268,180.026,146784
0uCOiaXTm2DU54P4B7vqRA,0.588,0.312,-16.852,0.0267,0.739,0.873,0.102,0.0584,140.051,236042
2Aj985vvzAGNPKvPzj9Puk,0.0767,0.179,-19.024,0.0367,0.858,0.826,0.0888,0.0354,66.12,254536
1RBK2OHkLtqK1jcIdaDPuJ,0.214,0.164,-17.984,0.0546,0.268,0.866,0.132,0.0365,116.095,226427
0PPTwcDGQGNkFdIixF8iGp,0.266,0.426,-16.013,0.044,0.0514,0.801,0.261,0.315,128.883,141067
31RFpkqidgdo6wfENwjpLd,0.164,0.233,-17.741,0.0371,0.823,0.835,0.356,0.0357,143.165,105067
4PkUw4Amx77ofQSvcw8QEr,0.215,0.475,-14.659,0.0442,0.652,0.888,0.197,0.0645,142.431,136907
15ytr99sJt7qEWxPxV37FN,0.534,0.793,-8.2,0.0722,1.44e-05,0.674,0.158,0.429,117.983,155533
7soBzQcX8l03U881ysbF1E,0.0996,0.349,-15.496,0.0389,0.101,0.888,0.195,0.0617,184.666,92093
0DXAATRSRH2hTqw464kGX2,0.245,0.299,-16.947,0.035,0.189,0.897,0.0731,0.0369,118.409,109733
4BS3QMpptmpPmoN9XJq3Hd,0.155,0.116,-19.432,0.0442,0.808,0.955,0.0973,0.0346,89.643,96173
6ZQsbyctzMIanx6W3PWvde,0.189,0.0287,-28.601,0.0395,0.321,0.885,0.104,0.0311,111.786,161293
6L9uJjDuOrpq8miL0xAlMi,0.202,0.00803,-35.685,0.0362,0.927,0.583,0.106,0.0382,85.038,177240
3gqvrhjb2A3HPHb7lvyMhk,0.2,0.0783,-25.036,0.038,0.88,0.862,0.107,0.26,65.34,56733
2ICUDUxHsGnFbrrN5jx3bI,0.272,0.275,-15.713,0.0323,0.0125,0.904,0.143,0.0333,34.543,90133
30BCxr6AUs3MiLkdpCQXBG,0.226,0.0501,-19.997,0.0455,0.139,0.751,0.123,0.0325,98.252,103133
4RADL4u2ZgeO8QjzQFiiZc,0.232,0.104,-27.218,0.0378,0.922,0.942,0.127,0.0386,61.935,104627
5HAzyF3B4O7kbMEApRKs59,0.168,0.146,-32.457,0.0395,0.826,0.964,0.104,0.0575,70.017,124907
10eDL6YPiWi73IvruijWYY,0.297,0.274,-19.807,0.0356,0.409,0.82,0.211,0.102,82.623,81893
7hW28tXSGcRCW5K25vEvba,0.527,0.329,-15.485,0.0343,0.857,0.884,0.148,0.365,137.812,139440
1N6dIubifdmQkhHLqx512u,0.436,0.109,-24.162,0.0399,0.97,0.951,0.149,0.197,100.011,83200
2ZRi1rOUWqhhcRjEEpCI7x,0.253,0.0642,-23.385,0.0403,0.957,0.905,0.0848,0.0317,110.328,151227
6LpIxa5n8H5A4QHLdgiSQJ,0.108,0.139,-25.076,0.0396,0.812,0.881,0.168,0.0309,175.302,224307
0qPRX2XWbFtDidjjlpEtqw,0.61,0.47,-12.616,0.0388,0.842,0.961,0.14,0.667,137.951,99227
0WWluLWkUJNW8F6N0UqYlG,0.18,0.0451,-27.572,0.0334,0.813,0.717,0.11,0.0341,69.325,152240
4zyd12W8PP5MUDjELbhKHK,0.288,0.063,-28.008,0.052,0.495,0.888,0.111,0.0353,114.75,149227
5dBVG5Qs8IO9YzGzCAdzp5,0.434,0.213,-15.427,0.0317,0.234,0.949,0.129,0.0761,142.098,187773
1oUwJz9Yq4gOqya8s4BCtW,0.0897,0.029,-25.239,0.0364,0.131,0.446,0.108,0.0353,86.829,146760
5S5TMS8DOGjfE6xFFYckci,0.268,0.106,-20.303,0.0329,0.7,0.783,0.109,0.0354,78.348,124000
6NThTkYWGZo5qBIP5tkesM,0.125,0.0787,-21.855,0.0404,0.0966,0.896,0.111,0.0321,146.311,65667
3Pq7SU44cQMC3AwcV6PTch,0.4,0.437,-14.016,0.0503,0.739,0.967,0.132,0.142,143.135,173000
6vS2bTGjY8X7ovUprx8VN2,0.509,0.444,-14.069,0.0302,0.573,0.946,0.367,0.762,143.092,139667
7ySjLGkmjZk4S62n6KHHzn,0.525,0.0338,-24.269,0.0615,0.987,0.00103,0.046,0.394,84.273,92933
6iYC8y7bjumY6dzr4iGKE7,0.159,0.191,-15.953,0.0344,0.805,0.949,0.138,0.099,141.742,154507
7cVdWwow8YHwevGtzIdD84,0.28,0.103,-18.667,0.035,0.894,0.863,0.0959,0.0896,81.727,128333
2aHuCFYaYNa6VeT1wVAUDa,0.18,0.138,-18.692,0.0436,0.957,0.74,0.126,0.106,118.42,86000
7H24urW1U4QPbAH4suMx4O,0.515,0.202,-20.123,0.0377,0.688,0.844,0.0935,0.052,119.981,144000
1Xv3l2BNTYVTfHko6p3CbP,0.531,0.375,-16.94,0.0355,0.322,0.922,0.132,0.0429,109.979,371000
5ZdZ71BKeqArYgrecWPp03,0.56,0.301,-16.35,0.0268,0.016,0.899,0.16,0.0888,135.916,219105
4MEv6bwlq6ZdrnDK1uCKsC,0.395,0.58,-13.204,0.0457,0.0367,0.936,0.105,0.0544,91.064,350769
7uTOhThGXSsQzSD90E2CQD,0.44,0.949,-9.839,0.04,0.038,0.902,0.252,0.512,159.984,147000
1MNjs1itfTCo3aIRQdtNEl,0.432,0.618,-10.727,0.0319,0.794,0.865,0.233,0.616,90.079,258667
0iH01Za5iJ7Afo7Kf9Q1kV,0.4,0.322,-16.211,0.0362,0.72,0.937,0.0493,0.152,90.009,266667
1qPs3z4z0mG4zNK01G0AJz,0.43,0.871,-11.558,0.0539,0.482,0.789,0.293,0.145,85.026,79059
6PmGmUcZUW9HMh5oZnOB0X,0.429,0.942,-11.09,0.0376,0.0344,0.891,0.135,0.594,149.922,193600
5IKtfQT5b4oF1enlashtkF,0.507,0.298,-20.53,0.0265,0.934,0.894,0.123,0.089,140.051,234663
4pLAaq0urcDCDlTVm1tWmq,0.201,0.345,-18.829,0.0397,0.205,0.948,0.0772,0.0909,134.997,408000
5tVXi80BcPhou8rJhJm3GQ,0.139,0.0559,-31.206,0.0437,0.974,0.936,0.0875,0.0318,77.868,318750
00B7B0JNcjjK1q3jzEyGzq,0.147,0.797,-10.138,0.0577,0.11,0.743,0.0725,0.111,90.034,381333
5XJ9nLQsT93i5kc38AaVsS,0.549,0.371,-17.694,0.0277,0.197,0.883,0.0756,0.309,80.009,128333
